time,ax,ay,az,wx,wy,wz,
0.046,0.08,0.07,-1.48,-1.17,-0.68,0.21,
0.046,0.08,0.07,-1.48,-1.20,-0.63,0.18,
0.046,0.42,0.12,-1.11,-1.20,-0.63,0.18,
0.05,0.42,0.12,-1.11,-1.22,-0.60,0.16,
0.051,0.57,0.19,-0.33,-1.22,-0.60,0.16,
0.051,0.57,0.19,-0.33,-1.24,-0.57,0.13,
0.052,0.57,0.19,-0.33,-1.25,-0.56,0.11,
0.056,0.51,0.06,0.44,-1.25,-0.56,0.11,
0.056,0.51,0.06,0.44,-1.26,-0.56,0.09,
0.057,0.51,0.06,0.44,-1.26,-0.57,0.07,
0.061,0.32,-0.08,1.05,-1.26,-0.57,0.07,
0.062,0.32,-0.08,1.05,-1.25,-0.58,0.04,
0.062,0.32,-0.08,1.05,-1.24,-0.58,0.02,
0.065,0.11,-0.06,1.37,-1.24,-0.58,0.02,
0.066,0.11,-0.06,1.37,-1.21,-0.58,0.00,
0.068,0.11,-0.06,1.37,-1.17,-0.54,-0.02,
0.07,-0.47,0.43,0.58,-1.17,-0.54,-0.02,
0.07,-0.47,0.43,0.58,-1.10,-0.41,-0.03,
0.073,-0.47,0.43,0.58,-1.02,-0.17,-0.02,
0.076,-3.01,2.18,-2.22,-1.02,-0.17,-0.02,
0.077,-3.01,2.18,-2.22,-0.96,0.10,0.05,
0.077,-3.01,2.18,-2.22,-0.89,0.28,0.13,
0.08,-3.04,2.68,-0.82,-0.89,0.28,0.13,
0.081,-3.04,2.68,-0.82,-0.82,0.38,0.19,
0.084,-3.04,2.68,-0.82,-0.74,0.43,0.26,
0.086,-2.41,2.50,0.21,-0.74,0.43,0.26,
0.087,-2.41,2.50,0.21,-0.67,0.48,0.32,
0.087,-2.41,2.50,0.21,-0.60,0.52,0.38,
0.092,-2.28,2.43,0.22,-0.60,0.52,0.38,
0.092,-2.28,2.43,0.22,-0.54,0.54,0.44,
0.093,-2.28,2.43,0.22,-0.49,0.55,0.50,
0.102,-2.08,2.36,0.28,-0.49,0.55,0.50,
0.103,-2.08,2.36,0.28,-0.44,0.56,0.56,
0.104,-2.08,2.36,0.28,-0.40,0.55,0.62,
0.104,-2.08,2.36,0.28,-0.37,0.53,0.67,
0.105,-1.78,2.16,0.38,-0.37,0.53,0.67,
0.105,-1.78,2.16,0.38,-0.35,0.47,0.72,
0.106,-1.41,1.75,1.18,-0.35,0.47,0.72,
0.106,-1.41,1.75,1.18,-0.33,0.37,0.77,
0.108,-1.41,1.75,1.18,-0.31,0.23,0.81,
0.112,-0.71,1.06,2.71,-0.31,0.23,0.81,
0.113,-0.71,1.06,2.71,-0.30,0.03,0.83,
0.113,-0.71,1.06,2.71,-0.30,-0.22,0.85,
0.116,0.23,0.20,4.18,-0.30,-0.22,0.85,
0.117,0.23,0.20,4.18,-0.31,-0.51,0.86,
0.117,0.23,0.20,4.18,-0.32,-0.80,0.85,
0.121,0.81,-0.49,4.08,-0.32,-0.80,0.85,
0.122,0.81,-0.49,4.08,-0.35,-1.07,0.84,
0.122,0.81,-0.49,4.08,-0.39,-1.28,0.82,
0.127,0.74,-0.64,2.43,-0.39,-1.28,0.82,
0.127,0.74,-0.64,2.43,-0.43,-1.43,0.81,
0.13,0.74,-0.64,2.43,-0.47,-1.53,0.80,
0.131,0.40,-0.49,0.63,-0.47,-1.53,0.80,
0.131,0.40,-0.49,0.63,-0.52,-1.58,0.80,
0.133,0.40,-0.49,0.63,-0.57,-1.58,0.80,
0.136,-0.04,-0.14,-0.95,-0.57,-1.58,0.80,
0.137,-0.04,-0.14,-0.95,-0.62,-1.56,0.82,
0.137,-0.04,-0.14,-0.95,-0.67,-1.51,0.85,
0.14,-0.27,0.09,-1.84,-0.67,-1.51,0.85,
0.141,-0.27,0.09,-1.84,-0.71,-1.45,0.88,
0.143,-0.27,0.09,-1.84,-0.76,-1.39,0.91,
0.146,-0.27,0.09,-1.84,-0.80,-1.35,0.95,
0.148,-0.07,-0.01,-1.75,-0.80,-1.35,0.95,
0.149,-0.07,-0.01,-1.75,-0.84,-1.34,0.98,
0.151,0.72,-0.47,-0.96,-0.84,-1.34,0.98,
0.153,0.72,-0.47,-0.96,-0.89,-1.35,0.99,
0.162,0.72,-0.47,-0.96,-0.93,-1.38,1.00,
0.163,0.72,-0.47,-0.96,-0.97,-1.42,0.99,
0.169,0.72,-0.47,-0.96,-1.00,-1.47,0.98,
0.169,0.72,-0.47,-0.96,-1.03,-1.51,0.95,
0.17,0.72,-0.47,-0.96,-1.06,-1.55,0.91,
0.171,0.72,-0.47,-0.96,-1.09,-1.58,0.86,
0.171,0.72,-0.47,-0.96,-1.12,-1.60,0.81,
0.172,0.72,-0.47,-0.96,-1.15,-1.60,0.75,
0.174,0.72,-0.47,-0.96,-1.17,-1.59,0.69,
0.175,1.72,-1.09,-0.31,-1.17,-1.59,0.69,
0.175,2.53,-1.73,0.22,-1.17,-1.59,0.69,
0.176,3.05,-2.37,0.37,-1.17,-1.59,0.69,
0.176,3.25,-2.91,0.21,-1.17,-1.59,0.69,
0.176,3.18,-3.34,-0.19,-1.17,-1.59,0.69,
0.177,3.18,-3.34,-0.19,-1.19,-1.57,0.62,
0.184,3.18,-3.34,-0.19,-1.21,-1.53,0.56,
0.185,1.99,-3.75,1.29,-1.21,-1.53,0.56,
0.185,1.99,-3.75,1.29,-1.20,-1.52,0.51,
0.185,1.99,-3.75,1.29,-1.08,-1.60,0.51,
0.186,-2.62,-3.17,11.01,-1.08,-1.60,0.51,
0.186,-2.62,-3.17,11.01,-0.82,-1.78,0.57,
0.189,-2.62,-3.17,11.01,-0.64,-1.91,0.63,
0.191,-1.89,-2.68,6.71,-0.64,-1.91,0.63,
0.191,-1.89,-2.68,6.71,-0.51,-1.96,0.67,
0.193,-1.89,-2.68,6.71,-0.39,-2.00,0.70,
0.199,-0.33,-2.54,4.84,-0.39,-2.00,0.70,
0.2,-0.33,-2.54,4.84,-0.27,-2.02,0.74,
0.2,-0.33,-2.54,4.84,-0.13,-2.02,0.77,
0.201,-0.32,-1.53,4.74,-0.13,-2.02,0.77,
0.201,-0.32,-1.53,4.74,0.01,-2.00,0.81,
0.202,-0.32,-1.53,4.74,0.15,-1.96,0.85,
0.207,0.03,-0.54,4.38,0.15,-1.96,0.85,
0.207,0.03,-0.54,4.38,0.30,-1.93,0.89,
0.207,0.03,-0.54,4.38,0.44,-1.91,0.92,
0.215,0.86,0.19,4.21,0.44,-1.91,0.92,
0.216,0.86,0.19,4.21,0.59,-1.89,0.94,
0.217,0.86,0.19,4.21,0.73,-1.87,0.97,
0.217,1.40,0.57,3.41,0.73,-1.87,0.97,
0.217,1.40,0.57,3.41,0.86,-1.83,0.98,
0.218,1.40,0.57,3.41,0.98,-1.76,1.00,
0.222,1.49,0.39,2.06,0.98,-1.76,1.00,
0.222,1.49,0.39,2.06,1.08,-1.65,1.00,
0.223,1.49,0.39,2.06,1.18,-1.51,1.00,
0.226,1.57,-0.02,0.38,1.18,-1.51,1.00,
0.226,1.57,-0.02,0.38,1.25,-1.34,0.99,
0.229,1.57,-0.02,0.38,1.31,-1.14,0.97,
0.231,1.99,-0.64,-1.04,1.31,-1.14,0.97,
0.232,1.99,-0.64,-1.04,1.35,-0.95,0.94,
0.233,1.99,-0.64,-1.04,1.38,-0.75,0.90,
0.235,2.66,-1.52,-1.73,1.38,-0.75,0.90,
0.235,2.66,-1.52,-1.73,1.39,-0.57,0.85,
0.238,2.66,-1.52,-1.73,1.39,-0.41,0.78,
0.241,3.51,-2.08,-2.14,1.39,-0.41,0.78,
0.242,3.51,-2.08,-2.14,1.38,-0.30,0.71,
0.243,3.51,-2.08,-2.14,1.35,-0.20,0.62,
0.246,4.19,-2.26,-2.75,1.35,-0.20,0.62,
0.247,4.19,-2.26,-2.75,1.31,-0.12,0.53,
0.248,4.19,-2.26,-2.75,1.26,-0.05,0.44,
0.25,4.48,-2.24,-3.63,1.26,-0.05,0.44,
0.251,4.48,-2.24,-3.63,1.20,0.03,0.34,
0.254,4.48,-2.24,-3.63,1.12,0.11,0.24,
0.255,4.15,-2.03,-4.64,1.12,0.11,0.24,
0.256,4.15,-2.03,-4.64,1.03,0.20,0.14,
0.259,4.15,-2.03,-4.64,0.95,0.30,0.05,
0.261,3.47,-1.76,-5.21,0.95,0.30,0.05,
0.262,3.47,-1.76,-5.21,0.86,0.41,-0.03,
0.263,3.47,-1.76,-5.21,0.76,0.52,-0.11,
0.266,2.69,-1.53,-5.64,0.76,0.52,-0.11,
0.267,2.69,-1.53,-5.64,0.67,0.64,-0.18,
0.268,2.69,-1.53,-5.64,0.57,0.76,-0.25,
0.272,1.94,-1.21,-5.77,0.57,0.76,-0.25,
0.272,1.94,-1.21,-5.77,0.48,0.88,-0.30,
0.275,1.94,-1.21,-5.77,0.39,1.00,-0.35,
0.276,1.25,-0.96,-5.59,0.39,1.00,-0.35,
0.276,1.25,-0.96,-5.59,0.29,1.12,-0.39,
0.278,1.25,-0.96,-5.59,0.20,1.24,-0.42,
0.28,0.68,-0.77,-5.38,0.20,1.24,-0.42,
0.281,0.68,-0.77,-5.38,0.11,1.35,-0.44,
0.283,0.68,-0.77,-5.38,0.02,1.45,-0.46,
0.286,0.68,-0.77,-5.38,-0.07,1.54,-0.47,
0.287,0.28,-0.66,-4.87,-0.07,1.54,-0.47,
0.287,0.28,-0.66,-4.87,-0.16,1.61,-0.48,
0.291,0.05,-0.52,-4.23,-0.16,1.61,-0.48,
0.292,0.05,-0.52,-4.23,-0.24,1.67,-0.48,
0.293,0.05,-0.52,-4.23,-0.33,1.70,-0.48,
0.297,-0.07,-0.41,-3.59,-0.33,1.70,-0.48,
0.298,-0.07,-0.41,-3.59,-0.41,1.73,-0.48,
0.299,-0.07,-0.41,-3.59,-0.49,1.73,-0.48,
0.302,-0.12,-0.37,-2.92,-0.49,1.73,-0.48,
0.302,-0.12,-0.37,-2.92,-0.57,1.73,-0.49,
0.303,-0.12,-0.37,-2.92,-0.65,1.70,-0.49,
0.305,-0.02,-0.47,-2.36,-0.65,1.70,-0.49,
0.306,-0.02,-0.47,-2.36,-0.73,1.67,-0.50,
0.308,-0.02,-0.47,-2.36,-0.81,1.62,-0.52,
0.314,0.13,-0.63,-1.76,-0.81,1.62,-0.52,
0.315,0.13,-0.63,-1.76,-0.89,1.56,-0.55,
0.315,0.13,-0.63,-1.76,-0.96,1.48,-0.57,
0.316,0.32,-0.78,-1.16,-0.96,1.48,-0.57,
0.317,0.32,-0.78,-1.16,-1.04,1.39,-0.61,
0.319,0.32,-0.78,-1.16,-1.11,1.28,-0.64,
0.321,0.47,-0.80,-0.51,-1.11,1.28,-0.64,
0.321,0.47,-0.80,-0.51,-1.18,1.15,-0.68,
0.326,0.47,-0.80,-0.51,-1.24,1.01,-0.72,
0.326,0.51,-0.75,-0.04,-1.24,1.01,-0.72,
0.327,0.51,-0.75,-0.04,-1.31,0.87,-0.75,
0.328,0.51,-0.75,-0.04,-1.37,0.74,-0.78,
0.331,0.72,-0.44,0.21,-1.37,0.74,-0.78,
0.332,0.72,-0.44,0.21,-1.43,0.61,-0.81,
0.335,0.72,-0.44,0.21,-1.48,0.47,-0.84,
0.336,0.77,-0.12,0.80,-1.48,0.47,-0.84,
0.337,0.77,-0.12,0.80,-1.52,0.33,-0.87,
0.338,0.77,-0.12,0.80,-1.56,0.21,-0.90,
0.341,0.86,0.15,1.00,-1.56,0.21,-0.90,
0.342,0.86,0.15,1.00,-1.59,0.11,-0.93,
0.346,0.86,0.15,1.00,-1.62,0.03,-0.96,
0.349,0.79,0.27,1.20,-1.62,0.03,-0.96,
0.352,0.53,0.35,1.35,-1.62,0.03,-0.96,
0.354,0.53,0.35,1.35,-1.63,-0.05,-0.99,
0.354,0.53,0.35,1.35,-1.64,-0.11,-1.02,
0.355,0.53,0.35,1.35,-1.64,-0.15,-1.04,
0.355,0.53,0.35,1.35,-1.62,-0.16,-1.05,
0.356,-0.11,0.47,1.92,-1.62,-0.16,-1.05,
0.356,-0.11,0.47,1.92,-1.59,-0.11,-1.06,
0.358,-0.11,0.47,1.92,-1.53,-0.04,-1.06,
0.361,-1.25,0.71,2.07,-1.53,-0.04,-1.06,
0.362,-1.25,0.71,2.07,-1.47,0.02,-1.05,
0.363,-1.25,0.71,2.07,-1.40,0.07,-1.03,
0.365,-1.63,0.76,1.41,-1.40,0.07,-1.03,
0.366,-1.63,0.76,1.41,-1.32,0.11,-1.00,
0.368,-1.63,0.76,1.41,-1.23,0.15,-0.97,
0.371,-1.14,0.61,0.95,-1.23,0.15,-0.97,
0.371,-1.14,0.61,0.95,-1.14,0.22,-0.93,
0.373,-1.14,0.61,0.95,-1.05,0.29,-0.90,
0.378,-0.69,0.73,0.72,-1.05,0.29,-0.90,
0.379,-0.69,0.73,0.72,-0.95,0.38,-0.87,
0.38,-0.69,0.73,0.72,-0.85,0.49,-0.83,
0.381,-0.53,0.75,0.37,-0.85,0.49,-0.83,
0.382,-0.53,0.75,0.37,-0.75,0.60,-0.80,
0.386,-0.53,0.75,0.37,-0.64,0.72,-0.76,
0.386,-0.53,0.75,0.37,-0.53,0.85,-0.74,
0.387,-0.11,0.68,0.25,-0.53,0.85,-0.74,
0.389,-0.11,0.68,0.25,-0.42,0.97,-0.71,
0.391,0.41,0.42,0.30,-0.42,0.97,-0.71,
0.391,0.41,0.42,0.30,-0.31,1.09,-0.70,
0.393,0.41,0.42,0.30,-0.20,1.20,-0.69,
0.396,0.41,0.42,0.30,-0.08,1.29,-0.68,
0.397,0.84,0.13,0.69,-0.08,1.29,-0.68,
0.398,0.84,0.13,0.69,0.03,1.38,-0.68,
0.402,1.17,-0.21,1.17,0.03,1.38,-0.68,
0.403,1.17,-0.21,1.17,0.14,1.45,-0.70,
0.403,1.17,-0.21,1.17,0.25,1.52,-0.72,
0.406,1.35,-0.45,1.48,0.25,1.52,-0.72,
0.407,1.35,-0.45,1.48,0.36,1.58,-0.74,
0.408,1.35,-0.45,1.48,0.46,1.63,-0.76,
0.418,1.36,-0.56,1.71,0.46,1.63,-0.76,
0.419,1.36,-0.56,1.71,0.56,1.66,-0.79,
0.419,1.36,-0.56,1.71,0.66,1.69,-0.82,
0.42,1.18,-0.52,1.79,0.66,1.69,-0.82,
0.42,1.18,-0.52,1.79,0.75,1.70,-0.85,
0.421,1.18,-0.52,1.79,0.84,1.71,-0.88,
0.421,0.95,-0.39,1.94,0.84,1.71,-0.88,
0.422,0.95,-0.39,1.94,0.93,1.70,-0.92,
0.424,0.95,-0.39,1.94,1.01,1.66,-0.95,
0.426,0.77,-0.27,2.11,1.01,1.66,-0.95,
0.427,0.77,-0.27,2.11,1.09,1.61,-0.99,
0.429,0.77,-0.27,2.11,1.16,1.54,-1.02,
0.432,0.68,-0.20,2.26,1.16,1.54,-1.02,
0.432,0.68,-0.20,2.26,1.23,1.44,-1.06,
0.434,0.68,-0.20,2.26,1.30,1.33,-1.08,
0.436,0.81,0.28,2.60,1.30,1.33,-1.08,
0.437,0.81,0.28,2.60,1.36,1.20,-1.09,
0.438,0.81,0.28,2.60,1.42,1.07,-1.09,
0.442,0.36,0.81,2.71,1.42,1.07,-1.09,
0.443,0.36,0.81,2.71,1.48,0.95,-1.09,
0.446,0.36,0.81,2.71,1.55,0.83,-1.10,
0.447,-0.21,0.99,2.85,1.55,0.83,-1.10,
0.447,-0.21,0.99,2.85,1.62,0.71,-1.10,
0.449,-0.21,0.99,2.85,1.69,0.61,-1.11,
0.452,-0.40,0.78,2.83,1.69,0.61,-1.11,
0.453,-0.40,0.78,2.83,1.76,0.50,-1.12,
0.454,-0.40,0.78,2.83,1.83,0.39,-1.14,
0.457,-0.54,0.20,2.74,1.83,0.39,-1.14,
0.457,-0.54,0.20,2.74,1.89,0.28,-1.15,
0.458,-0.54,0.20,2.74,1.95,0.17,-1.15,
0.462,-0.71,-0.30,2.59,1.95,0.17,-1.15,
0.463,-0.71,-0.30,2.59,2.01,0.04,-1.15,
0.463,-0.71,-0.30,2.59,2.06,-0.08,-1.13,
0.467,-0.79,-0.53,2.37,2.06,-0.08,-1.13,
0.467,-0.79,-0.53,2.37,2.11,-0.21,-1.11,
0.468,-0.79,-0.53,2.37,2.16,-0.34,-1.08,
0.472,-0.95,-0.46,2.07,2.16,-0.34,-1.08,
0.472,-0.95,-0.46,2.07,2.19,-0.47,-1.04,
0.474,-0.95,-0.46,2.07,2.23,-0.59,-1.00,
0.478,-1.21,-0.28,1.68,2.23,-0.59,-1.00,
0.479,-1.21,-0.28,1.68,2.26,-0.71,-0.95,
0.48,-1.21,-0.28,1.68,2.28,-0.81,-0.91,
0.482,-1.21,-0.28,1.68,2.30,-0.90,-0.86,
0.482,-1.48,-0.17,1.21,2.30,-0.90,-0.86,
0.485,-1.48,-0.17,1.21,2.32,-0.98,-0.81,
0.486,-1.71,-0.12,0.80,2.32,-0.98,-0.81,
0.487,-1.71,-0.12,0.80,2.33,-1.04,-0.77,
0.489,-1.71,-0.12,0.80,2.34,-1.09,-0.73,
0.5,-1.90,-0.09,0.45,2.34,-1.09,-0.73,
0.501,-1.90,-0.09,0.45,2.35,-1.13,-0.68,
0.502,-1.97,-0.12,0.05,2.35,-1.13,-0.68,
0.503,-1.97,-0.12,0.05,2.35,-1.15,-0.64,
0.504,-1.97,-0.12,0.05,2.35,-1.17,-0.59,
0.504,-1.97,-0.12,0.05,2.35,-1.17,-0.54,
0.505,-2.02,-0.28,-0.38,2.35,-1.17,-0.54,
0.506,-2.02,-0.28,-0.38,2.34,-1.17,-0.48,
0.507,-2.02,-0.28,-0.38,2.33,-1.15,-0.42,
0.508,-2.02,-0.41,-0.75,2.33,-1.15,-0.42,
0.509,-2.02,-0.41,-0.75,2.31,-1.13,-0.36,
0.509,-2.02,-0.41,-0.75,2.29,-1.10,-0.30,
0.518,-1.96,-0.47,-1.02,2.29,-1.10,-0.30,
0.519,-1.96,-0.47,-1.02,2.27,-1.06,-0.24,
0.519,-1.96,-0.47,-1.02,2.25,-1.01,-0.17,
0.52,-1.83,-0.38,-1.29,2.25,-1.01,-0.17,
0.52,-1.83,-0.38,-1.29,2.24,-0.96,-0.10,
0.521,-1.83,-0.38,-1.29,2.22,-0.90,-0.02,
0.521,-1.80,-0.11,-1.51,2.22,-0.90,-0.02,
0.522,-1.80,-0.11,-1.51,2.21,-0.83,0.06,
0.525,-1.80,-0.11,-1.51,2.19,-0.76,0.14,
0.527,-1.71,0.05,-1.66,2.19,-0.76,0.14,
0.527,-1.71,0.05,-1.66,2.19,-0.70,0.22,
0.533,-1.71,0.05,-1.66,2.18,-0.64,0.30,
0.534,-1.67,0.27,-1.74,2.18,-0.64,0.30,
0.535,-1.67,0.27,-1.74,2.18,-0.59,0.39,
0.535,-1.67,0.27,-1.74,2.18,-0.55,0.47,
0.537,-1.67,0.42,-1.67,2.18,-0.55,0.47,
0.538,-1.67,0.42,-1.67,2.18,-0.53,0.55,
0.54,-1.67,0.42,-1.67,2.18,-0.52,0.63,
0.541,-1.74,0.49,-1.54,2.18,-0.52,0.63,
0.542,-1.74,0.49,-1.54,2.19,-0.52,0.70,
0.545,-1.74,0.49,-1.54,2.19,-0.53,0.78,
0.546,-1.95,0.53,-1.40,2.19,-0.53,0.78,
0.547,-1.95,0.53,-1.40,2.20,-0.56,0.85,
0.55,-1.95,0.53,-1.40,2.19,-0.61,0.91,
0.551,-2.25,0.43,-1.21,2.19,-0.61,0.91,
0.552,-2.25,0.43,-1.21,2.18,-0.68,0.97,
0.555,-2.25,0.43,-1.21,2.11,-0.80,0.98,
0.558,-1.56,-0.91,-2.31,2.11,-0.80,0.98,
0.558,-1.56,-0.91,-2.31,1.93,-0.97,0.93,
0.559,-1.56,-0.91,-2.31,1.64,-1.21,0.83,
0.564,-0.51,-1.98,-4.19,1.64,-1.21,0.83,
0.565,-0.51,-1.98,-4.19,1.28,-1.48,0.70,
0.565,-0.51,-1.98,-4.19,0.89,-1.74,0.56,
0.566,0.08,-1.89,-5.77,0.89,-1.74,0.56,
0.567,0.08,-1.89,-5.77,0.53,-1.94,0.40,
0.568,0.08,-1.89,-5.77,0.21,-2.08,0.25,
0.572,0.49,-1.62,-6.42,0.21,-2.08,0.25,
0.572,0.49,-1.62,-6.42,-0.04,-2.15,0.10,
0.575,0.49,-1.62,-6.42,-0.22,-2.18,-0.03,
0.579,0.34,-0.91,-6.00,-0.22,-2.18,-0.03,
0.579,0.34,-0.91,-6.00,-0.35,-2.19,-0.13,
0.58,0.34,-0.91,-6.00,-0.45,-2.25,-0.18,
0.583,-0.59,0.16,-4.85,-0.45,-2.25,-0.18,
0.584,-0.59,0.16,-4.85,-0.54,-2.34,-0.20,
0.584,-0.59,0.16,-4.85,-0.62,-2.43,-0.19,
0.587,-1.68,1.33,-4.30,-0.62,-2.43,-0.19,
0.588,-1.68,1.33,-4.30,-0.67,-2.50,-0.15,
0.59,-1.68,1.33,-4.30,-0.72,-2.54,-0.09,
0.592,-2.62,1.96,-4.45,-0.72,-2.54,-0.09,
0.593,-2.62,1.96,-4.45,-0.77,-2.53,-0.01,
0.596,-2.62,1.96,-4.45,-0.81,-2.48,0.09,
0.598,-3.32,1.97,-4.84,-0.81,-2.48,0.09,
0.598,-3.32,1.97,-4.84,-0.85,-2.40,0.20,
0.599,-3.32,1.97,-4.84,-0.89,-2.28,0.31,
0.601,-3.58,1.60,-5.22,-0.89,-2.28,0.31,
0.602,-3.58,1.60,-5.22,-0.93,-2.13,0.43,
0.603,-3.58,1.60,-5.22,-0.97,-1.96,0.55,
0.607,-3.31,1.07,-5.63,-0.97,-1.96,0.55,
0.607,-3.31,1.07,-5.63,-1.01,-1.77,0.66,
0.609,-3.31,1.07,-5.63,-1.06,-1.56,0.76,
0.616,-2.77,0.51,-5.52,-1.06,-1.56,0.76,
0.617,-2.77,0.51,-5.52,-1.09,-1.37,0.86,
0.618,-2.77,0.51,-5.52,-1.11,-1.28,0.95,
0.618,-2.82,-0.27,-3.31,-1.11,-1.28,0.95,
0.619,-2.82,-0.27,-3.31,-1.12,-1.34,1.05,
0.619,-2.82,-0.27,-3.31,-1.11,-1.48,1.14,
0.623,-2.66,-0.75,-1.65,-1.11,-1.48,1.14,
0.623,-2.66,-0.75,-1.65,-1.09,-1.66,1.24,
0.624,-2.66,-0.75,-1.65,-1.09,-1.85,1.34,
0.627,-2.12,-0.98,-1.17,-1.09,-1.85,1.34,
0.628,-2.12,-0.98,-1.17,-1.10,-2.07,1.44,
0.631,-2.12,-0.98,-1.17,-1.12,-2.29,1.55,
0.632,-1.89,-1.11,-3.41,-1.12,-2.29,1.55,
0.632,-1.89,-1.11,-3.41,-1.24,-2.32,1.66,
0.634,-1.89,-1.11,-3.41,-1.52,-1.95,1.76,
0.637,-1.24,-0.71,-7.94,-1.52,-1.95,1.76,
0.638,-1.24,-0.71,-7.94,-1.76,-1.63,1.84,
0.639,-1.24,-0.71,-7.94,-1.89,-1.50,1.90,
0.642,-0.77,-0.85,-4.99,-1.89,-1.50,1.90,
0.642,-0.77,-0.85,-4.99,-2.00,-1.31,1.95,
0.646,-0.77,-0.85,-4.99,-2.13,-0.98,1.99,
0.648,-0.77,-0.85,-4.99,-2.26,-0.59,2.02,
0.649,-0.23,-1.25,-6.61,-2.26,-0.59,2.02,
0.65,-0.23,-1.25,-6.61,-2.37,-0.21,2.03,
0.652,0.67,-1.45,-6.11,-2.37,-0.21,2.03,
0.653,0.67,-1.45,-6.11,-2.47,0.17,2.04,
0.655,0.67,-1.45,-6.11,-2.57,0.52,2.04,
0.656,1.74,-1.42,-5.03,-2.57,0.52,2.04,
0.662,1.74,-1.42,-5.03,-2.67,0.81,2.03,
0.663,1.74,-1.42,-5.03,-2.75,1.04,2.03,
0.664,2.30,-1.32,-2.87,-2.75,1.04,2.03,
0.665,2.30,-1.32,-2.87,-2.81,1.19,2.03,
0.665,2.30,-1.32,-2.87,-2.87,1.27,2.04,
0.667,2.36,-0.97,-0.72,-2.87,1.27,2.04,
0.669,2.36,-0.97,-0.72,-2.91,1.29,2.06,
0.669,2.36,-0.97,-0.72,-2.95,1.27,2.07,
0.672,3.14,-0.45,1.07,-2.95,1.27,2.07,
0.673,3.14,-0.45,1.07,-2.98,1.21,2.06,
0.674,3.14,-0.45,1.07,-2.99,1.12,2.05,
0.679,3.29,-0.17,2.39,-2.99,1.12,2.05,
0.68,3.29,-0.17,2.39,-2.99,1.01,2.03,
0.682,3.13,-0.20,3.01,-2.99,1.01,2.03,
0.682,3.13,-0.20,3.01,-2.98,0.89,2.01,
0.683,3.13,-0.20,3.01,-2.97,0.76,1.99,
0.685,3.13,-0.20,3.01,-2.96,0.63,1.96,
0.687,2.89,-0.68,2.97,-2.96,0.63,1.96,
0.688,2.89,-0.68,2.97,-2.94,0.51,1.93,
0.69,2.89,-0.68,2.97,-2.92,0.40,1.89,
0.692,2.54,-1.43,2.40,-2.92,0.40,1.89,
0.693,2.54,-1.43,2.40,-2.91,0.31,1.86,
0.696,2.54,-1.43,2.40,-2.89,0.23,1.82,
0.697,2.11,-2.14,1.60,-2.89,0.23,1.82,
0.697,2.11,-2.14,1.60,-2.88,0.18,1.79,
0.701,2.11,-2.14,1.60,-2.87,0.16,1.75,
0.702,1.54,-2.61,1.02,-2.87,0.16,1.75,
0.702,1.54,-2.61,1.02,-2.86,0.16,1.73,
0.704,1.54,-2.61,1.02,-2.84,0.18,1.71,
0.707,0.85,-2.82,0.64,-2.84,0.18,1.71,
0.708,0.85,-2.82,0.64,-2.83,0.24,1.72,
0.709,0.85,-2.82,0.64,-2.82,0.34,1.75,
