time,ax,ay,az,wx,wy,wz,
0.064,-0.62,0.67,0.36,-0.96,-1.55,0.44,
0.064,-0.62,0.67,0.36,-0.94,-1.56,0.44,
0.066,-0.62,0.67,0.36,-0.91,-1.56,0.43,
0.068,-0.81,0.66,0.55,-0.91,-1.56,0.43,
0.069,-0.81,0.66,0.55,-0.87,-1.56,0.43,
0.07,-0.81,0.66,0.55,-0.83,-1.55,0.43,
0.074,-0.83,0.60,0.74,-0.83,-1.55,0.43,
0.075,-0.83,0.60,0.74,-0.78,-1.53,0.43,
0.075,-0.83,0.60,0.74,-0.74,-1.51,0.42,
0.078,-0.78,0.51,0.98,-0.74,-1.51,0.42,
0.079,-0.78,0.51,0.98,-0.69,-1.49,0.41,
0.08,-0.78,0.51,0.98,-0.63,-1.48,0.41,
0.085,-0.70,0.37,1.00,-0.63,-1.48,0.41,
0.085,-0.70,0.37,1.00,-0.59,-1.46,0.40,
0.086,-0.70,0.37,1.00,-0.53,-1.42,0.39,
0.089,-0.53,0.39,1.06,-0.53,-1.42,0.39,
0.089,-0.53,0.39,1.06,-0.47,-1.38,0.39,
0.091,-0.53,0.39,1.06,-0.41,-1.34,0.38,
0.094,-0.31,0.25,1.21,-0.41,-1.34,0.38,
0.095,-0.31,0.25,1.21,-0.34,-1.29,0.37,
0.103,-0.31,0.25,1.21,-0.28,-1.25,0.37,
0.103,-0.06,0.01,1.11,-0.28,-1.25,0.37,
0.104,-0.06,0.01,1.11,-0.22,-1.20,0.36,
0.104,-0.06,0.01,1.11,-0.17,-1.14,0.36,
0.105,0.13,-0.25,0.65,-0.17,-1.14,0.36,
0.105,0.13,-0.25,0.65,-0.11,-1.07,0.36,
0.106,0.13,-0.25,0.65,-0.07,-1.00,0.35,
0.109,0.13,-0.25,0.65,-0.03,-0.91,0.35,
0.109,0.31,-0.54,0.22,-0.03,-0.91,0.35,
0.112,0.31,-0.54,0.22,0.01,-0.83,0.34,
0.113,0.67,-0.83,0.07,0.01,-0.83,0.34,
0.114,0.67,-0.83,0.07,0.04,-0.76,0.34,
0.116,0.67,-0.83,0.07,0.07,-0.69,0.32,
0.119,1.10,-1.10,0.06,0.07,-0.69,0.32,
0.12,1.10,-1.10,0.06,0.10,-0.62,0.30,
0.12,1.10,-1.10,0.06,0.13,-0.56,0.28,
0.124,1.46,-1.31,-0.05,0.13,-0.56,0.28,
0.125,1.46,-1.31,-0.05,0.15,-0.50,0.26,
0.125,1.46,-1.31,-0.05,0.17,-0.45,0.23,
0.13,1.15,-1.12,-0.74,0.17,-0.45,0.23,
0.131,1.15,-1.12,-0.74,0.18,-0.37,0.22,
0.132,1.15,-1.12,-0.74,0.17,-0.26,0.23,
0.133,-0.14,-0.13,-2.54,0.17,-0.26,0.23,
0.135,-0.14,-0.13,-2.54,0.17,-0.11,0.25,
0.136,-0.14,-0.13,-2.54,0.15,0.07,0.29,
0.139,-1.23,1.15,-3.64,0.15,0.07,0.29,
0.14,-1.23,1.15,-3.64,0.14,0.22,0.33,
0.141,-1.23,1.15,-3.64,0.13,0.31,0.36,
0.145,-1.23,1.15,-3.64,0.13,0.33,0.38,
0.146,-0.70,1.06,-1.39,0.13,0.33,0.38,
0.147,-0.70,1.06,-1.39,0.13,0.27,0.38,
0.149,0.17,0.33,1.24,0.13,0.27,0.38,
0.15,0.17,0.33,1.24,0.14,0.17,0.36,
0.15,0.17,0.33,1.24,0.14,0.05,0.34,
0.153,0.37,-0.07,1.68,0.14,0.05,0.34,
0.154,0.37,-0.07,1.68,0.14,-0.07,0.32,
0.155,0.37,-0.07,1.68,0.13,-0.18,0.30,
0.158,0.20,-0.02,0.78,0.13,-0.18,0.30,
0.164,0.20,-0.02,0.78,0.11,-0.27,0.29,
0.165,0.20,-0.02,0.78,0.08,-0.35,0.29,
0.165,-0.12,0.22,0.23,0.08,-0.35,0.29,
0.166,-0.12,0.22,0.23,0.06,-0.43,0.29,
0.166,-0.12,0.22,0.23,0.02,-0.50,0.30,
0.17,-0.28,0.51,0.03,0.02,-0.50,0.30,
0.171,-0.28,0.51,0.03,-0.02,-0.57,0.32,
0.172,-0.28,0.51,0.03,-0.05,-0.65,0.33,
0.174,-0.30,0.56,0.20,-0.05,-0.65,0.33,
0.175,-0.30,0.56,0.20,-0.08,-0.73,0.36,
0.18,-0.30,0.56,0.20,-0.11,-0.78,0.38,
0.181,-0.34,0.60,-0.33,-0.11,-0.78,0.38,
0.181,-0.34,0.60,-0.33,-0.14,-0.82,0.41,
0.182,-0.34,0.60,-0.33,-0.18,-0.84,0.44,
0.184,-0.20,0.50,-0.89,-0.18,-0.84,0.44,
0.184,-0.20,0.50,-0.89,-0.21,-0.85,0.47,
0.186,-0.20,0.50,-0.89,-0.25,-0.85,0.49,
0.188,-0.11,0.42,-1.20,-0.25,-0.85,0.49,
0.189,-0.11,0.42,-1.20,-0.29,-0.85,0.52,
0.192,-0.11,0.42,-1.20,-0.32,-0.86,0.54,
0.196,0.03,0.16,-1.08,-0.32,-0.86,0.54,
0.197,0.03,0.16,-1.08,-0.35,-0.86,0.56,
0.197,0.03,0.16,-1.08,-0.37,-0.87,0.56,
0.198,0.26,-0.17,-0.79,-0.37,-0.87,0.56,
0.198,0.26,-0.17,-0.79,-0.39,-0.89,0.57,
0.201,0.26,-0.17,-0.79,-0.40,-0.91,0.57,
0.204,0.66,-0.45,-0.34,-0.40,-0.91,0.57,
0.204,0.66,-0.45,-0.34,-0.41,-0.94,0.56,
0.205,0.66,-0.45,-0.34,-0.41,-0.96,0.53,
0.209,1.10,-0.62,0.03,-0.41,-0.96,0.53,
0.209,1.10,-0.62,0.03,-0.41,-0.98,0.51,
0.214,1.10,-0.62,0.03,-0.40,-1.00,0.48,
0.216,1.31,-0.75,0.48,-0.40,-1.00,0.48,
0.216,1.31,-0.75,0.48,-0.39,-1.02,0.45,
0.217,1.31,-0.75,0.48,-0.37,-1.05,0.43,
0.219,1.52,-0.87,1.09,-0.37,-1.05,0.43,
0.219,1.52,-0.87,1.09,-0.34,-1.09,0.40,
0.221,1.52,-0.87,1.09,-0.31,-1.14,0.37,
0.225,1.71,-1.04,1.77,-0.31,-1.14,0.37,
0.225,1.71,-1.04,1.77,-0.27,-1.19,0.34,
0.226,1.71,-1.04,1.77,-0.24,-1.25,0.31,
0.231,1.68,-1.13,2.17,-0.24,-1.25,0.31,
0.231,1.68,-1.13,2.17,-0.20,-1.31,0.29,
0.232,1.68,-1.13,2.17,-0.16,-1.36,0.26,
0.234,1.62,-1.22,2.14,-0.16,-1.36,0.26,
0.234,1.62,-1.22,2.14,-0.12,-1.39,0.25,
0.237,1.62,-1.22,2.14,-0.08,-1.42,0.23,
0.239,1.47,-1.12,1.90,-0.08,-1.42,0.23,
0.239,1.47,-1.12,1.90,-0.05,-1.43,0.23,
0.242,1.47,-1.12,1.90,-0.00,-1.43,0.22,
0.244,1.29,-1.10,1.75,-0.00,-1.43,0.22,
0.245,1.29,-1.10,1.75,0.04,-1.42,0.21,
0.246,1.29,-1.10,1.75,0.09,-1.41,0.21,
0.249,1.13,-1.09,1.35,0.09,-1.41,0.21,
0.25,1.13,-1.09,1.35,0.13,-1.38,0.21,
0.251,1.13,-1.09,1.35,0.18,-1.32,0.21,
0.254,0.95,-1.10,0.63,0.18,-1.32,0.21,
0.254,0.95,-1.10,0.63,0.23,-1.26,0.21,
0.257,0.95,-1.10,0.63,0.28,-1.19,0.21,
0.26,0.87,-1.09,-0.11,0.28,-1.19,0.21,
0.26,0.87,-1.09,-0.11,0.33,-1.10,0.21,
0.261,0.87,-1.09,-0.11,0.38,-1.02,0.21,
0.263,0.95,-1.04,-0.66,0.38,-1.02,0.21,
0.264,0.95,-1.04,-0.66,0.42,-0.94,0.21,
0.267,0.95,-1.04,-0.66,0.46,-0.87,0.20,
0.27,1.16,-1.00,-0.94,0.46,-0.87,0.20,
0.27,1.16,-1.00,-0.94,0.49,-0.81,0.19,
0.271,1.16,-1.00,-0.94,0.51,-0.75,0.17,
0.274,1.35,-1.07,-1.43,0.51,-0.75,0.17,
0.274,1.35,-1.07,-1.43,0.53,-0.69,0.15,
0.277,1.35,-1.07,-1.43,0.53,-0.63,0.13,
0.284,1.41,-1.15,-2.23,0.53,-0.63,0.13,
0.286,1.41,-1.15,-2.23,0.53,-0.56,0.11,
0.286,1.41,-1.15,-2.23,0.51,-0.49,0.08,
0.286,1.32,-1.08,-2.71,0.51,-0.49,0.08,
0.287,1.32,-1.08,-2.71,0.49,-0.43,0.06,
0.287,1.32,-1.08,-2.71,0.47,-0.38,0.04,
0.289,1.35,-1.11,-2.79,0.47,-0.38,0.04,
0.289,1.35,-1.11,-2.79,0.44,-0.35,0.02,
0.291,1.35,-1.11,-2.79,0.41,-0.32,0.00,
0.294,1.51,-1.20,-2.77,0.41,-0.32,0.00,
0.294,1.51,-1.20,-2.77,0.38,-0.31,-0.01,
0.296,1.51,-1.20,-2.77,0.35,-0.29,-0.03,
0.3,1.62,-1.19,-2.79,0.35,-0.29,-0.03,
0.3,1.62,-1.19,-2.79,0.32,-0.28,-0.05,
0.301,1.62,-1.19,-2.79,0.29,-0.27,-0.06,
0.304,2.05,-0.77,-2.81,0.29,-0.27,-0.06,
0.306,2.05,-0.77,-2.81,0.26,-0.27,-0.06,
0.306,2.05,-0.77,-2.81,0.23,-0.26,-0.06,
0.31,2.31,-0.41,-2.97,0.23,-0.26,-0.06,
0.311,2.31,-0.41,-2.97,0.20,-0.23,-0.07,
0.311,2.31,-0.41,-2.97,0.17,-0.20,-0.08,
0.314,1.94,-0.44,-2.84,0.17,-0.20,-0.08,
0.314,1.94,-0.44,-2.84,0.14,-0.16,-0.09,
0.316,1.94,-0.44,-2.84,0.12,-0.12,-0.10,
0.319,1.48,-0.40,-2.20,0.12,-0.12,-0.10,
0.319,1.48,-0.40,-2.20,0.11,-0.09,-0.12,
0.321,1.48,-0.40,-2.20,0.11,-0.06,-0.13,
0.324,0.97,-0.52,-1.80,0.11,-0.06,-0.13,
0.325,0.97,-0.52,-1.80,0.11,-0.04,-0.14,
0.329,0.97,-0.52,-1.80,0.11,-0.03,-0.15,
0.33,0.35,-0.75,-1.86,0.11,-0.03,-0.15,
0.33,0.35,-0.75,-1.86,0.11,-0.01,-0.15,
0.335,0.35,-0.75,-1.86,0.10,-0.00,-0.15,
0.336,-0.03,-1.03,-2.20,0.10,-0.00,-0.15,
0.336,-0.03,-1.03,-2.20,0.09,0.00,-0.14,
0.337,-0.03,-1.03,-2.20,0.07,-0.02,-0.13,
0.34,1.06,-1.03,-2.36,0.07,-0.02,-0.13,
0.341,1.06,-1.03,-2.36,0.05,-0.07,-0.13,
0.341,1.06,-1.03,-2.36,0.02,-0.11,-0.13,
0.347,1.03,-1.43,-2.91,0.02,-0.11,-0.13,
0.349,1.03,-1.43,-2.91,-0.02,-0.13,-0.14,
0.35,1.03,-1.43,-2.91,-0.05,-0.15,-0.15,
0.351,1.03,-1.43,-2.91,-0.07,-0.18,-0.17,
0.352,-0.59,-1.46,-2.42,-0.07,-0.18,-0.17,
0.353,-0.59,-1.46,-2.42,-0.08,-0.23,-0.18,
0.354,-0.59,-1.46,-2.42,-0.09,-0.30,-0.18,
0.354,-2.64,-0.55,-0.93,-0.09,-0.30,-0.18,
0.356,-2.64,-0.55,-0.93,-0.08,-0.37,-0.18,
0.359,-3.95,0.25,-0.34,-0.08,-0.37,-0.18,
0.36,-3.95,0.25,-0.34,-0.07,-0.44,-0.17,
0.362,-3.95,0.25,-0.34,-0.07,-0.53,-0.15,
0.364,-3.95,0.25,-0.34,-0.07,-0.63,-0.12,
0.364,-4.26,0.62,-0.18,-0.07,-0.63,-0.12,
0.367,-4.26,0.62,-0.18,-0.07,-0.76,-0.08,
0.369,-3.85,0.79,-0.38,-0.07,-0.76,-0.08,
0.37,-3.85,0.79,-0.38,-0.08,-0.88,-0.03,
0.371,-3.85,0.79,-0.38,-0.10,-0.99,0.02,
0.374,-3.08,0.78,-0.77,-0.10,-0.99,0.02,
0.375,-3.08,0.78,-0.77,-0.13,-1.09,0.08,
0.377,-3.08,0.78,-0.77,-0.16,-1.18,0.15,
0.379,-2.19,0.73,-0.76,-0.16,-1.18,0.15,
0.38,-2.19,0.73,-0.76,-0.21,-1.28,0.21,
0.381,-2.19,0.73,-0.76,-0.26,-1.39,0.27,
0.384,-1.48,0.69,-0.62,-0.26,-1.39,0.27,
0.385,-1.48,0.69,-0.62,-0.32,-1.49,0.33,
0.386,-1.48,0.69,-0.62,-0.39,-1.59,0.38,
0.389,-1.06,0.73,-0.64,-0.39,-1.59,0.38,
0.39,-1.06,0.73,-0.64,-0.46,-1.68,0.43,
0.391,-1.06,0.73,-0.64,-0.53,-1.77,0.48,
0.406,-0.74,0.85,-0.64,-0.53,-1.77,0.48,
0.406,-0.74,0.85,-0.64,-0.60,-1.85,0.52,
0.407,-0.74,0.85,-0.64,-0.67,-1.92,0.56,
0.407,-0.74,0.85,-0.64,-0.74,-1.99,0.60,
0.408,-0.49,0.89,-0.63,-0.74,-1.99,0.60,
0.409,-0.49,0.89,-0.63,-0.80,-2.06,0.64,
0.409,-0.23,0.76,-0.53,-0.80,-2.06,0.64,
0.409,-0.23,0.76,-0.53,-0.86,-2.13,0.67,
0.409,-0.23,0.76,-0.53,-0.91,-2.20,0.70,
0.41,-0.00,0.50,-0.47,-0.91,-2.20,0.70,
0.41,-0.00,0.50,-0.47,-0.96,-2.27,0.73,
0.417,-0.00,0.50,-0.47,-1.01,-2.33,0.74,
0.418,0.31,0.09,-0.40,-1.01,-2.33,0.74,
0.418,0.31,0.09,-0.40,-1.05,-2.40,0.75,
0.418,0.31,0.09,-0.40,-1.09,-2.46,0.75,
0.421,0.73,-0.33,-0.43,-1.09,-2.46,0.75,
0.421,0.73,-0.33,-0.43,-1.12,-2.50,0.74,
0.421,0.73,-0.33,-0.43,-1.16,-2.54,0.72,
0.424,1.11,-0.63,-0.60,-1.16,-2.54,0.72,
0.424,1.11,-0.63,-0.60,-1.18,-2.56,0.69,
0.427,1.11,-0.63,-0.60,-1.20,-2.57,0.66,
0.429,1.37,-0.68,-0.63,-1.20,-2.57,0.66,
0.43,1.37,-0.68,-0.63,-1.22,-2.57,0.62,
0.432,1.37,-0.68,-0.63,-1.23,-2.56,0.58,
0.434,1.55,-0.50,-0.37,-1.23,-2.56,0.58,
0.434,1.55,-0.50,-0.37,-1.24,-2.56,0.54,
0.437,1.55,-0.50,-0.37,-1.23,-2.54,0.50,
0.44,1.68,-0.16,-0.15,-1.23,-2.54,0.50,
0.44,1.68,-0.16,-0.15,-1.22,-2.52,0.45,
0.441,1.68,-0.16,-0.15,-1.20,-2.48,0.41,
0.445,1.80,0.14,-0.33,-1.20,-2.48,0.41,
0.446,1.80,0.14,-0.33,-1.18,-2.43,0.36,
0.447,1.80,0.14,-0.33,-1.16,-2.37,0.32,
0.45,1.94,0.29,-0.61,-1.16,-2.37,0.32,
0.451,1.94,0.29,-0.61,-1.14,-2.31,0.27,
0.452,1.94,0.29,-0.61,-1.11,-2.23,0.22,
0.454,1.94,0.31,-0.92,-1.11,-2.23,0.22,
0.454,1.94,0.31,-0.92,-1.09,-2.15,0.17,
0.457,1.94,0.31,-0.92,-1.07,-2.07,0.12,
0.461,1.75,0.28,-1.19,-1.07,-2.07,0.12,
0.461,1.75,0.28,-1.19,-1.05,-1.98,0.08,
0.462,1.75,0.28,-1.19,-1.04,-1.80,0.04,
0.465,1.33,0.34,-2.47,-1.04,-1.80,0.04,
0.466,1.33,0.34,-2.47,-1.04,-1.53,0.01,
0.467,1.33,0.34,-2.47,-1.02,-1.20,-0.01,
0.47,1.12,0.47,-2.33,-1.02,-1.20,-0.01,
0.471,1.12,0.47,-2.33,-0.99,-0.91,-0.03,
0.472,1.12,0.47,-2.33,-0.94,-0.70,-0.04,
0.475,0.51,0.27,-0.69,-0.94,-0.70,-0.04,
0.476,0.51,0.27,-0.69,-0.87,-0.56,-0.04,
0.479,0.51,0.27,-0.69,-0.80,-0.49,-0.04,
0.48,-0.19,-0.24,-0.22,-0.80,-0.49,-0.04,
0.48,-0.19,-0.24,-0.22,-0.75,-0.45,-0.04,
0.482,-0.19,-0.24,-0.22,-0.71,-0.43,-0.03,
0.485,-0.99,-0.74,-0.74,-0.71,-0.43,-0.03,
0.485,-0.99,-0.74,-0.74,-0.67,-0.41,-0.01,
0.486,-0.99,-0.74,-0.74,-0.66,-0.38,0.00,
0.489,-1.88,-0.92,-1.58,-0.66,-0.38,0.00,
0.489,-1.88,-0.92,-1.58,-0.65,-0.34,0.03,
0.492,-1.88,-0.92,-1.58,-0.65,-0.30,0.06,
0.497,-2.97,-0.80,-2.27,-0.65,-0.30,0.06,
0.498,-2.97,-0.80,-2.27,-0.66,-0.24,0.11,
0.499,-2.97,-0.80,-2.27,-0.68,-0.18,0.17,
0.501,-4.04,-0.51,-2.74,-0.68,-0.18,0.17,
0.502,-4.04,-0.51,-2.74,-0.70,-0.12,0.25,
0.503,-4.04,-0.51,-2.74,-0.72,-0.08,0.35,
0.516,-4.90,-0.21,-3.01,-0.72,-0.08,0.35,
0.517,-4.90,-0.21,-3.01,-0.75,-0.07,0.46,
0.517,-4.90,-0.21,-3.01,-0.78,-0.07,0.59,
0.518,-5.46,-0.14,-3.55,-0.78,-0.07,0.59,
0.518,-5.46,-0.14,-3.55,-0.82,-0.07,0.73,
0.518,-5.46,-0.14,-3.55,-0.87,-0.09,0.89,
0.519,-5.62,-0.14,-4.06,-0.87,-0.09,0.89,
0.52,-5.62,-0.14,-4.06,-0.92,-0.11,1.05,
0.52,-5.62,-0.14,-4.06,-0.98,-0.13,1.21,
0.52,-5.16,-0.14,-4.53,-0.98,-0.13,1.21,
0.521,-5.16,-0.14,-4.53,-1.04,-0.13,1.37,
0.522,-5.16,-0.14,-4.53,-1.10,-0.13,1.54,
0.526,-4.32,-0.07,-4.83,-1.10,-0.13,1.54,
0.526,-4.32,-0.07,-4.83,-1.17,-0.13,1.69,
0.527,-4.32,-0.07,-4.83,-1.24,-0.11,1.84,
0.53,-3.46,-0.04,-4.97,-1.24,-0.11,1.84,
0.531,-3.46,-0.04,-4.97,-1.30,-0.08,1.97,
0.534,-3.46,-0.04,-4.97,-1.34,-0.05,2.08,
0.535,-2.60,-0.01,-4.07,-1.34,-0.05,2.08,
0.535,-2.60,-0.01,-4.07,-1.34,-0.04,2.19,
0.537,-2.60,-0.01,-4.07,-1.34,0.04,2.28,
0.539,-1.85,0.18,-4.63,-1.34,0.04,2.28,
0.54,-1.85,0.18,-4.63,-1.34,0.17,2.36,
0.543,-1.85,0.18,-4.63,-1.36,0.35,2.43,
0.546,-0.99,-0.02,-5.26,-1.36,0.35,2.43,
0.547,-0.99,-0.02,-5.26,-1.39,0.55,2.48,
0.548,-0.99,-0.02,-5.26,-1.44,0.75,2.50,
0.552,-0.99,-0.02,-5.26,-1.50,0.93,2.49,
0.553,0.05,-0.65,-5.34,-1.50,0.93,2.49,
0.554,0.05,-0.65,-5.34,-1.59,1.10,2.46,
0.56,1.56,-1.32,-5.38,-1.59,1.10,2.46,
0.56,3.23,-1.98,-4.40,-1.59,1.10,2.46,
0.561,3.23,-1.98,-4.40,-1.71,1.26,2.41,
0.561,3.23,-1.98,-4.40,-1.84,1.37,2.33,
0.562,3.23,-1.98,-4.40,-1.98,1.39,2.22,
0.562,3.23,-1.98,-4.40,-2.12,1.33,2.08,
0.565,4.52,-2.47,-2.63,-2.12,1.33,2.08,
0.566,4.52,-2.47,-2.63,-2.25,1.18,1.94,
0.567,4.52,-2.47,-2.63,-2.38,0.98,1.78,
0.571,5.20,-2.64,-1.27,-2.38,0.98,1.78,
0.571,5.20,-2.64,-1.27,-2.50,0.73,1.62,
0.572,5.20,-2.64,-1.27,-2.61,0.48,1.46,
0.574,5.33,-2.59,-0.53,-2.61,0.48,1.46,
0.575,5.33,-2.59,-0.53,-2.70,0.22,1.31,
0.577,5.33,-2.59,-0.53,-2.78,-0.02,1.17,
0.58,5.22,-2.53,-0.18,-2.78,-0.02,1.17,
0.581,5.22,-2.53,-0.18,-2.84,-0.23,1.04,
0.582,5.22,-2.53,-0.18,-2.88,-0.44,0.92,
0.585,4.98,-2.59,0.29,-2.88,-0.44,0.92,
0.585,4.98,-2.59,0.29,-2.90,-0.63,0.81,
0.587,4.98,-2.59,0.29,-2.90,-0.81,0.71,
0.59,4.79,-2.65,1.06,-2.90,-0.81,0.71,
0.591,4.79,-2.65,1.06,-2.86,-1.00,0.61,
0.592,4.79,-2.65,1.06,-2.81,-1.17,0.53,
0.598,4.62,-2.70,1.89,-2.81,-1.17,0.53,
0.599,4.62,-2.70,1.89,-2.72,-1.33,0.45,
0.6,4.62,-2.70,1.89,-2.62,-1.49,0.37,
0.6,4.44,-2.75,2.92,-2.62,-1.49,0.37,
0.6,4.44,-2.75,2.92,-2.50,-1.65,0.29,
0.602,4.44,-2.75,2.92,-2.37,-1.81,0.22,
0.605,4.17,-2.70,3.85,-2.37,-1.81,0.22,
0.606,4.17,-2.70,3.85,-2.22,-1.98,0.15,
0.606,4.17,-2.70,3.85,-2.07,-2.16,0.08,
0.61,3.74,-2.56,4.46,-2.07,-2.16,0.08,
0.611,3.74,-2.56,4.46,-1.91,-2.33,0.01,
0.612,3.74,-2.56,4.46,-1.75,-2.50,-0.04,
0.615,3.30,-2.41,4.72,-1.75,-2.50,-0.04,
0.616,3.30,-2.41,4.72,-1.59,-2.66,-0.10,
0.618,3.30,-2.41,4.72,-1.42,-2.82,-0.14,
0.62,2.87,-2.18,4.77,-1.42,-2.82,-0.14,
0.62,2.87,-2.18,4.77,-1.27,-2.99,-0.18,
0.623,2.87,-2.18,4.77,-1.11,-3.16,-0.21,
0.626,2.28,-1.80,4.63,-1.11,-3.16,-0.21,
0.626,2.28,-1.80,4.63,-0.97,-3.32,-0.23,
0.627,2.28,-1.80,4.63,-0.82,-3.47,-0.24,
0.632,1.50,-1.41,4.14,-0.82,-3.47,-0.24,
0.633,1.50,-1.41,4.14,-0.70,-3.62,-0.24,
0.634,1.50,-1.41,4.14,-0.57,-3.75,-0.23,
0.634,0.70,-1.17,3.36,-0.57,-3.75,-0.23,
0.635,0.70,-1.17,3.36,-0.46,-3.87,-0.21,
0.637,0.70,-1.17,3.36,-0.36,-3.97,-0.19,
0.639,-0.10,-1.05,2.41,-0.36,-3.97,-0.19,
0.64,-0.10,-1.05,2.41,-0.26,-4.06,-0.16,
0.642,-0.10,-1.05,2.41,-0.18,-4.12,-0.13,
0.645,-0.93,-0.97,1.42,-0.18,-4.12,-0.13,
0.646,-0.93,-0.97,1.42,-0.11,-4.17,-0.08,
0.648,-0.93,-0.97,1.42,-0.06,-4.21,-0.03,
0.653,-0.93,-0.97,1.42,-0.01,-4.22,0.04,
0.654,-0.93,-0.97,1.42,0.02,-4.23,0.12,
0.655,-1.70,-0.88,0.36,0.02,-4.23,0.12,
0.656,-2.32,-0.73,-0.58,0.02,-4.23,0.12,
0.656,-2.32,-0.73,-0.58,0.05,-4.23,0.20,
0.657,-2.32,-0.73,-0.58,0.07,-4.22,0.29,
0.662,-2.60,-0.41,-1.14,0.07,-4.22,0.29,
0.669,-2.60,-0.41,-1.14,0.07,-4.21,0.39,
0.669,-2.54,0.08,-1.38,0.07,-4.21,0.39,
0.67,-2.54,0.08,-1.38,0.07,-4.19,0.49,
0.671,-2.54,0.08,-1.38,0.06,-4.18,0.58,
0.671,-2.54,0.08,-1.38,0.04,-4.16,0.67,
0.672,-1.96,0.44,-1.48,0.04,-4.16,0.67,
0.672,-1.96,0.44,-1.48,0.02,-4.13,0.75,
0.673,-1.96,0.44,-1.48,-0.01,-4.10,0.81,
0.675,-0.86,0.34,-1.44,-0.01,-4.10,0.81,
0.676,-0.86,0.34,-1.44,-0.03,-4.07,0.84,
0.677,-0.86,0.34,-1.44,-0.06,-4.03,0.85,
0.68,-0.86,0.34,-1.44,-0.10,-4.00,0.84,
0.682,0.24,-0.32,-1.30,-0.10,-4.00,0.84,
0.683,0.24,-0.32,-1.30,-0.13,-3.98,0.81,
0.684,0.96,-1.00,-0.96,-0.13,-3.98,0.81,
0.685,0.96,-1.00,-0.96,-0.17,-3.97,0.76,
0.687,0.96,-1.00,-0.96,-0.21,-3.98,0.71,
0.69,0.97,-1.43,-0.57,-0.21,-3.98,0.71,
0.69,0.97,-1.43,-0.57,-0.25,-3.99,0.65,
0.692,0.97,-1.43,-0.57,-0.29,-4.00,0.60,
0.701,0.97,-1.43,-0.57,-0.31,-4.02,0.56,
0.702,0.13,-1.67,-0.13,-0.31,-4.02,0.56,
0.703,0.13,-1.67,-0.13,-0.33,-4.04,0.53,
0.703,-0.96,-1.68,0.32,-0.33,-4.04,0.53,
0.704,-0.96,-1.68,0.32,-0.34,-4.07,0.51,
0.706,-0.96,-1.68,0.32,-0.34,-4.08,0.50,
0.709,-0.96,-1.68,0.32,-0.32,-4.10,0.51,
0.709,-2.03,-1.72,0.67,-0.32,-4.10,0.51,
