time,ax,ay,az,wx,wy,wz,
0.18,-0.26,0.30,-0.24,-0.74,-0.55,0.37,
0.181,-0.26,0.30,-0.24,-0.75,-0.51,0.37,
0.181,-0.18,0.18,-0.43,-0.75,-0.51,0.37,
0.181,-0.18,0.18,-0.43,-0.76,-0.47,0.36,
0.182,-0.13,0.11,-0.63,-0.76,-0.47,0.36,
0.182,-0.13,0.11,-0.63,-0.77,-0.42,0.36,
0.183,-0.10,0.03,-0.91,-0.77,-0.42,0.36,
0.183,-0.10,0.03,-0.91,-0.78,-0.36,0.35,
0.185,-0.10,0.03,-0.91,-0.79,-0.30,0.35,
0.191,-0.21,-0.01,-1.21,-0.79,-0.30,0.35,
0.192,-0.21,-0.01,-1.21,-0.80,-0.23,0.35,
0.193,-0.21,-0.01,-1.21,-0.81,-0.15,0.35,
0.193,-0.43,0.08,-1.70,-0.81,-0.15,0.35,
0.194,-0.43,0.08,-1.70,-0.82,-0.06,0.35,
0.195,-0.43,0.08,-1.70,-0.84,0.03,0.35,
0.198,-0.58,0.45,-2.20,-0.84,0.03,0.35,
0.199,-0.58,0.45,-2.20,-0.86,0.12,0.36,
0.2,-0.58,0.45,-2.20,-0.88,0.21,0.37,
0.205,-0.60,0.76,-2.72,-0.88,0.21,0.37,
0.206,-0.60,0.76,-2.72,-0.90,0.30,0.39,
0.206,-0.60,0.76,-2.72,-0.93,0.40,0.40,
0.209,-0.64,0.89,-2.93,-0.93,0.40,0.40,
0.209,-0.64,0.89,-2.93,-0.95,0.50,0.42,
0.211,-0.64,0.89,-2.93,-0.98,0.60,0.43,
0.214,-0.76,0.93,-2.72,-0.98,0.60,0.43,
0.214,-0.76,0.93,-2.72,-1.00,0.70,0.44,
0.215,-0.76,0.93,-2.72,-1.02,0.78,0.46,
0.219,-0.70,0.76,-2.07,-1.02,0.78,0.46,
0.22,-0.70,0.76,-2.07,-1.04,0.84,0.47,
0.22,-0.70,0.76,-2.07,-1.06,0.89,0.49,
0.227,-0.49,0.37,-1.11,-1.06,0.89,0.49,
0.227,-0.49,0.37,-1.11,-1.07,0.92,0.50,
0.228,-0.49,0.37,-1.11,-1.08,0.93,0.50,
0.228,-0.13,-0.14,0.07,-1.08,0.93,0.50,
0.229,-0.13,-0.14,0.07,-1.09,0.90,0.50,
0.231,-0.13,-0.14,0.07,-1.10,0.85,0.50,
0.234,0.23,-0.74,1.24,-1.10,0.85,0.50,
0.234,0.23,-0.74,1.24,-1.11,0.79,0.49,
0.237,0.23,-0.74,1.24,-1.11,0.70,0.47,
0.238,0.63,-1.45,2.30,-1.11,0.70,0.47,
0.241,0.63,-1.45,2.30,-1.12,0.59,0.45,
0.242,0.63,-1.45,2.30,-1.14,0.48,0.43,
0.244,1.04,-2.09,2.55,-1.14,0.48,0.43,
0.245,1.04,-2.09,2.55,-1.16,0.37,0.40,
0.246,1.04,-2.09,2.55,-1.19,0.26,0.36,
0.249,1.60,-2.48,2.60,-1.19,0.26,0.36,
0.249,1.60,-2.48,2.60,-1.22,0.14,0.31,
0.25,1.60,-2.48,2.60,-1.25,0.03,0.26,
0.254,1.82,-2.71,2.14,-1.25,0.03,0.26,
0.255,1.82,-2.71,2.14,-1.29,-0.06,0.20,
0.256,1.82,-2.71,2.14,-1.33,-0.12,0.15,
0.259,1.79,-2.78,1.47,-1.33,-0.12,0.15,
0.259,1.79,-2.78,1.47,-1.39,-0.17,0.09,
0.26,1.79,-2.78,1.47,-1.45,-0.21,0.03,
0.264,1.84,-2.71,0.95,-1.45,-0.21,0.03,
0.265,1.84,-2.71,0.95,-1.51,-0.24,-0.03,
0.265,1.84,-2.71,0.95,-1.58,-0.27,-0.09,
0.269,1.80,-2.51,0.43,-1.58,-0.27,-0.09,
0.269,1.80,-2.51,0.43,-1.64,-0.29,-0.15,
0.273,1.80,-2.51,0.43,-1.71,-0.30,-0.21,
0.274,1.65,-2.26,-0.11,-1.71,-0.30,-0.21,
0.274,1.65,-2.26,-0.11,-1.78,-0.30,-0.26,
0.278,1.65,-2.26,-0.11,-1.84,-0.30,-0.30,
0.279,1.46,-1.92,-0.27,-1.84,-0.30,-0.30,
0.279,1.46,-1.92,-0.27,-1.90,-0.30,-0.34,
0.28,1.46,-1.92,-0.27,-1.96,-0.31,-0.37,
0.285,1.19,-1.51,-0.23,-1.96,-0.31,-0.37,
0.285,1.19,-1.51,-0.23,-2.02,-0.31,-0.39,
0.286,1.19,-1.51,-0.23,-2.06,-0.32,-0.41,
0.289,0.82,-1.10,0.13,-2.06,-0.32,-0.41,
0.29,0.82,-1.10,0.13,-2.09,-0.34,-0.42,
0.291,0.82,-1.10,0.13,-2.12,-0.35,-0.42,
0.294,0.40,-0.67,0.30,-2.12,-0.35,-0.42,
0.295,0.40,-0.67,0.30,-2.14,-0.36,-0.42,
0.295,0.40,-0.67,0.30,-2.16,-0.37,-0.42,
0.299,0.09,-0.40,0.24,-2.16,-0.37,-0.42,
0.3,0.09,-0.40,0.24,-2.18,-0.36,-0.41,
0.3,0.09,-0.40,0.24,-2.18,-0.36,-0.41,
0.303,0.08,-0.12,0.21,-2.18,-0.36,-0.41,
0.304,0.08,-0.12,0.21,-2.18,-0.35,-0.42,
0.306,0.08,-0.12,0.21,-2.18,-0.34,-0.42,
0.308,0.08,0.06,0.26,-2.18,-0.34,-0.42,
0.309,0.08,0.06,0.26,-2.17,-0.33,-0.43,
0.31,0.08,0.06,0.26,-2.16,-0.32,-0.44,
0.313,0.12,0.10,0.38,-2.16,-0.32,-0.44,
0.313,0.12,0.10,0.38,-2.13,-0.31,-0.45,
0.315,0.12,0.10,0.38,-2.10,-0.30,-0.46,
0.318,0.36,0.02,0.76,-2.10,-0.30,-0.46,
0.319,0.36,0.02,0.76,-2.06,-0.30,-0.48,
0.33,0.36,0.02,0.76,-2.01,-0.30,-0.50,
0.332,0.71,-0.19,1.10,-2.01,-0.30,-0.50,
0.332,0.71,-0.19,1.10,-1.96,-0.31,-0.52,
0.338,0.71,-0.19,1.10,-1.91,-0.33,-0.54,
0.339,0.80,-0.35,1.24,-1.91,-0.33,-0.54,
0.339,0.80,-0.35,1.24,-1.86,-0.36,-0.56,
0.34,0.80,-0.35,1.24,-1.80,-0.38,-0.57,
0.341,0.61,-0.46,1.01,-1.80,-0.38,-0.57,
0.342,0.61,-0.46,1.01,-1.76,-0.39,-0.58,
0.343,0.61,-0.46,1.01,-1.71,-0.40,-0.58,
0.343,0.40,-0.49,0.58,-1.71,-0.40,-0.58,
0.344,0.40,-0.49,0.58,-1.67,-0.40,-0.58,
0.344,0.40,-0.49,0.58,-1.63,-0.39,-0.57,
0.345,0.46,-0.45,0.35,-1.63,-0.39,-0.57,
0.346,0.46,-0.45,0.35,-1.59,-0.38,-0.56,
0.346,0.46,-0.45,0.35,-1.55,-0.36,-0.56,
0.348,0.65,-0.44,0.43,-1.55,-0.36,-0.56,
0.35,0.65,-0.44,0.43,-1.51,-0.35,-0.55,
0.35,0.65,-0.44,0.43,-1.46,-0.34,-0.55,
0.353,0.73,-0.39,0.54,-1.46,-0.34,-0.55,
0.354,0.73,-0.39,0.54,-1.41,-0.32,-0.54,
0.356,0.73,-0.39,0.54,-1.36,-0.30,-0.53,
0.359,0.66,-0.30,0.65,-1.36,-0.30,-0.53,
0.36,0.66,-0.30,0.65,-1.30,-0.28,-0.52,
0.362,0.66,-0.30,0.65,-1.24,-0.26,-0.50,
0.363,0.54,-0.25,0.93,-1.24,-0.26,-0.50,
0.363,0.54,-0.25,0.93,-1.18,-0.22,-0.48,
0.366,0.54,-0.25,0.93,-1.12,-0.18,-0.45,
0.369,0.52,-0.20,1.17,-1.12,-0.18,-0.45,
0.369,0.52,-0.20,1.17,-1.06,-0.13,-0.43,
0.374,0.52,-0.20,1.17,-1.00,-0.08,-0.40,
0.375,0.40,-0.13,1.09,-1.00,-0.08,-0.40,
0.379,-0.10,0.33,0.83,-1.00,-0.08,-0.40,
0.379,-0.10,0.33,0.83,-0.94,-0.02,-0.36,
0.38,-0.10,0.33,0.83,-0.88,0.06,-0.33,
0.38,-0.10,0.33,0.83,-0.82,0.15,-0.29,
0.381,-0.10,0.33,0.83,-0.75,0.25,-0.27,
0.384,-0.15,0.66,0.63,-0.75,0.25,-0.27,
0.384,-0.15,0.66,0.63,-0.69,0.36,-0.25,
0.385,-0.15,0.66,0.63,-0.62,0.49,-0.25,
0.389,-0.15,0.66,0.63,-0.57,0.62,-0.26,
0.392,0.36,0.62,0.24,-0.57,0.62,-0.26,
0.392,0.36,0.62,0.24,-0.52,0.74,-0.28,
0.394,0.36,0.62,0.24,-0.47,0.86,-0.31,
0.394,0.89,0.41,-0.18,-0.47,0.86,-0.31,
0.397,0.89,0.41,-0.18,-0.42,0.98,-0.35,
0.399,0.94,0.16,-0.42,-0.42,0.98,-0.35,
0.4,0.94,0.16,-0.42,-0.38,1.08,-0.38,
0.4,0.94,0.16,-0.42,-0.35,1.16,-0.41,
0.405,0.56,-0.06,-0.44,-0.35,1.16,-0.41,
0.406,0.56,-0.06,-0.44,-0.32,1.23,-0.43,
0.406,0.56,-0.06,-0.44,-0.31,1.30,-0.45,
0.41,0.17,-0.22,-0.30,-0.31,1.30,-0.45,
0.41,0.17,-0.22,-0.30,-0.29,1.36,-0.45,
0.411,0.17,-0.22,-0.30,-0.28,1.40,-0.45,
0.414,-0.04,-0.36,0.06,-0.28,1.40,-0.45,
0.414,-0.04,-0.36,0.06,-0.27,1.42,-0.44,
0.415,-0.04,-0.36,0.06,-0.27,1.43,-0.43,
0.419,0.04,-0.49,0.58,-0.27,1.43,-0.43,
0.42,0.04,-0.49,0.58,-0.27,1.42,-0.43,
0.428,0.04,-0.49,0.58,-0.27,1.40,-0.42,
0.429,0.22,-0.57,1.21,-0.27,1.40,-0.42,
0.43,0.22,-0.57,1.21,-0.27,1.35,-0.40,
0.43,0.22,-0.57,1.21,-0.27,1.30,-0.40,
0.431,0.40,-0.51,1.73,-0.27,1.30,-0.40,
0.431,0.40,-0.51,1.73,-0.27,1.23,-0.38,
0.431,0.40,-0.51,1.73,-0.27,1.16,-0.38,
0.435,0.43,-0.33,2.01,-0.27,1.16,-0.38,
0.435,0.43,-0.33,2.01,-0.27,1.09,-0.36,
0.436,0.43,-0.33,2.01,-0.27,1.00,-0.35,
0.442,0.30,-0.16,1.94,-0.27,1.00,-0.35,
0.442,0.30,-0.16,1.94,-0.27,0.92,-0.33,
0.443,0.30,-0.16,1.94,-0.27,0.85,-0.31,
0.444,0.01,-0.12,1.48,-0.27,0.85,-0.31,
0.445,0.01,-0.12,1.48,-0.28,0.79,-0.27,
0.447,0.01,-0.12,1.48,-0.27,0.74,-0.22,
0.45,-0.48,0.20,1.74,-0.27,0.74,-0.22,
0.451,-0.48,0.20,1.74,-0.24,0.68,-0.16,
0.452,-0.48,0.20,1.74,-0.21,0.61,-0.09,
0.458,-0.08,0.36,1.62,-0.21,0.61,-0.09,
0.459,-0.08,0.36,1.62,-0.18,0.54,-0.04,
0.46,-0.08,0.36,1.62,-0.14,0.48,0.02,
0.46,0.32,0.50,1.16,-0.14,0.48,0.02,
0.461,0.32,0.50,1.16,-0.11,0.42,0.07,
0.463,0.32,0.50,1.16,-0.07,0.36,0.12,
0.464,0.61,0.53,0.81,-0.07,0.36,0.12,
0.464,0.61,0.53,0.81,-0.02,0.31,0.17,
0.465,0.61,0.53,0.81,0.03,0.29,0.20,
0.469,0.63,0.32,0.42,0.03,0.29,0.20,
0.473,0.63,0.32,0.42,0.08,0.28,0.24,
0.474,0.63,0.32,0.42,0.13,0.28,0.28,
0.474,0.47,-0.15,0.12,0.13,0.28,0.28,
0.475,0.47,-0.15,0.12,0.18,0.30,0.30,
0.476,0.47,-0.15,0.12,0.23,0.33,0.32,
0.48,0.34,-0.50,-0.21,0.23,0.33,0.32,
0.481,0.34,-0.50,-0.21,0.29,0.37,0.34,
0.482,0.34,-0.50,-0.21,0.34,0.44,0.36,
0.483,0.26,-0.58,-0.59,0.34,0.44,0.36,
0.484,0.26,-0.58,-0.59,0.39,0.51,0.38,
0.488,0.26,-0.58,-0.59,0.43,0.59,0.39,
0.49,-0.04,-0.66,-0.83,0.43,0.59,0.39,
0.491,-0.04,-0.66,-0.83,0.48,0.68,0.41,
0.492,-0.04,-0.66,-0.83,0.53,0.77,0.43,
0.499,-0.22,-0.67,-1.05,0.53,0.77,0.43,
0.499,-0.22,-0.67,-1.05,0.57,0.85,0.44,
0.5,-0.22,-0.67,-1.05,0.61,0.94,0.45,
0.5,-0.22,-0.66,-1.56,0.61,0.94,0.45,
0.502,-0.22,-0.66,-1.56,0.64,1.02,0.47,
0.503,-0.22,-0.66,-1.56,0.68,1.08,0.47,
0.51,-0.22,-0.66,-1.56,0.71,1.12,0.48,
0.511,-0.14,-0.66,-1.65,0.71,1.12,0.48,
0.512,-0.14,-0.66,-1.65,0.75,1.13,0.48,
0.513,-0.31,-0.65,-1.25,0.75,1.13,0.48,
0.513,-0.31,-0.65,-1.25,0.79,1.11,0.48,
0.514,-0.31,-0.65,-1.25,0.83,1.08,0.47,
0.515,-0.31,-0.65,-1.25,0.88,1.02,0.46,
0.515,-0.36,-0.48,-0.73,0.88,1.02,0.46,
0.517,-0.36,-0.48,-0.73,0.93,0.93,0.45,
0.524,-0.08,-0.16,-0.34,0.93,0.93,0.45,
0.525,-0.08,-0.16,-0.34,0.99,0.85,0.43,
0.525,-0.08,-0.16,-0.34,1.04,0.78,0.40,
0.525,0.10,-0.07,-0.18,1.04,0.78,0.40,
0.526,0.10,-0.07,-0.18,1.10,0.73,0.36,
0.526,0.10,-0.07,-0.18,1.15,0.70,0.33,
0.529,-0.01,-0.15,0.13,1.15,0.70,0.33,
0.529,-0.01,-0.15,0.13,1.20,0.66,0.28,
0.532,-0.01,-0.15,0.13,1.25,0.62,0.24,
0.534,-0.05,-0.20,0.54,1.25,0.62,0.24,
0.534,-0.05,-0.20,0.54,1.29,0.58,0.18,
0.539,-0.05,-0.20,0.54,1.33,0.54,0.13,
0.54,-0.05,-0.20,0.54,1.36,0.49,0.06,
0.541,0.11,-0.21,0.77,1.36,0.49,0.06,
0.542,0.11,-0.21,0.77,1.39,0.44,-0.01,
0.543,0.42,-0.06,0.95,1.39,0.44,-0.01,
0.544,0.42,-0.06,0.95,1.42,0.38,-0.08,
0.546,0.42,-0.06,0.95,1.44,0.31,-0.16,
0.549,0.73,0.22,0.95,1.44,0.31,-0.16,
0.549,0.73,0.22,0.95,1.46,0.24,-0.24,
0.551,0.73,0.22,0.95,1.48,0.17,-0.32,
0.554,0.96,0.44,0.74,1.48,0.17,-0.32,
0.555,0.96,0.44,0.74,1.49,0.10,-0.40,
0.56,0.97,0.56,0.27,1.49,0.10,-0.40,
0.561,0.97,0.56,0.27,1.50,0.03,-0.48,
0.561,0.97,0.56,0.27,1.50,-0.01,-0.56,
0.562,0.97,0.56,0.27,1.49,-0.03,-0.63,
0.564,0.64,0.52,-0.06,1.49,-0.03,-0.63,
0.565,0.64,0.52,-0.06,1.48,-0.05,-0.69,
0.567,0.64,0.52,-0.06,1.47,-0.07,-0.75,
0.569,0.81,0.34,0.09,1.47,-0.07,-0.75,
0.57,0.81,0.34,0.09,1.45,-0.09,-0.81,
0.574,0.81,0.34,0.09,1.44,-0.12,-0.87,
0.575,1.50,0.07,0.40,1.44,-0.12,-0.87,
0.576,1.50,0.07,0.40,1.43,-0.16,-0.92,
0.577,1.50,0.07,0.40,1.42,-0.20,-0.98,
0.58,1.50,0.07,0.40,1.41,-0.22,-1.03,
0.581,1.70,0.06,0.03,1.41,-0.22,-1.03,
0.581,1.70,0.06,0.03,1.40,-0.24,-1.07,
0.585,1.21,0.30,-0.62,1.40,-0.24,-1.07,
0.585,1.21,0.30,-0.62,1.39,-0.24,-1.09,
0.586,1.21,0.30,-0.62,1.40,-0.25,-1.10,
0.589,1.21,0.30,-0.62,1.41,-0.26,-1.10,
0.59,0.59,0.49,-0.56,1.41,-0.26,-1.10,
0.591,0.59,0.49,-0.56,1.42,-0.29,-1.09,
0.596,0.59,0.49,-0.56,1.44,-0.33,-1.08,
0.596,0.05,0.53,-0.20,1.44,-0.33,-1.08,
0.597,0.05,0.53,-0.20,1.47,-0.38,-1.05,
0.601,-0.29,0.47,-0.10,1.47,-0.38,-1.05,
0.601,-0.29,0.47,-0.10,1.50,-0.42,-1.02,
0.602,-0.29,0.47,-0.10,1.53,-0.47,-0.98,
0.61,-0.45,0.32,-0.15,1.53,-0.47,-0.98,
0.611,-0.45,0.32,-0.15,1.56,-0.50,-0.94,
0.611,-0.45,0.32,-0.15,1.60,-0.54,-0.90,
0.612,-0.52,0.18,-0.17,1.60,-0.54,-0.90,
0.612,-0.52,0.18,-0.17,1.62,-0.56,-0.85,
0.613,-0.52,0.18,-0.17,1.65,-0.58,-0.79,
0.617,-0.76,0.05,-0.00,1.65,-0.58,-0.79,
0.617,-0.76,0.05,-0.00,1.67,-0.61,-0.73,
0.618,-0.76,0.05,-0.00,1.70,-0.65,-0.66,
0.623,-1.19,-0.05,0.24,1.70,-0.65,-0.66,
0.624,-1.19,-0.05,0.24,1.73,-0.69,-0.59,
0.624,-1.55,-0.11,0.40,1.73,-0.69,-0.59,
0.627,-1.55,-0.11,0.40,1.76,-0.73,-0.53,
0.628,-1.55,-0.11,0.40,1.79,-0.78,-0.46,
0.628,-1.55,-0.11,0.40,1.83,-0.84,-0.39,
0.629,-1.65,-0.23,0.42,1.83,-0.84,-0.39,
0.629,-1.65,-0.23,0.42,1.86,-0.89,-0.33,
0.632,-1.65,-0.23,0.42,1.90,-0.94,-0.27,
0.635,-1.65,-0.23,0.42,1.93,-0.98,-0.22,
0.635,-1.56,-0.35,0.27,1.93,-0.98,-0.22,
0.639,-1.56,-0.35,0.27,1.96,-1.03,-0.18,
0.64,-1.34,-0.34,0.01,1.96,-1.03,-0.18,
0.641,-1.34,-0.34,0.01,1.98,-1.07,-0.14,
0.641,-1.34,-0.34,0.01,2.00,-1.03,-0.11,
0.644,-1.02,-0.46,-1.00,2.00,-1.03,-0.11,
0.646,-1.02,-0.46,-1.00,2.11,-0.52,-0.09,
0.647,-1.02,-0.46,-1.00,2.28,0.09,-0.08,
0.649,-0.69,-0.42,1.35,2.28,0.09,-0.08,
0.65,-0.69,-0.42,1.35,2.38,0.16,-0.07,
0.651,-0.69,-0.42,1.35,2.44,-0.04,-0.08,
0.655,-0.03,-0.57,1.73,2.44,-0.04,-0.08,
0.657,-0.03,-0.57,1.73,2.51,-0.14,-0.11,
0.658,-0.03,-0.57,1.73,2.58,-0.10,-0.15,
0.659,0.13,-0.92,-0.04,2.58,-0.10,-0.15,
0.666,0.13,-0.92,-0.04,2.65,-0.05,-0.18,
0.667,0.13,-0.92,-0.04,2.69,-0.04,-0.20,
0.667,-0.02,-1.35,-0.47,2.69,-0.04,-0.20,
0.668,-0.02,-1.35,-0.47,2.72,-0.05,-0.22,
0.669,-0.02,-1.35,-0.47,2.75,-0.05,-0.24,
0.67,0.65,-1.55,-0.29,2.75,-0.05,-0.24,
0.671,0.65,-1.55,-0.29,2.76,-0.06,-0.27,
0.674,0.65,-1.55,-0.29,2.77,-0.07,-0.29,
0.675,1.43,-0.94,-0.44,2.77,-0.07,-0.29,
0.676,1.43,-0.94,-0.44,2.77,-0.09,-0.33,
0.677,1.43,-0.94,-0.44,2.76,-0.10,-0.36,
0.679,1.83,-0.37,-0.56,2.76,-0.10,-0.36,
0.679,1.83,-0.37,-0.56,2.76,-0.12,-0.40,
0.682,1.83,-0.37,-0.56,2.75,-0.16,-0.44,
0.684,2.07,-0.25,0.15,2.75,-0.16,-0.44,
0.684,2.07,-0.25,0.15,2.74,-0.25,-0.48,
0.687,2.07,-0.25,0.15,2.73,-0.36,-0.52,
0.69,1.68,-0.11,0.87,2.73,-0.36,-0.52,
0.691,1.68,-0.11,0.87,2.71,-0.50,-0.56,
0.691,1.68,-0.11,0.87,2.65,-0.70,-0.60,
0.694,1.25,-0.18,1.52,2.65,-0.70,-0.60,
0.694,1.25,-0.18,1.52,2.55,-0.97,-0.65,
0.697,1.25,-0.18,1.52,2.38,-1.27,-0.71,
0.699,1.41,-0.71,0.76,2.38,-1.27,-0.71,
0.7,1.41,-0.71,0.76,2.17,-1.57,-0.78,
0.701,1.41,-0.71,0.76,1.93,-1.81,-0.87,
0.704,1.90,-1.30,-1.45,1.93,-1.81,-0.87,
0.706,1.90,-1.30,-1.45,1.67,-1.99,-0.98,
0.707,1.90,-1.30,-1.45,1.42,-2.10,-1.11,
0.709,2.46,-1.64,-3.09,1.42,-2.10,-1.11,
0.71,2.46,-1.64,-3.09,1.19,-2.14,-1.23,
0.711,2.46,-1.64,-3.09,0.99,-2.14,-1.34,
0.713,2.55,-1.65,-3.58,0.99,-2.14,-1.34,
