time,ax,ay,az,wx,wy,wz,
0.062,-0.09,0.17,-0.53,-0.32,-0.57,0.11,
0.065,-0.27,0.29,-0.49,-0.32,-0.57,0.11,
0.066,-0.27,0.29,-0.49,-0.32,-0.56,0.11,
0.073,-0.27,0.29,-0.49,-0.32,-0.55,0.12,
0.074,-0.52,0.40,-0.40,-0.32,-0.55,0.12,
0.074,-0.52,0.40,-0.40,-0.32,-0.54,0.13,
0.075,-0.52,0.40,-0.40,-0.32,-0.54,0.13,
0.075,-0.78,0.53,-0.27,-0.32,-0.54,0.13,
0.076,-0.78,0.53,-0.27,-0.32,-0.53,0.14,
0.077,-0.78,0.53,-0.27,-0.31,-0.52,0.15,
0.08,-1.02,0.67,-0.03,-0.31,-0.52,0.15,
0.081,-1.02,0.67,-0.03,-0.31,-0.52,0.17,
0.084,-1.02,0.67,-0.03,-0.30,-0.53,0.19,
0.085,-1.28,0.77,0.20,-0.30,-0.53,0.19,
0.088,-1.28,0.77,0.20,-0.29,-0.54,0.20,
0.088,-1.28,0.77,0.20,-0.28,-0.54,0.23,
0.091,-1.49,0.84,0.40,-0.28,-0.54,0.23,
0.092,-1.49,0.84,0.40,-0.27,-0.55,0.25,
0.092,-1.49,0.84,0.40,-0.26,-0.55,0.27,
0.095,-1.55,0.83,0.61,-0.26,-0.55,0.27,
0.095,-1.55,0.83,0.61,-0.26,-0.55,0.29,
0.098,-1.55,0.83,0.61,-0.25,-0.55,0.31,
0.102,-1.43,0.50,0.68,-0.25,-0.55,0.31,
0.103,-1.43,0.50,0.68,-0.24,-0.55,0.33,
0.103,-1.43,0.50,0.68,-0.23,-0.53,0.36,
0.106,-1.27,0.25,0.29,-0.23,-0.53,0.36,
0.107,-1.27,0.25,0.29,-0.23,-0.48,0.38,
0.108,-1.27,0.25,0.29,-0.22,-0.41,0.41,
0.109,-1.10,0.81,-0.78,-0.22,-0.41,0.41,
0.11,-1.10,0.81,-0.78,-0.23,-0.31,0.43,
0.113,-1.10,0.81,-0.78,-0.23,-0.20,0.44,
0.115,-0.71,1.04,-1.22,-0.23,-0.20,0.44,
0.117,-0.71,1.04,-1.22,-0.24,-0.09,0.45,
0.118,-0.71,1.04,-1.22,-0.24,0.01,0.46,
0.12,-0.42,1.12,-1.19,-0.24,0.01,0.46,
0.121,-0.42,1.12,-1.19,-0.24,0.11,0.46,
0.124,-0.42,1.12,-1.19,-0.25,0.22,0.46,
0.125,-0.47,0.96,-1.13,-0.25,0.22,0.46,
0.126,-0.47,0.96,-1.13,-0.25,0.34,0.46,
0.127,-0.47,0.96,-1.13,-0.24,0.45,0.45,
0.13,-0.49,0.83,-0.74,-0.24,0.45,0.45,
0.134,-0.49,0.83,-0.74,-0.23,0.55,0.45,
0.135,-0.49,0.83,-0.74,-0.22,0.62,0.45,
0.136,-0.49,0.83,-0.74,-0.21,0.70,0.46,
0.136,-0.66,0.87,-0.67,-0.21,0.70,0.46,
0.139,-0.66,0.87,-0.67,-0.20,0.76,0.46,
0.14,-0.66,0.87,-0.67,-0.19,0.83,0.46,
0.141,-0.53,0.83,-0.46,-0.19,0.83,0.46,
0.142,-0.53,0.83,-0.46,-0.18,0.88,0.46,
0.146,-0.36,0.53,-0.13,-0.18,0.88,0.46,
0.147,-0.36,0.53,-0.13,-0.16,0.91,0.45,
0.147,-0.36,0.53,-0.13,-0.16,0.92,0.45,
0.156,-0.36,0.53,-0.13,-0.15,0.89,0.44,
0.157,-0.01,0.26,0.60,-0.15,0.89,0.44,
0.158,-0.01,0.26,0.60,-0.14,0.82,0.43,
0.158,0.16,-0.13,1.21,-0.14,0.82,0.43,
0.159,0.16,-0.13,1.21,-0.13,0.75,0.43,
0.159,0.16,-0.13,1.21,-0.15,0.76,0.45,
0.164,-3.11,0.83,-2.23,-0.15,0.76,0.45,
0.164,-3.11,0.83,-2.23,-0.18,0.88,0.53,
0.165,-3.11,0.83,-2.23,-0.21,0.93,0.62,
0.166,-3.31,1.34,-1.27,-0.21,0.93,0.62,
0.168,-3.31,1.34,-1.27,-0.23,0.88,0.70,
0.169,-3.31,1.34,-1.27,-0.26,0.76,0.76,
0.171,-1.82,0.91,0.43,-0.26,0.76,0.76,
0.172,-1.82,0.91,0.43,-0.29,0.59,0.80,
0.173,-1.82,0.91,0.43,-0.34,0.37,0.83,
0.176,-0.51,0.22,2.08,-0.34,0.37,0.83,
0.177,-0.51,0.22,2.08,-0.39,0.10,0.84,
0.177,-0.51,0.22,2.08,-0.44,-0.19,0.84,
0.18,0.24,-0.27,2.55,-0.44,-0.19,0.84,
0.18,0.24,-0.27,2.55,-0.49,-0.47,0.82,
0.183,0.24,-0.27,2.55,-0.54,-0.71,0.81,
0.186,0.38,-0.49,1.75,-0.54,-0.71,0.81,
0.187,0.38,-0.49,1.75,-0.59,-0.90,0.79,
0.187,0.38,-0.49,1.75,-0.63,-1.04,0.78,
0.191,0.31,-0.39,0.66,-0.63,-1.04,0.78,
0.191,0.31,-0.39,0.66,-0.66,-1.12,0.77,
0.192,0.31,-0.39,0.66,-0.68,-1.15,0.77,
0.196,0.22,0.00,-0.20,-0.68,-1.15,0.77,
0.196,0.22,0.00,-0.20,-0.68,-1.15,0.78,
0.197,0.22,0.00,-0.20,-0.68,-1.11,0.79,
0.201,0.01,0.58,-0.76,-0.68,-1.11,0.79,
0.202,0.01,0.58,-0.76,-0.67,-1.04,0.80,
0.203,0.01,0.58,-0.76,-0.65,-0.95,0.82,
0.206,-0.22,1.04,-0.84,-0.65,-0.95,0.82,
0.206,-0.22,1.04,-0.84,-0.63,-0.85,0.85,
0.208,-0.22,1.04,-0.84,-0.60,-0.76,0.87,
0.209,-0.37,1.05,-0.51,-0.60,-0.76,0.87,
0.21,-0.37,1.05,-0.51,-0.57,-0.67,0.89,
0.213,-0.37,1.05,-0.51,-0.54,-0.60,0.91,
0.216,-0.40,0.74,0.06,-0.54,-0.60,0.91,
0.217,-0.40,0.74,0.06,-0.50,-0.53,0.92,
0.22,-0.40,0.74,0.06,-0.47,-0.48,0.93,
0.221,-0.40,0.43,0.36,-0.47,-0.48,0.93,
0.221,-0.40,0.43,0.36,-0.44,-0.42,0.93,
0.222,-0.40,0.43,0.36,-0.40,-0.37,0.94,
0.226,-0.37,0.22,0.29,-0.40,-0.37,0.94,
0.226,-0.37,0.22,0.29,-0.36,-0.31,0.94,
0.227,-0.37,0.22,0.29,-0.32,-0.24,0.94,
0.231,-0.32,0.05,0.16,-0.32,-0.24,0.94,
0.231,-0.32,0.05,0.16,-0.28,-0.18,0.95,
0.235,-0.32,0.05,0.16,-0.24,-0.12,0.95,
0.235,-0.15,-0.23,0.16,-0.24,-0.12,0.95,
0.236,-0.15,-0.23,0.16,-0.20,-0.07,0.94,
0.239,-0.15,-0.23,0.16,-0.17,-0.03,0.94,
0.241,0.12,-0.55,0.15,-0.17,-0.03,0.94,
0.241,0.12,-0.55,0.15,-0.13,-0.01,0.94,
0.243,0.12,-0.55,0.15,-0.10,0.01,0.94,
0.246,0.38,-1.04,0.73,-0.10,0.01,0.94,
0.247,0.38,-1.04,0.73,-0.06,0.02,0.93,
0.247,0.38,-1.04,0.73,-0.01,-0.00,0.92,
0.256,0.49,-1.58,1.81,-0.01,-0.00,0.92,
0.257,0.49,-1.58,1.81,0.04,-0.04,0.90,
0.258,0.49,-1.58,1.81,0.08,-0.10,0.89,
0.258,1.16,-1.78,1.73,0.08,-0.10,0.89,
0.259,1.16,-1.78,1.73,0.12,-0.15,0.86,
0.259,1.16,-1.78,1.73,0.13,-0.21,0.83,
0.26,1.31,-2.09,2.00,0.13,-0.21,0.83,
0.26,1.31,-2.09,2.00,0.14,-0.29,0.81,
0.264,1.31,-2.09,2.00,0.19,-0.41,0.80,
0.267,-0.31,-2.33,4.18,0.19,-0.41,0.80,
0.268,-0.31,-2.33,4.18,0.24,-0.54,0.80,
0.268,-0.31,-2.33,4.18,0.26,-0.64,0.80,
0.27,0.84,-2.00,2.28,0.26,-0.64,0.80,
0.273,0.84,-2.00,2.28,0.27,-0.73,0.79,
0.273,0.84,-2.00,2.28,0.27,-0.80,0.77,
0.276,2.26,-1.57,1.06,0.27,-0.80,0.77,
0.277,2.26,-1.57,1.06,0.26,-0.85,0.75,
0.277,2.26,-1.57,1.06,0.24,-0.88,0.73,
0.28,2.76,-1.09,0.13,0.24,-0.88,0.73,
0.28,2.76,-1.09,0.13,0.23,-0.88,0.70,
0.287,2.76,-1.09,0.13,0.20,-0.84,0.68,
0.288,2.60,-0.52,-0.62,0.20,-0.84,0.68,
0.288,2.60,-0.52,-0.62,0.19,-0.78,0.66,
0.289,2.60,-0.52,-0.62,0.17,-0.71,0.64,
0.291,2.30,-0.22,-0.95,0.17,-0.71,0.64,
0.292,2.30,-0.22,-0.95,0.15,-0.63,0.63,
0.293,2.30,-0.22,-0.95,0.13,-0.54,0.62,
0.296,2.14,-0.26,-1.02,0.13,-0.54,0.62,
0.297,2.14,-0.26,-1.02,0.12,-0.45,0.61,
0.3,2.00,-0.45,-0.89,0.12,-0.45,0.61,
0.302,2.00,-0.45,-0.89,0.11,-0.38,0.60,
0.303,2.00,-0.45,-0.89,0.10,-0.30,0.59,
0.304,2.00,-0.45,-0.89,0.10,-0.22,0.58,
0.305,1.84,-0.70,-0.62,0.10,-0.22,0.58,
0.307,1.84,-0.70,-0.62,0.11,-0.16,0.58,
0.308,1.84,-0.70,-0.62,0.11,-0.11,0.58,
0.31,1.84,-0.70,-0.62,0.12,-0.07,0.58,
0.311,1.72,-0.98,-0.41,0.12,-0.07,0.58,
0.313,1.72,-0.98,-0.41,0.13,-0.04,0.58,
0.32,1.64,-1.21,-0.44,0.13,-0.04,0.58,
0.321,1.64,-1.21,-0.44,0.13,-0.01,0.58,
0.321,1.64,-1.21,-0.44,0.14,0.00,0.58,
0.322,1.64,-1.21,-0.44,0.15,-0.00,0.57,
0.322,1.58,-1.34,-0.51,0.15,-0.00,0.57,
0.323,1.58,-1.34,-0.51,0.15,-0.04,0.57,
0.326,1.58,-1.34,-0.51,0.17,-0.09,0.56,
0.331,1.49,-1.21,-0.04,0.17,-0.09,0.56,
0.332,1.49,-1.21,-0.04,0.19,-0.16,0.56,
0.332,1.12,-1.24,-0.14,0.19,-0.16,0.56,
0.332,1.12,-1.24,-0.14,0.20,-0.20,0.55,
0.333,1.12,-1.24,-0.14,0.20,-0.21,0.54,
0.339,0.67,-1.46,-0.92,0.20,-0.21,0.54,
0.34,0.67,-1.46,-0.92,0.19,-0.20,0.53,
0.34,0.67,-1.46,-0.92,0.18,-0.16,0.51,
0.341,0.49,-1.43,-1.43,0.18,-0.16,0.51,
0.341,0.49,-1.43,-1.43,0.16,-0.11,0.48,
0.344,0.49,-1.43,-1.43,0.14,-0.05,0.45,
0.346,0.50,-1.18,-1.71,0.14,-0.05,0.45,
0.347,0.50,-1.18,-1.71,0.11,0.03,0.42,
0.352,0.50,-1.18,-1.71,0.08,0.11,0.38,
0.353,0.57,-0.83,-1.78,0.08,0.11,0.38,
0.353,0.57,-0.83,-1.78,0.05,0.21,0.35,
0.354,0.57,-0.83,-1.78,0.02,0.30,0.32,
0.356,0.65,-0.40,-1.52,0.02,0.30,0.32,
0.356,0.65,-0.40,-1.52,-0.01,0.40,0.29,
0.358,0.65,-0.40,-1.52,-0.03,0.49,0.26,
0.361,0.74,0.02,-0.85,-0.03,0.49,0.26,
0.361,0.74,0.02,-0.85,-0.04,0.58,0.24,
0.362,0.74,0.02,-0.85,-0.04,0.66,0.23,
0.366,0.74,0.02,-0.85,-0.03,0.74,0.22,
0.367,0.75,0.17,-0.03,-0.03,0.74,0.22,
0.368,0.75,0.17,-0.03,-0.01,0.81,0.22,
0.37,0.93,-0.01,0.89,-0.01,0.81,0.22,
0.37,0.93,-0.01,0.89,0.01,0.85,0.21,
0.372,0.93,-0.01,0.89,0.05,0.89,0.21,
0.375,0.93,-0.01,0.89,0.09,0.90,0.21,
0.376,1.34,-0.52,1.59,0.09,0.90,0.21,
0.377,1.34,-0.52,1.59,0.14,0.91,0.20,
0.381,1.86,-1.20,1.91,0.14,0.91,0.20,
0.381,1.86,-1.20,1.91,0.19,0.90,0.18,
0.383,1.86,-1.20,1.91,0.24,0.89,0.16,
0.387,2.50,-1.71,1.85,0.24,0.89,0.16,
0.387,2.50,-1.71,1.85,0.29,0.87,0.12,
0.388,2.50,-1.71,1.85,0.34,0.85,0.08,
0.391,3.26,-1.82,1.47,0.34,0.85,0.08,
0.392,3.26,-1.82,1.47,0.39,0.83,0.03,
0.392,3.26,-1.82,1.47,0.44,0.81,-0.03,
0.396,3.95,-1.54,0.90,0.44,0.81,-0.03,
0.397,3.95,-1.54,0.90,0.48,0.81,-0.09,
0.399,3.95,-1.54,0.90,0.51,0.82,-0.15,
0.401,3.85,-1.88,-0.01,0.51,0.82,-0.15,
0.402,3.85,-1.88,-0.01,0.54,0.85,-0.23,
0.404,3.85,-1.88,-0.01,0.56,0.89,-0.31,
0.405,3.54,-2.02,-0.56,0.56,0.89,-0.31,
0.406,3.54,-2.02,-0.56,0.58,0.94,-0.38,
0.408,3.54,-2.02,-0.56,0.61,0.98,-0.46,
0.41,3.10,-1.96,-0.80,0.61,0.98,-0.46,
0.41,3.10,-1.96,-0.80,0.64,1.02,-0.53,
0.413,3.10,-1.96,-0.80,0.67,1.05,-0.60,
0.417,2.60,-1.81,-1.04,0.67,1.05,-0.60,
0.418,2.60,-1.81,-1.04,0.70,1.08,-0.66,
0.418,2.60,-1.81,-1.04,0.72,1.11,-0.72,
0.421,2.15,-1.55,-1.30,0.72,1.11,-0.72,
0.422,2.15,-1.55,-1.30,0.75,1.13,-0.77,
0.423,2.15,-1.55,-1.30,0.77,1.16,-0.81,
0.425,1.81,-1.25,-1.38,0.77,1.16,-0.81,
0.426,1.81,-1.25,-1.38,0.80,1.18,-0.85,
0.428,1.81,-1.25,-1.38,0.82,1.20,-0.89,
0.43,1.26,-0.80,-1.43,0.82,1.20,-0.89,
0.431,1.26,-0.80,-1.43,0.84,1.21,-0.92,
0.434,1.26,-0.80,-1.43,0.87,1.23,-0.94,
0.436,1.26,-0.80,-1.43,0.89,1.25,-0.95,
0.437,0.47,-0.15,-1.41,0.89,1.25,-0.95,
0.438,0.47,-0.15,-1.41,0.93,1.28,-0.96,
0.442,-0.63,0.63,-1.17,0.93,1.28,-0.96,
0.442,-0.63,0.63,-1.17,0.96,1.32,-0.96,
0.443,-0.63,0.63,-1.17,1.00,1.36,-0.95,
0.447,-1.82,1.57,-0.90,1.00,1.36,-0.95,
0.447,-1.82,1.57,-0.90,1.04,1.42,-0.93,
0.448,-1.82,1.57,-0.90,1.09,1.48,-0.89,
0.455,-2.50,2.39,-0.38,1.09,1.48,-0.89,
0.456,-2.50,2.39,-0.38,1.13,1.54,-0.85,
0.457,-2.50,2.39,-0.38,1.17,1.58,-0.81,
0.457,-3.63,2.24,0.32,1.17,1.58,-0.81,
0.458,-3.63,2.24,0.32,1.21,1.59,-0.77,
0.459,-3.63,2.24,0.32,1.23,1.55,-0.74,
0.461,-3.94,1.84,1.71,1.23,1.55,-0.74,
0.462,-3.94,1.84,1.71,1.25,1.44,-0.72,
0.463,-3.94,1.84,1.71,1.25,1.26,-0.70,
0.468,-3.84,1.16,2.98,1.25,1.26,-0.70,
0.469,-3.84,1.16,2.98,1.24,1.02,-0.68,
0.471,-3.84,1.16,2.98,1.22,0.74,-0.67,
0.476,-3.84,1.16,2.98,1.17,0.45,-0.65,
0.478,-3.84,1.16,2.98,1.12,0.14,-0.63,
0.478,-3.84,1.16,2.98,1.06,-0.15,-0.61,
0.479,-3.76,0.19,3.05,1.06,-0.15,-0.61,
0.48,-3.25,-0.55,2.17,1.06,-0.15,-0.61,
0.48,-3.25,-0.55,2.17,0.99,-0.45,-0.58,
0.481,-2.21,-0.82,1.20,0.99,-0.45,-0.58,
0.481,-2.21,-0.82,1.20,0.93,-0.71,-0.55,
0.483,-2.21,-0.82,1.20,0.87,-0.93,-0.52,
0.488,-1.21,-0.73,-0.02,0.87,-0.93,-0.52,
0.489,-1.21,-0.73,-0.02,0.80,-1.13,-0.49,
0.49,-1.21,-0.73,-0.02,0.73,-1.29,-0.46,
0.491,-0.67,-0.35,-0.98,0.73,-1.29,-0.46,
0.492,-0.67,-0.35,-0.98,0.66,-1.43,-0.43,
0.498,-0.67,-0.35,-0.98,0.59,-1.54,-0.41,
0.499,-0.30,-0.00,-1.74,0.59,-1.54,-0.41,
0.5,-0.30,-0.00,-1.74,0.51,-1.63,-0.38,
0.5,-0.30,-0.00,-1.74,0.43,-1.71,-0.35,
0.501,0.00,0.29,-2.16,0.43,-1.71,-0.35,
0.502,0.00,0.29,-2.16,0.35,-1.78,-0.32,
0.504,0.00,0.29,-2.16,0.26,-1.84,-0.29,
0.506,0.21,0.50,-2.40,0.26,-1.84,-0.29,
0.507,0.21,0.50,-2.40,0.18,-1.91,-0.26,
0.508,0.21,0.50,-2.40,0.09,-1.96,-0.23,
0.511,0.36,0.59,-2.70,0.09,-1.96,-0.23,
0.513,0.36,0.59,-2.70,-0.00,-1.99,-0.20,
0.513,0.36,0.59,-2.70,-0.10,-2.01,-0.17,
0.517,0.38,0.66,-2.89,-0.10,-2.01,-0.17,
0.52,0.38,0.66,-2.89,-0.19,-2.02,-0.14,
0.521,0.38,0.66,-2.89,-0.28,-2.03,-0.11,
0.521,0.25,0.71,-2.83,-0.28,-2.03,-0.11,
0.522,0.25,0.71,-2.83,-0.36,-2.03,-0.08,
0.523,0.25,0.71,-2.83,-0.44,-2.02,-0.06,
0.526,0.01,0.78,-2.58,-0.44,-2.02,-0.06,
0.526,0.01,0.78,-2.58,-0.52,-2.01,-0.04,
0.528,0.01,0.78,-2.58,-0.60,-2.00,-0.01,
0.53,-0.22,0.88,-2.21,-0.60,-2.00,-0.01,
0.531,-0.22,0.88,-2.21,-0.66,-2.00,0.01,
0.54,-0.22,0.88,-2.21,-0.72,-2.00,0.03,
0.541,-0.22,0.88,-2.21,-0.77,-2.00,0.05,
0.541,-0.44,0.94,-1.71,-0.77,-2.00,0.05,
0.542,-0.44,0.94,-1.71,-0.81,-2.01,0.07,
0.542,-0.55,0.88,-0.99,-0.81,-2.01,0.07,
0.543,-0.55,0.88,-0.99,-0.85,-2.03,0.09,
0.544,-0.55,0.88,-0.99,-0.87,-2.06,0.10,
0.548,-0.42,0.73,0.04,-0.87,-2.06,0.10,
0.548,-0.42,0.73,0.04,-0.89,-2.09,0.11,
0.549,-0.42,0.73,0.04,-0.90,-2.14,0.10,
0.552,0.36,0.81,0.76,-0.90,-2.14,0.10,
0.553,0.36,0.81,0.76,-0.90,-2.21,0.08,
0.553,0.36,0.81,0.76,-0.91,-2.29,0.06,
0.556,0.93,0.83,1.09,-0.91,-2.29,0.06,
0.557,0.93,0.83,1.09,-0.91,-2.37,0.03,
0.559,0.93,0.83,1.09,-0.91,-2.42,-0.00,
0.561,1.06,0.36,0.29,-0.91,-2.42,-0.00,
0.562,1.06,0.36,0.29,-0.92,-2.43,-0.04,
0.563,1.06,0.36,0.29,-0.92,-2.43,-0.09,
0.568,1.02,0.17,-0.47,-0.92,-2.43,-0.09,
0.568,1.02,0.17,-0.47,-0.92,-2.40,-0.13,
0.569,1.02,0.17,-0.47,-0.93,-2.35,-0.17,
0.571,0.82,-0.14,-1.00,-0.93,-2.35,-0.17,
0.572,0.82,-0.14,-1.00,-0.93,-2.28,-0.21,
0.574,0.82,-0.14,-1.00,-0.94,-2.18,-0.25,
0.575,0.56,-0.46,-1.64,-0.94,-2.18,-0.25,
0.576,0.56,-0.46,-1.64,-0.95,-2.06,-0.28,
0.578,0.56,-0.46,-1.64,-0.95,-1.91,-0.31,
0.582,0.13,-0.63,-2.15,-0.95,-1.91,-0.31,
0.583,0.13,-0.63,-2.15,-0.96,-1.75,-0.33,
0.586,0.13,-0.63,-2.15,-0.96,-1.57,-0.34,
0.587,-0.33,-0.72,-2.80,-0.96,-1.57,-0.34,
0.587,-0.33,-0.72,-2.80,-0.96,-1.36,-0.34,
0.588,-0.33,-0.72,-2.80,-0.96,-1.10,-0.33,
0.592,-0.76,-0.83,-3.60,-0.96,-1.10,-0.33,
0.593,-0.76,-0.83,-3.60,-0.95,-0.82,-0.32,
0.593,-0.76,-0.83,-3.60,-0.93,-0.54,-0.29,
0.597,-1.04,-0.62,-3.13,-0.93,-0.54,-0.29,
0.597,-1.04,-0.62,-3.13,-0.90,-0.29,-0.26,
0.598,-1.04,-0.62,-3.13,-0.86,-0.06,-0.22,
0.601,-1.21,-0.33,-2.28,-0.86,-0.06,-0.22,
0.603,-1.21,-0.33,-2.28,-0.82,0.16,-0.17,
0.604,-1.21,-0.33,-2.28,-0.78,0.36,-0.11,
0.606,-1.10,-0.08,-1.54,-0.78,0.36,-0.11,
0.607,-1.10,-0.08,-1.54,-0.73,0.54,-0.05,
0.609,-1.10,-0.08,-1.54,-0.69,0.71,0.01,
0.612,-0.66,0.03,-0.92,-0.69,0.71,0.01,
0.612,-0.66,0.03,-0.92,-0.65,0.84,0.05,
0.614,-0.66,0.03,-0.92,-0.62,0.94,0.09,
0.617,0.18,0.09,-0.39,-0.62,0.94,0.09,
0.618,0.18,0.09,-0.39,-0.60,1.01,0.12,
0.619,0.18,0.09,-0.39,-0.59,1.04,0.12,
0.621,1.25,0.13,0.01,-0.59,1.04,0.12,
0.622,1.25,0.13,0.01,-0.58,1.05,0.11,
0.624,1.25,0.13,0.01,-0.59,1.04,0.10,
0.628,1.45,-0.07,0.22,-0.59,1.04,0.10,
0.628,1.45,-0.07,0.22,-0.61,1.02,0.08,
0.629,1.45,-0.07,0.22,-0.63,0.97,0.05,
0.631,1.26,-0.30,0.79,-0.63,0.97,0.05,
0.643,1.26,-0.30,0.79,-0.65,0.90,0.03,
0.645,1.06,-0.64,1.34,-0.65,0.90,0.03,
0.645,1.06,-0.64,1.34,-0.68,0.79,-0.01,
0.646,1.06,-0.64,1.34,-0.72,0.66,-0.04,
0.646,1.06,-0.64,1.34,-0.75,0.51,-0.07,
0.647,0.94,-0.98,1.50,-0.75,0.51,-0.07,
0.648,0.94,-0.98,1.50,-0.79,0.35,-0.10,
0.648,0.94,-0.98,1.50,-0.83,0.21,-0.13,
0.649,0.77,-1.05,1.15,-0.83,0.21,-0.13,
0.649,0.77,-1.05,1.15,-0.88,0.08,-0.14,
0.654,0.77,-1.05,1.15,-0.92,-0.03,-0.15,
0.655,0.77,-1.05,1.15,-0.96,-0.13,-0.16,
0.656,0.77,-1.05,1.15,-0.99,-0.21,-0.16,
0.656,0.57,-1.01,0.79,-0.99,-0.21,-0.16,
0.657,0.26,-0.79,0.50,-0.99,-0.21,-0.16,
0.658,0.26,-0.79,0.50,-1.01,-0.28,-0.15,
0.659,0.26,-0.79,0.50,-1.04,-0.33,-0.14,
0.664,-0.04,-0.46,0.15,-1.04,-0.33,-0.14,
0.665,-0.04,-0.46,0.15,-1.05,-0.38,-0.13,
0.665,-0.04,-0.46,0.15,-1.06,-0.41,-0.12,
0.666,-0.13,-0.15,-0.13,-1.06,-0.41,-0.12,
0.669,-0.13,-0.15,-0.13,-1.06,-0.44,-0.10,
0.669,-0.13,-0.15,-0.13,-1.06,-0.47,-0.09,
0.674,-0.01,-0.02,-0.37,-1.06,-0.47,-0.09,
0.675,-0.01,-0.02,-0.37,-1.06,-0.49,-0.07,
0.676,-0.01,-0.02,-0.37,-1.06,-0.50,-0.07,
0.677,0.18,-0.07,-0.68,-1.06,-0.50,-0.07,
0.678,0.18,-0.07,-0.68,-1.06,-0.51,-0.05,
0.679,0.18,-0.07,-0.68,-1.06,-0.50,-0.05,
0.681,0.37,-0.13,-0.81,-1.06,-0.50,-0.05,
0.682,0.37,-0.13,-0.81,-1.07,-0.50,-0.04,
0.684,0.37,-0.13,-0.81,-1.07,-0.52,-0.04,
0.687,0.56,-0.18,-0.64,-1.07,-0.52,-0.04,
0.687,0.56,-0.18,-0.64,-1.06,-0.53,-0.04,
0.689,0.56,-0.18,-0.64,-1.06,-0.57,-0.04,
0.692,0.73,-0.31,-0.46,-1.06,-0.57,-0.04,
0.692,0.73,-0.31,-0.46,-1.06,-0.61,-0.04,
0.693,0.73,-0.31,-0.46,-1.06,-0.65,-0.04,
0.697,0.81,-0.52,-0.34,-1.06,-0.65,-0.04,
0.697,0.81,-0.52,-0.34,-1.07,-0.70,-0.03,
0.7,0.81,-0.52,-0.34,-1.08,-0.76,-0.03,
0.702,0.74,-0.61,-0.18,-1.08,-0.76,-0.03,
0.703,0.74,-0.61,-0.18,-1.10,-0.82,-0.02,
0.704,0.74,-0.61,-0.18,-1.12,-0.89,-0.01,
0.707,0.52,-0.51,0.02,-1.12,-0.89,-0.01,
0.707,0.52,-0.51,0.02,-1.14,-0.96,0.00,
0.709,0.52,-0.51,0.02,-1.15,-1.03,0.01,
0.712,0.35,-0.31,0.23,-1.15,-1.03,0.01,
0.712,0.35,-0.31,0.23,-1.17,-1.11,0.02,
