time,ax,ay,az,wx,wy,wz,
0.062,-0.52,0.20,-1.02,-0.35,-1.39,0.93,
0.063,-0.52,0.20,-1.02,-0.39,-1.37,0.94,
0.065,-0.52,0.20,-1.02,-0.42,-1.34,0.95,
0.066,-0.18,0.02,-1.69,-0.42,-1.34,0.95,
0.067,-0.18,0.02,-1.69,-0.46,-1.29,0.96,
0.069,-0.18,0.02,-1.69,-0.51,-1.24,0.96,
0.079,0.14,-0.18,-1.97,-0.51,-1.24,0.96,
0.08,0.14,-0.18,-1.97,-0.55,-1.19,0.96,
0.08,0.14,-0.18,-1.97,-0.59,-1.14,0.96,
0.081,0.46,-0.38,-1.88,-0.59,-1.14,0.96,
0.081,0.46,-0.38,-1.88,-0.63,-1.09,0.95,
0.081,0.46,-0.38,-1.88,-0.66,-1.04,0.94,
0.082,0.73,-0.59,-1.59,-0.66,-1.04,0.94,
0.083,0.73,-0.59,-1.59,-0.69,-0.99,0.93,
0.083,0.73,-0.59,-1.59,-0.72,-0.95,0.92,
0.088,0.94,-0.72,-1.29,-0.72,-0.95,0.92,
0.088,0.94,-0.72,-1.29,-0.74,-0.91,0.91,
0.089,0.94,-0.72,-1.29,-0.76,-0.87,0.90,
0.092,1.07,-0.79,-1.00,-0.76,-0.87,0.90,
0.092,1.07,-0.79,-1.00,-0.78,-0.83,0.88,
0.094,1.07,-0.79,-1.00,-0.79,-0.80,0.87,
0.096,1.10,-0.85,-0.74,-0.79,-0.80,0.87,
0.097,1.10,-0.85,-0.74,-0.80,-0.77,0.86,
0.098,1.10,-0.85,-0.74,-0.80,-0.73,0.84,
0.101,1.12,-0.84,-0.45,-0.80,-0.73,0.84,
0.102,1.12,-0.84,-0.45,-0.81,-0.70,0.83,
0.104,1.12,-0.84,-0.45,-0.81,-0.68,0.81,
0.106,1.12,-0.84,-0.45,-0.80,-0.65,0.79,
0.107,1.13,-0.77,-0.15,-0.80,-0.65,0.79,
0.11,1.13,-0.77,-0.15,-0.80,-0.63,0.78,
0.112,1.14,-0.65,0.08,-0.80,-0.63,0.78,
0.112,1.14,-0.65,0.08,-0.79,-0.62,0.76,
0.114,1.14,-0.65,0.08,-0.77,-0.60,0.75,
0.116,1.06,-0.50,0.28,-0.77,-0.60,0.75,
0.116,1.06,-0.50,0.28,-0.76,-0.58,0.73,
0.12,1.06,-0.50,0.28,-0.74,-0.56,0.72,
0.122,0.90,-0.27,0.57,-0.74,-0.56,0.72,
0.122,0.90,-0.27,0.57,-0.71,-0.54,0.71,
0.126,0.90,-0.27,0.57,-0.69,-0.53,0.70,
0.127,0.76,-0.06,0.91,-0.69,-0.53,0.70,
0.128,0.76,-0.06,0.91,-0.65,-0.51,0.70,
0.129,0.76,-0.06,0.91,-0.62,-0.49,0.70,
0.132,0.72,0.12,1.31,-0.62,-0.49,0.70,
0.132,0.72,0.12,1.31,-0.57,-0.47,0.70,
0.134,0.72,0.12,1.31,-0.52,-0.45,0.70,
0.139,0.93,0.39,1.81,-0.52,-0.45,0.70,
0.14,0.93,0.39,1.81,-0.47,-0.45,0.71,
0.14,0.93,0.39,1.81,-0.43,-0.44,0.71,
0.145,0.82,0.05,1.97,-0.43,-0.44,0.71,
0.146,0.82,0.05,1.97,-0.38,-0.42,0.71,
0.147,0.82,0.05,1.97,-0.33,-0.40,0.70,
0.147,0.61,-0.28,2.21,-0.33,-0.40,0.70,
0.148,0.61,-0.28,2.21,-0.27,-0.39,0.68,
0.148,0.61,-0.28,2.21,-0.22,-0.38,0.66,
0.153,0.48,-0.31,2.42,-0.22,-0.38,0.66,
0.153,0.48,-0.31,2.42,-0.16,-0.37,0.64,
0.165,0.48,-0.31,2.42,-0.10,-0.36,0.62,
0.166,0.48,-0.31,2.42,-0.04,-0.35,0.60,
0.167,0.37,-0.19,2.48,-0.04,-0.35,0.60,
0.167,0.37,-0.19,2.48,0.03,-0.34,0.57,
0.168,0.37,-0.19,2.48,0.09,-0.33,0.56,
0.173,0.35,-0.01,2.37,0.09,-0.33,0.56,
0.173,0.35,-0.01,2.37,0.15,-0.31,0.54,
0.174,0.35,-0.01,2.37,0.20,-0.29,0.52,
0.174,0.41,0.14,1.99,0.20,-0.29,0.52,
0.175,0.41,0.14,1.99,0.26,-0.28,0.51,
0.175,0.41,0.14,1.99,0.31,-0.25,0.50,
0.176,0.47,0.18,1.60,0.31,-0.25,0.50,
0.176,0.47,0.18,1.60,0.36,-0.23,0.49,
0.177,0.47,0.18,1.60,0.41,-0.22,0.49,
0.177,0.52,0.22,1.28,0.41,-0.22,0.49,
0.184,0.52,0.22,1.28,0.46,-0.21,0.48,
0.185,0.52,0.22,1.28,0.50,-0.21,0.49,
0.185,0.65,0.01,1.10,0.50,-0.21,0.49,
0.186,0.65,0.01,1.10,0.53,-0.22,0.49,
0.186,0.65,0.01,1.10,0.56,-0.22,0.49,
0.186,0.81,-0.36,0.70,0.56,-0.22,0.49,
0.189,0.81,-0.36,0.70,0.58,-0.21,0.49,
0.192,0.81,-0.36,0.70,0.59,-0.20,0.47,
0.193,0.96,-0.55,0.11,0.59,-0.20,0.47,
0.193,0.96,-0.55,0.11,0.60,-0.18,0.45,
0.197,0.96,-0.55,0.11,0.60,-0.16,0.43,
0.197,1.05,-0.63,-0.28,0.60,-0.16,0.43,
0.199,1.05,-0.63,-0.28,0.60,-0.14,0.41,
0.202,1.05,-0.63,-0.28,0.60,-0.13,0.38,
0.202,1.06,-0.69,-0.38,0.60,-0.13,0.38,
0.204,1.06,-0.69,-0.38,0.60,-0.11,0.36,
0.208,1.07,-0.80,-0.41,0.60,-0.11,0.36,
0.208,1.07,-0.80,-0.41,0.60,-0.09,0.33,
0.209,1.07,-0.80,-0.41,0.60,-0.08,0.31,
0.212,1.11,-0.92,-0.51,0.60,-0.08,0.31,
0.212,1.11,-0.92,-0.51,0.60,-0.07,0.29,
0.214,1.11,-0.92,-0.51,0.59,-0.07,0.27,
0.217,1.15,-1.03,-0.68,0.59,-0.07,0.27,
0.218,1.15,-1.03,-0.68,0.58,-0.08,0.26,
0.219,1.15,-1.03,-0.68,0.57,-0.10,0.24,
0.222,1.25,-1.20,-0.88,0.57,-0.10,0.24,
0.223,1.25,-1.20,-0.88,0.56,-0.13,0.23,
0.224,1.25,-1.20,-0.88,0.54,-0.18,0.21,
0.227,1.43,-1.39,-1.05,0.54,-0.18,0.21,
0.228,1.43,-1.39,-1.05,0.51,-0.23,0.20,
0.229,1.43,-1.39,-1.05,0.49,-0.29,0.19,
0.232,1.64,-1.60,-1.23,0.49,-0.29,0.19,
0.232,1.64,-1.60,-1.23,0.46,-0.37,0.17,
0.235,1.64,-1.60,-1.23,0.42,-0.46,0.16,
0.239,1.78,-1.79,-1.38,0.42,-0.46,0.16,
0.239,1.78,-1.79,-1.38,0.38,-0.55,0.14,
0.239,1.78,-1.79,-1.38,0.34,-0.66,0.12,
0.242,1.81,-1.97,-1.52,0.34,-0.66,0.12,
0.243,1.81,-1.97,-1.52,0.30,-0.77,0.10,
0.246,1.81,-1.97,-1.52,0.25,-0.88,0.08,
0.246,1.70,-2.09,-1.76,0.25,-0.88,0.08,
0.247,1.70,-2.09,-1.76,0.19,-1.00,0.07,
0.249,1.70,-2.09,-1.76,0.14,-1.13,0.05,
0.252,1.57,-2.19,-2.11,0.14,-1.13,0.05,
0.253,1.57,-2.19,-2.11,0.08,-1.25,0.04,
0.262,1.57,-2.19,-2.11,0.02,-1.36,0.02,
0.263,1.55,-2.24,-2.59,0.02,-1.36,0.02,
0.263,1.55,-2.24,-2.59,-0.05,-1.46,0.01,
0.264,1.55,-2.24,-2.59,-0.13,-1.55,-0.01,
0.264,1.55,-2.24,-2.59,-0.20,-1.63,-0.02,
0.265,1.56,-2.23,-3.12,-0.20,-1.63,-0.02,
0.265,1.56,-2.23,-3.12,-0.27,-1.68,-0.03,
0.267,1.56,-2.23,-3.12,-0.34,-1.72,-0.04,
0.268,1.53,-2.20,-3.68,-0.34,-1.72,-0.04,
0.27,1.53,-2.20,-3.68,-0.42,-1.73,-0.04,
0.272,1.53,-2.20,-3.68,-0.50,-1.71,-0.04,
0.272,1.26,-2.20,-4.23,-0.50,-1.71,-0.04,
0.279,1.26,-2.20,-4.23,-0.57,-1.66,-0.04,
0.28,1.26,-2.20,-4.23,-0.65,-1.57,-0.04,
0.28,0.97,-2.11,-4.86,-0.65,-1.57,-0.04,
0.281,0.97,-2.11,-4.86,-0.72,-1.45,-0.04,
0.283,0.97,-2.11,-4.86,-0.80,-1.31,-0.05,
0.283,0.95,-1.81,-5.28,-0.80,-1.31,-0.05,
0.284,0.95,-1.81,-5.28,-0.87,-1.17,-0.05,
0.288,0.95,-1.81,-5.28,-0.93,-1.02,-0.06,
0.289,1.08,-1.51,-5.38,-0.93,-1.02,-0.06,
0.289,1.08,-1.51,-5.38,-1.00,-0.87,-0.08,
0.294,1.08,-1.51,-5.38,-1.06,-0.72,-0.09,
0.294,1.13,-1.17,-5.18,-1.06,-0.72,-0.09,
0.295,1.13,-1.17,-5.18,-1.11,-0.58,-0.10,
0.296,1.13,-1.17,-5.18,-1.15,-0.44,-0.11,
0.297,1.09,-0.76,-4.68,-1.15,-0.44,-0.11,
0.299,1.09,-0.76,-4.68,-1.19,-0.31,-0.13,
0.302,1.09,-0.76,-4.68,-1.21,-0.19,-0.15,
0.303,0.90,-0.58,-3.81,-1.21,-0.19,-0.15,
0.304,0.90,-0.58,-3.81,-1.24,-0.10,-0.17,
0.307,0.33,-0.74,-2.14,-1.24,-0.10,-0.17,
0.307,0.33,-0.74,-2.14,-1.26,-0.08,-0.20,
0.309,0.33,-0.74,-2.14,-1.29,-0.10,-0.24,
0.312,-0.59,-0.54,-0.43,-1.29,-0.10,-0.24,
0.312,-0.59,-0.54,-0.43,-1.32,-0.15,-0.26,
0.315,-0.59,-0.54,-0.43,-1.33,-0.22,-0.28,
0.317,-1.19,-0.20,0.83,-1.33,-0.22,-0.28,
0.318,-1.19,-0.20,0.83,-1.34,-0.32,-0.30,
0.319,-1.19,-0.20,0.83,-1.34,-0.44,-0.30,
0.323,-1.31,0.05,1.38,-1.34,-0.44,-0.30,
0.324,-1.31,0.05,1.38,-1.35,-0.56,-0.29,
0.325,-1.31,0.05,1.38,-1.34,-0.66,-0.29,
0.328,-1.26,0.29,1.08,-1.34,-0.66,-0.29,
0.328,-1.26,0.29,1.08,-1.33,-0.74,-0.27,
0.33,-1.26,0.29,1.08,-1.33,-0.79,-0.24,
0.333,-1.18,0.54,0.60,-1.33,-0.79,-0.24,
0.333,-1.18,0.54,0.60,-1.32,-0.82,-0.21,
0.335,-1.18,0.54,0.60,-1.30,-0.84,-0.18,
0.339,-0.93,0.67,0.09,-1.30,-0.84,-0.18,
0.339,-0.93,0.67,0.09,-1.29,-0.83,-0.15,
0.339,-0.93,0.67,0.09,-1.27,-0.81,-0.12,
0.345,-0.51,0.64,-0.30,-1.27,-0.81,-0.12,
0.345,-0.51,0.64,-0.30,-1.25,-0.79,-0.09,
0.346,-0.51,0.64,-0.30,-1.25,-0.78,-0.06,
0.347,-0.04,0.47,-0.49,-1.25,-0.78,-0.06,
0.347,-0.04,0.47,-0.49,-1.24,-0.77,-0.04,
0.35,-0.04,0.47,-0.49,-1.24,-0.77,-0.03,
0.355,0.45,0.30,-0.49,-1.24,-0.77,-0.03,
0.356,0.45,0.30,-0.49,-1.25,-0.78,-0.02,
0.356,0.45,0.30,-0.49,-1.26,-0.82,-0.02,
0.358,1.17,0.21,-0.13,-1.26,-0.82,-0.02,
0.358,1.17,0.21,-0.13,-1.28,-0.90,-0.03,
0.36,1.17,0.21,-0.13,-1.31,-1.03,-0.07,
0.362,2.29,0.21,0.24,-1.31,-1.03,-0.07,
0.362,2.29,0.21,0.24,-1.35,-1.17,-0.12,
0.365,2.29,0.21,0.24,-1.40,-1.32,-0.17,
0.368,2.86,0.17,0.14,-1.40,-1.32,-0.17,
0.369,2.86,0.17,0.14,-1.45,-1.46,-0.24,
0.372,2.86,0.17,0.14,-1.51,-1.58,-0.31,
0.373,2.93,0.21,-0.08,-1.51,-1.58,-0.31,
0.373,2.93,0.21,-0.08,-1.56,-1.68,-0.38,
0.374,2.93,0.21,-0.08,-1.61,-1.77,-0.44,
0.38,2.31,0.37,-0.25,-1.61,-1.77,-0.44,
0.38,2.31,0.37,-0.25,-1.66,-1.83,-0.51,
0.381,2.31,0.37,-0.25,-1.70,-1.86,-0.56,
0.383,1.25,0.56,-0.43,-1.70,-1.86,-0.56,
0.383,1.25,0.56,-0.43,-1.74,-1.86,-0.61,
0.388,0.11,0.63,-0.79,-1.74,-1.86,-0.61,
0.389,0.11,0.63,-0.79,-1.77,-1.83,-0.64,
0.39,0.11,0.63,-0.79,-1.80,-1.77,-0.66,
0.39,0.11,0.63,-0.79,-1.82,-1.69,-0.67,
0.393,-0.68,0.51,-1.22,-1.82,-1.69,-0.67,
0.393,-0.68,0.51,-1.22,-1.83,-1.57,-0.66,
0.395,-0.68,0.51,-1.22,-1.84,-1.44,-0.64,
0.398,-1.01,0.16,-1.62,-1.84,-1.44,-0.64,
0.398,-1.01,0.16,-1.62,-1.86,-1.29,-0.62,
0.399,-1.01,0.16,-1.62,-1.86,-1.13,-0.58,
0.402,-1.01,-0.25,-1.63,-1.86,-1.13,-0.58,
0.402,-1.01,-0.25,-1.63,-1.87,-0.98,-0.54,
0.404,-1.01,-0.25,-1.63,-1.87,-0.83,-0.49,
0.407,-0.89,-0.60,-1.15,-1.87,-0.83,-0.49,
0.407,-0.89,-0.60,-1.15,-1.87,-0.70,-0.44,
0.41,-0.89,-0.60,-1.15,-1.86,-0.57,-0.38,
0.413,-0.95,-0.75,-0.58,-1.86,-0.57,-0.38,
0.413,-0.95,-0.75,-0.58,-1.84,-0.46,-0.33,
0.415,-0.95,-0.75,-0.58,-1.82,-0.35,-0.27,
0.417,-1.21,-0.74,-0.13,-1.82,-0.35,-0.27,
0.417,-1.21,-0.74,-0.13,-1.79,-0.24,-0.20,
0.42,-1.21,-0.74,-0.13,-1.76,-0.14,-0.15,
0.426,-1.59,-0.65,0.09,-1.76,-0.14,-0.15,
0.427,-1.59,-0.65,0.09,-1.72,-0.05,-0.09,
0.427,-1.59,-0.65,0.09,-1.68,0.04,-0.04,
0.427,-1.77,-0.50,0.11,-1.68,0.04,-0.04,
0.427,-1.77,-0.50,0.11,-1.64,0.13,0.01,
0.429,-1.77,-0.50,0.11,-1.60,0.22,0.05,
0.433,-1.72,-0.40,-0.09,-1.60,0.22,0.05,
0.433,-1.72,-0.40,-0.09,-1.56,0.30,0.09,
0.436,-1.72,-0.40,-0.09,-1.53,0.38,0.12,
0.438,-1.55,-0.38,-0.23,-1.53,0.38,0.12,
0.438,-1.55,-0.38,-0.23,-1.50,0.44,0.16,
0.44,-1.55,-0.38,-0.23,-1.47,0.49,0.19,
0.443,-1.23,-0.49,-0.23,-1.47,0.49,0.19,
0.444,-1.23,-0.49,-0.23,-1.44,0.53,0.21,
0.445,-1.23,-0.49,-0.23,-1.41,0.54,0.24,
0.447,-0.96,-0.58,0.02,-1.41,0.54,0.24,
0.447,-0.96,-0.58,0.02,-1.39,0.52,0.27,
0.449,-0.96,-0.58,0.02,-1.36,0.49,0.30,
0.456,-0.71,-0.58,0.33,-1.36,0.49,0.30,
0.456,-0.71,-0.58,0.33,-1.33,0.43,0.32,
0.457,-0.71,-0.58,0.33,-1.31,0.36,0.35,
0.457,-0.58,-0.51,0.35,-1.31,0.36,0.35,
0.457,-0.58,-0.51,0.35,-1.29,0.28,0.37,
0.461,-0.58,-0.51,0.35,-1.28,0.20,0.40,
0.464,-0.58,-0.42,0.01,-1.28,0.20,0.40,
0.464,-0.58,-0.42,0.01,-1.28,0.12,0.43,
0.465,-0.58,-0.42,0.01,-1.29,0.05,0.45,
0.469,-0.59,-0.42,-0.36,-1.29,0.05,0.45,
0.469,-0.59,-0.42,-0.36,-1.31,-0.02,0.47,
0.47,-0.59,-0.42,-0.36,-1.34,-0.09,0.48,
0.473,-0.58,-0.44,-0.46,-1.34,-0.09,0.48,
0.474,-0.58,-0.44,-0.46,-1.37,-0.16,0.48,
0.475,-0.58,-0.44,-0.46,-1.41,-0.24,0.49,
0.479,-0.53,-0.44,-0.43,-1.41,-0.24,0.49,
0.479,-0.53,-0.44,-0.43,-1.45,-0.32,0.49,
0.48,-0.53,-0.44,-0.43,-1.48,-0.41,0.49,
0.482,-0.43,-0.35,-0.41,-1.48,-0.41,0.49,
0.483,-0.43,-0.35,-0.41,-1.51,-0.49,0.49,
0.484,-0.43,-0.35,-0.41,-1.53,-0.57,0.49,
0.489,-0.30,-0.11,-0.41,-1.53,-0.57,0.49,
0.491,-0.30,-0.11,-0.41,-1.56,-0.64,0.50,
0.491,-0.30,-0.11,-0.41,-1.57,-0.73,0.55,
0.493,-1.42,1.15,0.84,-1.57,-0.73,0.55,
0.494,-1.42,1.15,0.84,-1.53,-0.90,0.68,
0.496,-1.42,1.15,0.84,-1.47,-1.17,0.80,
0.502,-1.72,0.90,2.90,-1.47,-1.17,0.80,
0.503,-1.72,0.90,2.90,-1.38,-1.52,0.91,
0.503,-1.72,0.90,2.90,-1.28,-1.92,1.01,
0.504,-0.66,-0.03,2.99,-1.28,-1.92,1.01,
0.504,-0.66,-0.03,2.99,-1.18,-2.27,1.11,
0.505,-0.66,-0.03,2.99,-1.16,-2.26,1.19,
0.508,0.62,-0.33,-6.37,-1.16,-2.26,1.19,
0.509,0.62,-0.33,-6.37,-1.33,-1.61,1.25,
0.509,0.62,-0.33,-6.37,-1.47,-1.05,1.26,
0.514,1.20,-0.42,-4.43,-1.47,-1.05,1.26,
0.515,1.20,-0.42,-4.43,-1.52,-0.81,1.27,
0.516,1.20,-0.42,-4.43,-1.54,-0.67,1.27,
0.518,1.26,0.06,-0.90,-1.54,-0.67,1.27,
0.519,1.26,0.06,-0.90,-1.53,-0.57,1.29,
0.522,1.26,0.06,-0.90,-1.50,-0.53,1.30,
0.523,1.43,0.35,1.05,-1.50,-0.53,1.30,
0.523,1.43,0.35,1.05,-1.47,-0.55,1.30,
0.525,1.43,0.35,1.05,-1.42,-0.61,1.30,
0.528,1.89,-0.09,1.78,-1.42,-0.61,1.30,
0.528,1.89,-0.09,1.78,-1.40,-0.66,1.28,
0.53,1.89,-0.09,1.78,-1.37,-0.71,1.25,
0.532,2.57,-0.84,1.71,-1.37,-0.71,1.25,
0.532,2.57,-0.84,1.71,-1.35,-0.75,1.21,
0.535,2.57,-0.84,1.71,-1.33,-0.80,1.15,
0.538,3.07,-1.67,1.93,-1.33,-0.80,1.15,
0.538,3.07,-1.67,1.93,-1.31,-0.85,1.08,
0.541,3.07,-1.67,1.93,-1.28,-0.93,1.00,
0.543,3.23,-2.30,2.25,-1.28,-0.93,1.00,
0.544,3.23,-2.30,2.25,-1.25,-1.01,0.91,
0.544,3.23,-2.30,2.25,-1.20,-1.09,0.83,
0.548,3.13,-2.57,2.38,-1.20,-1.09,0.83,
0.549,3.13,-2.57,2.38,-1.15,-1.17,0.74,
0.55,3.13,-2.57,2.38,-1.09,-1.24,0.66,
0.552,2.78,-2.47,2.16,-1.09,-1.24,0.66,
0.553,2.78,-2.47,2.16,-1.02,-1.29,0.58,
0.558,2.78,-2.47,2.16,-0.95,-1.33,0.50,
0.559,2.30,-2.19,1.88,-0.95,-1.33,0.50,
0.559,2.30,-2.19,1.88,-0.87,-1.37,0.44,
0.561,2.30,-2.19,1.88,-0.79,-1.41,0.38,
0.563,1.74,-1.87,1.87,-0.79,-1.41,0.38,
0.563,1.74,-1.87,1.87,-0.71,-1.45,0.33,
0.565,1.74,-1.87,1.87,-0.62,-1.50,0.28,
0.568,1.25,-1.65,1.86,-0.62,-1.50,0.28,
0.569,1.25,-1.65,1.86,-0.54,-1.55,0.24,
0.572,1.25,-1.65,1.86,-0.45,-1.61,0.21,
0.574,0.82,-1.49,1.90,-0.45,-1.61,0.21,
0.575,0.82,-1.49,1.90,-0.36,-1.68,0.19,
0.578,0.49,-1.41,2.01,-0.36,-1.68,0.19,
0.579,0.49,-1.41,2.01,-0.28,-1.76,0.16,
0.581,0.49,-1.41,2.01,-0.19,-1.85,0.15,
0.582,0.49,-1.41,2.01,-0.11,-1.96,0.13,
0.583,0.30,-1.39,1.97,-0.11,-1.96,0.13,
0.584,0.30,-1.39,1.97,-0.03,-2.07,0.12,
0.585,0.30,-1.39,1.97,0.05,-2.19,0.11,
0.588,0.23,-1.43,1.72,0.05,-2.19,0.11,
0.589,0.23,-1.43,1.72,0.12,-2.31,0.10,
0.59,0.23,-1.43,1.72,0.18,-2.42,0.09,
0.592,0.22,-1.42,1.25,0.18,-2.42,0.09,
0.593,0.22,-1.42,1.25,0.24,-2.51,0.08,
0.595,0.22,-1.42,1.25,0.29,-2.59,0.06,
0.598,0.21,-1.36,0.54,0.29,-2.59,0.06,
0.599,0.21,-1.36,0.54,0.33,-2.66,0.05,
0.6,0.21,-1.36,0.54,0.38,-2.71,0.03,
0.604,0.13,-1.21,-0.06,0.38,-2.71,0.03,
0.605,0.13,-1.21,-0.06,0.42,-2.75,0.03,
0.606,0.13,-1.21,-0.06,0.45,-2.78,0.02,
0.608,-0.12,-1.00,-0.45,0.45,-2.78,0.02,
0.609,-0.12,-1.00,-0.45,0.49,-2.82,0.02,
0.61,-0.12,-1.00,-0.45,0.52,-2.86,0.02,
0.613,-0.47,-0.80,-0.68,0.52,-2.86,0.02,
0.614,-0.47,-0.80,-0.68,0.54,-2.90,0.02,
0.615,-0.47,-0.80,-0.68,0.57,-2.94,0.03,
0.617,-0.85,-0.68,-0.74,0.57,-2.94,0.03,
0.618,-0.85,-0.68,-0.74,0.59,-2.99,0.04,
0.621,-0.85,-0.68,-0.74,0.60,-3.05,0.05,
0.623,-0.85,-0.68,-0.74,0.62,-3.12,0.07,
0.624,-1.21,-0.65,-0.86,0.62,-3.12,0.07,
0.626,-1.21,-0.65,-0.86,0.63,-3.19,0.09,
0.629,-1.58,-0.57,-1.11,0.63,-3.19,0.09,
0.629,-1.58,-0.57,-1.11,0.63,-3.25,0.10,
0.63,-1.58,-0.57,-1.11,0.63,-3.29,0.11,
0.633,-1.96,-0.50,-1.77,0.63,-3.29,0.11,
0.634,-1.96,-0.50,-1.77,0.63,-3.29,0.12,
0.635,-1.96,-0.50,-1.77,0.63,-3.25,0.12,
0.638,-2.30,-0.49,-2.38,0.63,-3.25,0.12,
0.638,-2.30,-0.49,-2.38,0.63,-3.18,0.12,
0.641,-2.30,-0.49,-2.38,0.62,-3.11,0.11,
0.644,-2.37,-0.51,-2.61,0.62,-3.11,0.11,
0.644,-2.37,-0.51,-2.61,0.62,-3.03,0.11,
0.645,-2.37,-0.51,-2.61,0.61,-2.96,0.11,
0.649,-2.65,-0.33,-2.59,0.61,-2.96,0.11,
0.649,-2.65,-0.33,-2.59,0.60,-2.91,0.11,
0.65,-2.65,-0.33,-2.59,0.59,-2.86,0.12,
0.654,-2.96,-0.06,-2.50,0.59,-2.86,0.12,
0.654,-2.96,-0.06,-2.50,0.58,-2.82,0.13,
0.656,-2.96,-0.06,-2.50,0.56,-2.78,0.15,
0.658,-2.92,0.09,-2.40,0.56,-2.78,0.15,
0.658,-2.92,0.09,-2.40,0.55,-2.74,0.18,
0.66,-2.92,0.09,-2.40,0.53,-2.72,0.19,
0.664,-1.69,0.25,-2.02,0.53,-2.72,0.19,
0.668,-1.69,0.25,-2.02,0.52,-2.71,0.19,
0.668,-1.69,0.25,-2.02,0.50,-2.69,0.20,
0.669,-1.66,-0.02,-1.85,0.50,-2.69,0.20,
0.669,-1.66,-0.02,-1.85,0.48,-2.68,0.21,
0.674,-1.66,-0.02,-1.85,0.46,-2.68,0.21,
0.674,-1.82,-0.56,-1.69,0.46,-2.68,0.21,
0.675,-1.82,-0.56,-1.69,0.44,-2.68,0.22,
0.675,-1.82,-0.56,-1.69,0.41,-2.69,0.22,
0.68,-2.04,-1.24,-1.75,0.41,-2.69,0.22,
0.681,-2.04,-1.24,-1.75,0.40,-2.68,0.23,
0.681,-2.04,-1.24,-1.75,0.38,-2.66,0.24,
0.684,-2.19,-1.81,-2.01,0.38,-2.66,0.24,
0.684,-2.19,-1.81,-2.01,0.36,-2.60,0.23,
0.687,-2.19,-1.81,-2.01,0.34,-2.53,0.23,
0.696,-2.19,-2.14,-2.12,0.34,-2.53,0.23,
0.696,-2.07,-2.22,-2.04,0.34,-2.53,0.23,
0.697,-2.07,-2.22,-2.04,0.32,-2.43,0.23,
0.697,-2.07,-2.22,-2.04,0.30,-2.33,0.22,
0.698,-2.07,-2.22,-2.04,0.27,-2.24,0.21,
0.698,-2.07,-2.22,-2.04,0.23,-2.14,0.21,
0.7,-1.90,-2.10,-1.83,0.23,-2.14,0.21,
0.7,-1.90,-2.10,-1.83,0.20,-2.05,0.20,
0.7,-1.90,-2.10,-1.83,0.16,-1.97,0.20,
0.703,-1.72,-1.93,-1.54,0.16,-1.97,0.20,
0.703,-1.72,-1.93,-1.54,0.12,-1.90,0.20,
0.706,-1.72,-1.93,-1.54,0.07,-1.84,0.20,
0.709,-1.57,-1.76,-1.15,0.07,-1.84,0.20,
