time,ax,ay,az,wx,wy,wz,
0.063,-0.82,1.14,-0.05,-0.87,-1.67,-0.03,
0.063,-0.82,1.14,-0.05,-0.89,-1.70,-0.05,
0.067,-0.82,1.14,-0.05,-0.91,-1.73,-0.07,
0.068,-0.76,0.77,0.36,-0.91,-1.73,-0.07,
0.068,-0.76,0.77,0.36,-0.92,-1.77,-0.10,
0.071,-0.76,0.77,0.36,-0.93,-1.82,-0.13,
0.072,-0.41,0.13,0.66,-0.93,-1.82,-0.13,
0.072,-0.41,0.13,0.66,-0.95,-1.87,-0.17,
0.076,-0.41,0.13,0.66,-0.96,-1.94,-0.21,
0.078,0.27,-0.89,1.22,-0.96,-1.94,-0.21,
0.079,0.27,-0.89,1.22,-0.97,-2.01,-0.26,
0.08,0.27,-0.89,1.22,-0.97,-2.08,-0.31,
0.082,-0.50,-0.54,0.88,-0.97,-2.08,-0.31,
0.083,-0.50,-0.54,0.88,-0.97,-2.10,-0.33,
0.086,-0.50,-0.54,0.88,-0.98,-2.07,-0.36,
0.088,-1.07,-0.23,-0.93,-0.98,-2.07,-0.36,
0.093,-0.84,-0.36,-1.65,-0.98,-2.07,-0.36,
0.096,-0.84,-0.36,-1.65,-1.00,-2.01,-0.38,
0.097,-0.84,-0.36,-1.65,-1.03,-1.93,-0.40,
0.097,-0.84,-0.36,-1.65,-1.05,-1.87,-0.42,
0.098,-0.84,-0.36,-1.65,-1.07,-1.82,-0.45,
0.098,-0.84,-0.36,-1.65,-1.08,-1.80,-0.48,
0.099,-0.49,-0.59,-0.97,-1.08,-1.80,-0.48,
0.106,-0.29,-0.81,-0.48,-1.08,-1.80,-0.48,
0.107,-0.29,-0.81,-0.48,-1.09,-1.80,-0.50,
0.107,-0.29,-0.81,-0.48,-1.09,-1.81,-0.51,
0.108,-0.29,-0.81,-0.48,-1.11,-1.82,-0.50,
0.108,-0.28,-0.85,-1.03,-1.11,-1.82,-0.50,
0.109,-0.28,-0.85,-1.03,-1.14,-1.83,-0.46,
0.11,-0.28,-0.85,-1.03,-1.18,-1.83,-0.41,
0.112,-0.40,-0.71,-2.00,-1.18,-1.83,-0.41,
0.113,-0.40,-0.71,-2.00,-1.23,-1.81,-0.34,
0.116,-0.40,-0.71,-2.00,-1.27,-1.78,-0.28,
0.117,-0.58,-0.78,-1.97,-1.27,-1.78,-0.28,
0.118,-0.58,-0.78,-1.97,-1.30,-1.78,-0.22,
0.124,-0.58,-0.78,-1.97,-1.33,-1.81,-0.16,
0.125,-0.27,-0.98,-1.21,-1.33,-1.81,-0.16,
0.125,-0.27,-0.98,-1.21,-1.34,-1.85,-0.11,
0.125,-0.27,-0.98,-1.21,-1.36,-1.89,-0.07,
0.127,-0.00,-1.09,-0.67,-1.36,-1.89,-0.07,
0.127,-0.00,-1.09,-0.67,-1.37,-1.92,-0.03,
0.129,-0.00,-1.09,-0.67,-1.37,-1.94,0.00,
0.133,0.28,-1.22,-0.14,-1.37,-1.94,0.00,
0.134,0.28,-1.22,-0.14,-1.37,-1.96,0.03,
0.135,0.28,-1.22,-0.14,-1.36,-1.98,0.05,
0.139,0.61,-1.30,0.22,-1.36,-1.98,0.05,
0.139,0.61,-1.30,0.22,-1.35,-1.99,0.06,
0.14,0.61,-1.30,0.22,-1.34,-1.99,0.05,
0.144,1.00,-1.35,0.25,-1.34,-1.99,0.05,
0.144,1.00,-1.35,0.25,-1.32,-1.97,0.03,
0.145,1.00,-1.35,0.25,-1.31,-1.95,0.00,
0.148,1.15,-1.24,0.08,-1.31,-1.95,0.00,
0.148,1.15,-1.24,0.08,-1.30,-1.90,-0.03,
0.151,1.15,-1.24,0.08,-1.28,-1.83,-0.07,
0.153,0.37,-0.66,-0.60,-1.28,-1.83,-0.07,
0.154,0.37,-0.66,-0.60,-1.26,-1.72,-0.10,
0.155,0.37,-0.66,-0.60,-1.25,-1.60,-0.12,
0.157,-0.59,0.31,-0.75,-1.25,-1.60,-0.12,
0.158,-0.59,0.31,-0.75,-1.22,-1.49,-0.14,
0.16,-0.59,0.31,-0.75,-1.19,-1.41,-0.15,
0.164,-0.46,0.75,0.62,-1.19,-1.41,-0.15,
0.165,-0.46,0.75,0.62,-1.14,-1.37,-0.18,
0.166,-0.46,0.75,0.62,-1.09,-1.35,-0.22,
0.176,0.06,0.75,2.01,-1.09,-1.35,-0.22,
0.178,0.06,0.75,2.01,-1.03,-1.34,-0.27,
0.179,0.06,0.75,2.01,-0.97,-1.34,-0.33,
0.18,0.31,0.54,2.32,-0.97,-1.34,-0.33,
0.181,0.31,0.54,2.32,-0.91,-1.33,-0.40,
0.182,0.31,0.54,2.32,-0.85,-1.31,-0.46,
0.182,0.24,0.34,2.07,-0.85,-1.31,-0.46,
0.183,0.24,0.34,2.07,-0.79,-1.29,-0.52,
0.184,0.24,0.34,2.07,-0.73,-1.26,-0.58,
0.184,-0.06,0.32,1.36,-0.73,-1.26,-0.58,
0.185,-0.06,0.32,1.36,-0.69,-1.21,-0.63,
0.185,-0.06,0.32,1.36,-0.64,-1.14,-0.66,
0.195,-0.31,0.59,0.37,-0.64,-1.14,-0.66,
0.196,-0.57,1.19,-0.68,-0.64,-1.14,-0.66,
0.197,-0.57,1.19,-0.68,-0.61,-1.06,-0.67,
0.198,-0.57,1.19,-0.68,-0.59,-0.96,-0.66,
0.199,-0.57,1.19,-0.68,-0.58,-0.85,-0.62,
0.199,-0.57,1.19,-0.68,-0.58,-0.74,-0.56,
0.2,-0.77,1.92,-1.59,-0.58,-0.74,-0.56,
0.201,-0.77,1.92,-1.59,-0.59,-0.63,-0.49,
0.201,-0.77,1.92,-1.59,-0.60,-0.54,-0.41,
0.21,-0.75,2.23,-1.80,-0.60,-0.54,-0.41,
0.211,-0.75,2.23,-1.80,-0.62,-0.46,-0.32,
0.211,-0.75,2.23,-1.80,-0.64,-0.40,-0.24,
0.212,-0.75,2.23,-1.80,-0.67,-0.33,-0.14,
0.212,-0.88,2.27,-2.05,-0.67,-0.33,-0.14,
0.213,-0.88,2.27,-2.05,-0.71,-0.27,-0.04,
0.213,-0.88,2.27,-2.05,-0.74,-0.23,0.07,
0.214,-0.92,2.13,-1.89,-0.74,-0.23,0.07,
0.217,-0.92,2.13,-1.89,-0.78,-0.21,0.17,
0.218,-0.92,2.13,-1.89,-0.82,-0.19,0.26,
0.222,-0.68,1.62,-1.37,-0.82,-0.19,0.26,
0.222,-0.52,1.06,-1.02,-0.82,-0.19,0.26,
0.222,-0.52,1.06,-1.02,-0.85,-0.19,0.36,
0.222,-0.52,1.06,-1.02,-0.89,-0.19,0.45,
0.225,-0.52,1.06,-1.02,-0.91,-0.22,0.53,
0.228,-0.32,0.49,-0.08,-0.91,-0.22,0.53,
0.228,-0.32,0.49,-0.08,-0.93,-0.26,0.61,
0.229,-0.32,0.49,-0.08,-0.95,-0.31,0.69,
0.232,-0.32,0.49,-0.08,-0.96,-0.37,0.76,
0.232,0.11,-0.12,0.73,-0.96,-0.37,0.76,
0.235,0.11,-0.12,0.73,-0.96,-0.44,0.81,
0.237,0.91,-0.80,1.62,-0.96,-0.44,0.81,
0.238,0.91,-0.80,1.62,-0.96,-0.53,0.84,
0.24,0.91,-0.80,1.62,-0.96,-0.61,0.86,
0.242,0.91,-0.80,1.62,-0.96,-0.69,0.86,
0.243,1.72,-1.27,1.98,-0.96,-0.69,0.86,
0.245,1.72,-1.27,1.98,-0.95,-0.76,0.86,
0.248,2.62,-1.59,2.14,-0.95,-0.76,0.86,
0.248,2.62,-1.59,2.14,-0.95,-0.82,0.84,
0.25,2.62,-1.59,2.14,-0.95,-0.87,0.81,
0.256,3.33,-1.73,2.03,-0.95,-0.87,0.81,
0.257,3.33,-1.73,2.03,-0.95,-0.92,0.78,
0.257,3.33,-1.73,2.03,-0.95,-0.94,0.75,
0.258,3.69,-1.68,1.51,-0.95,-0.94,0.75,
0.258,3.69,-1.68,1.51,-0.96,-0.95,0.71,
0.261,3.69,-1.68,1.51,-0.97,-0.95,0.68,
0.263,3.86,-1.59,0.94,-0.97,-0.95,0.68,
0.264,3.86,-1.59,0.94,-0.99,-0.93,0.64,
0.266,3.86,-1.59,0.94,-1.01,-0.90,0.61,
0.268,3.75,-1.38,0.35,-1.01,-0.90,0.61,
0.268,3.75,-1.38,0.35,-1.02,-0.85,0.57,
0.27,3.75,-1.38,0.35,-1.04,-0.78,0.55,
0.274,3.37,-1.07,-0.31,-1.04,-0.78,0.55,
0.274,3.37,-1.07,-0.31,-1.06,-0.69,0.51,
0.275,3.37,-1.07,-0.31,-1.08,-0.58,0.49,
0.278,2.79,-0.71,-0.99,-1.08,-0.58,0.49,
0.278,2.79,-0.71,-0.99,-1.09,-0.45,0.47,
0.28,2.79,-0.71,-0.99,-1.10,-0.31,0.45,
0.283,2.15,-0.38,-1.54,-1.10,-0.31,0.45,
0.284,2.15,-0.38,-1.54,-1.11,-0.16,0.43,
0.285,2.15,-0.38,-1.54,-1.11,0.01,0.42,
0.289,1.45,-0.14,-1.91,-1.11,0.01,0.42,
0.289,1.45,-0.14,-1.91,-1.11,0.18,0.41,
0.29,1.45,-0.14,-1.91,-1.10,0.36,0.40,
0.293,0.71,0.01,-2.07,-1.10,0.36,0.40,
0.294,0.71,0.01,-2.07,-1.08,0.53,0.39,
0.295,0.71,0.01,-2.07,-1.06,0.71,0.38,
0.309,-0.05,0.02,-1.95,-1.06,0.71,0.38,
0.31,-0.55,-0.08,-1.63,-1.06,0.71,0.38,
0.31,-0.55,-0.08,-1.63,-1.03,0.87,0.37,
0.311,-0.55,-0.08,-1.63,-0.99,1.03,0.36,
0.311,-0.55,-0.08,-1.63,-0.95,1.17,0.35,
0.312,-0.55,-0.08,-1.63,-0.90,1.29,0.33,
0.312,-0.73,-0.36,-1.13,-0.90,1.29,0.33,
0.313,-0.73,-0.36,-1.13,-0.85,1.40,0.32,
0.313,-0.73,-0.36,-1.13,-0.79,1.50,0.30,
0.314,-0.65,-0.75,-0.68,-0.79,1.50,0.30,
0.314,-0.65,-0.75,-0.68,-0.74,1.58,0.27,
0.325,-0.41,-1.18,-0.32,-0.74,1.58,0.27,
0.326,-0.08,-1.45,0.15,-0.74,1.58,0.27,
0.326,-0.08,-1.45,0.15,-0.69,1.66,0.24,
0.327,-0.08,-1.45,0.15,-0.64,1.72,0.20,
0.327,-0.08,-1.45,0.15,-0.59,1.77,0.16,
0.328,-0.08,-1.45,0.15,-0.53,1.81,0.12,
0.328,-0.08,-1.45,0.15,-0.48,1.82,0.08,
0.329,0.24,-1.63,0.75,-0.48,1.82,0.08,
0.334,0.24,-1.63,0.75,-0.43,1.83,0.05,
0.335,0.24,-1.63,0.75,-0.37,1.82,0.01,
0.335,0.52,-1.66,1.23,-0.37,1.82,0.01,
0.336,0.52,-1.66,1.23,-0.32,1.81,-0.03,
0.336,0.52,-1.66,1.23,-0.27,1.80,-0.06,
0.343,0.69,-1.65,1.42,-0.27,1.80,-0.06,
0.344,0.69,-1.65,1.42,-0.22,1.78,-0.09,
0.345,0.69,-1.65,1.42,-0.18,1.77,-0.12,
0.345,0.98,-1.63,1.44,-0.18,1.77,-0.12,
0.345,0.98,-1.63,1.44,-0.13,1.76,-0.15,
0.346,0.98,-1.63,1.44,-0.09,1.75,-0.17,
0.348,1.36,-1.58,1.56,-0.09,1.75,-0.17,
0.349,1.36,-1.58,1.56,-0.05,1.74,-0.21,
0.352,1.86,-1.21,1.91,-0.05,1.74,-0.21,
0.353,1.86,-1.21,1.91,-0.01,1.73,-0.24,
0.353,1.86,-1.21,1.91,0.03,1.72,-0.27,
0.356,1.86,-1.21,1.91,0.07,1.72,-0.29,
0.359,2.06,-0.65,2.45,0.07,1.72,-0.29,
0.359,2.06,-0.65,2.45,0.12,1.72,-0.32,
0.363,1.75,-0.27,3.58,0.12,1.72,-0.32,
0.364,1.75,-0.27,3.58,0.17,1.71,-0.35,
0.364,1.75,-0.27,3.58,0.23,1.67,-0.38,
0.365,1.75,-0.27,3.58,0.31,1.57,-0.41,
0.37,1.45,0.09,5.44,0.31,1.57,-0.41,
0.371,1.45,0.09,5.44,0.39,1.47,-0.45,
0.371,1.45,0.09,5.44,0.47,1.37,-0.50,
0.372,1.39,-0.03,5.26,0.47,1.37,-0.50,
0.373,1.39,-0.03,5.26,0.56,1.28,-0.54,
0.375,1.39,-0.03,5.26,0.65,1.21,-0.59,
0.378,1.27,-0.13,4.28,0.65,1.21,-0.59,
0.378,1.27,-0.13,4.28,0.74,1.16,-0.63,
0.38,1.27,-0.13,4.28,0.83,1.15,-0.67,
0.386,1.26,-0.15,2.81,0.83,1.15,-0.67,
0.387,1.26,-0.15,2.81,0.92,1.16,-0.70,
0.387,1.26,-0.15,2.81,1.01,1.19,-0.74,
0.388,1.25,-0.12,1.71,1.01,1.19,-0.74,
0.389,1.25,-0.12,1.71,1.10,1.24,-0.77,
0.391,1.25,-0.12,1.71,1.19,1.29,-0.79,
0.392,1.28,-0.11,0.94,1.19,1.29,-0.79,
0.393,1.28,-0.11,0.94,1.27,1.34,-0.81,
0.395,1.28,-0.11,0.94,1.36,1.40,-0.83,
0.399,1.43,-0.19,0.14,1.36,1.40,-0.83,
0.4,1.43,-0.19,0.14,1.45,1.47,-0.84,
0.4,1.43,-0.19,0.14,1.54,1.53,-0.84,
0.403,1.61,-0.30,-0.49,1.54,1.53,-0.84,
0.404,1.61,-0.30,-0.49,1.62,1.59,-0.83,
0.406,1.61,-0.30,-0.49,1.69,1.66,-0.81,
0.41,1.61,-0.30,-0.49,1.76,1.73,-0.78,
0.41,1.61,-0.30,-0.49,1.83,1.82,-0.74,
0.41,1.61,-0.32,-0.92,1.83,1.82,-0.74,
0.414,1.61,-0.32,-0.92,1.89,1.92,-0.69,
0.415,1.15,-0.26,-1.47,1.89,1.92,-0.69,
0.415,1.15,-0.26,-1.47,1.96,2.04,-0.62,
0.42,1.15,-0.26,-1.47,2.01,2.17,-0.54,
0.42,0.68,-0.01,-1.95,2.01,2.17,-0.54,
0.421,0.68,-0.01,-1.95,2.07,2.28,-0.46,
0.423,0.68,-0.01,-1.95,2.13,2.38,-0.37,
0.424,0.58,0.22,-1.66,2.13,2.38,-0.37,
0.425,0.58,0.22,-1.66,2.18,2.45,-0.29,
0.428,0.58,0.22,-1.66,2.23,2.49,-0.20,
0.428,0.96,0.32,-1.06,2.23,2.49,-0.20,
0.43,0.96,0.32,-1.06,2.28,2.53,-0.13,
0.433,1.56,0.29,-0.89,2.28,2.53,-0.13,
0.433,1.56,0.29,-0.89,2.32,2.55,-0.07,
0.436,1.56,0.29,-0.89,2.35,2.56,-0.02,
0.438,2.00,-0.03,-0.82,2.35,2.56,-0.02,
0.438,2.00,-0.03,-0.82,2.37,2.55,0.02,
0.443,2.06,-0.63,-0.51,2.37,2.55,0.02,
0.443,2.06,-0.63,-0.51,2.39,2.52,0.05,
0.444,2.06,-0.63,-0.51,2.39,2.48,0.07,
0.448,1.52,-1.29,-1.04,2.39,2.48,0.07,
0.459,0.82,-1.87,-1.67,2.39,2.48,0.07,
0.459,0.45,-2.28,-1.87,2.39,2.48,0.07,
0.46,0.45,-2.28,-1.87,2.38,2.44,0.08,
0.46,0.45,-2.28,-1.87,2.35,2.41,0.09,
0.46,0.45,-2.28,-1.87,2.32,2.39,0.09,
0.46,0.45,-2.28,-1.87,2.27,2.35,0.09,
0.46,0.45,-2.28,-1.87,2.21,2.31,0.09,
0.46,0.45,-2.28,-1.87,2.15,2.26,0.08,
0.461,0.45,-2.28,-1.87,2.09,2.19,0.07,
0.466,0.44,-2.44,-1.73,2.09,2.19,0.07,
0.47,0.41,-2.35,-1.96,2.09,2.19,0.07,
0.471,0.41,-2.35,-1.96,2.03,2.12,0.05,
0.471,0.41,-2.35,-1.96,1.96,2.04,0.03,
0.471,0.41,-2.35,-1.96,1.90,1.99,0.00,
0.471,0.41,-2.35,-1.96,1.82,1.95,-0.03,
0.474,0.41,-2.35,-1.96,1.74,1.94,-0.06,
0.475,0.41,-2.35,-1.96,1.64,1.91,-0.12,
0.475,0.18,-2.15,-2.49,1.64,1.91,-0.12,
0.478,0.18,-2.15,-2.49,1.48,1.83,-0.22,
0.478,0.27,-2.58,-2.80,1.48,1.83,-0.22,
0.481,0.27,-2.58,-2.80,1.25,1.66,-0.36,
0.483,0.27,-2.58,-2.80,0.93,1.41,-0.52,
0.483,-0.02,-2.63,-3.03,0.93,1.41,-0.52,
0.485,-0.02,-2.63,-3.03,0.55,1.13,-0.69,
0.489,-0.02,-2.63,-3.03,0.17,0.88,-0.84,
0.489,-1.19,-0.89,-3.87,0.17,0.88,-0.84,
0.491,-1.19,-0.89,-3.87,-0.17,0.72,-0.95,
0.494,-1.19,-0.89,-3.87,-0.42,0.65,-1.01,
0.494,-2.56,1.39,-4.22,-0.42,0.65,-1.01,
0.496,-2.56,1.39,-4.22,-0.59,0.68,-1.01,
0.499,-2.56,1.39,-4.22,-0.67,0.79,-0.96,
0.5,-3.95,3.16,-3.35,-0.67,0.79,-0.96,
0.501,-3.95,3.16,-3.35,-0.67,0.93,-0.87,
0.503,-3.95,3.16,-3.35,-0.63,1.08,-0.76,
0.504,-4.27,3.51,-1.55,-0.63,1.08,-0.76,
0.506,-4.27,3.51,-1.55,-0.56,1.21,-0.66,
0.508,-2.85,2.46,0.30,-0.56,1.21,-0.66,
0.509,-2.85,2.46,0.30,-0.47,1.32,-0.58,
0.51,-2.85,2.46,0.30,-0.40,1.39,-0.53,
0.513,-2.85,2.46,0.30,-0.33,1.39,-0.52,
0.513,-0.52,0.75,1.77,-0.33,1.39,-0.52,
0.516,-0.52,0.75,1.77,-0.29,1.34,-0.55,
0.518,-0.52,0.75,1.77,-0.25,1.23,-0.61,
0.519,1.54,-0.51,2.63,-0.25,1.23,-0.61,
0.521,1.54,-0.51,2.63,-0.22,1.11,-0.69,
0.523,2.65,-0.90,2.58,-0.22,1.11,-0.69,
0.523,2.65,-0.90,2.58,-0.20,0.99,-0.78,
0.525,2.65,-0.90,2.58,-0.18,0.90,-0.87,
0.528,2.73,-1.04,1.69,-0.18,0.90,-0.87,
0.529,2.73,-1.04,1.69,-0.16,0.83,-0.95,
0.532,2.73,-1.04,1.69,-0.14,0.80,-0.99,
0.534,2.73,-1.04,1.69,-0.15,0.80,-1.00,
0.535,1.55,-0.93,0.47,-0.15,0.80,-1.00,
0.535,1.55,-0.93,0.47,-0.15,0.85,-0.99,
0.539,0.06,-0.80,-0.85,-0.15,0.85,-0.99,
0.539,0.06,-0.80,-0.85,-0.16,0.90,-0.97,
0.54,0.06,-0.80,-0.85,-0.17,0.93,-0.94,
0.543,0.06,-0.80,-0.85,-0.18,0.93,-0.91,
0.544,-0.89,-0.62,-1.08,-0.18,0.93,-0.91,
0.546,-0.89,-0.62,-1.08,-0.19,0.90,-0.87,
0.548,-0.89,-0.62,-1.08,-0.21,0.83,-0.83,
0.549,-1.48,-0.35,-0.95,-0.21,0.83,-0.83,
0.551,-1.48,-0.35,-0.95,-0.23,0.72,-0.78,
0.554,-2.00,-0.23,-0.92,-0.23,0.72,-0.78,
0.555,-2.00,-0.23,-0.92,-0.26,0.60,-0.72,
0.556,-2.00,-0.23,-0.92,-0.29,0.47,-0.65,
0.559,-2.58,-0.41,-1.01,-0.29,0.47,-0.65,
0.559,-2.58,-0.41,-1.01,-0.33,0.32,-0.57,
0.56,-2.58,-0.41,-1.01,-0.36,0.18,-0.48,
0.564,-2.97,-0.43,-1.13,-0.36,0.18,-0.48,
0.565,-2.97,-0.43,-1.13,-0.40,0.03,-0.39,
0.567,-2.97,-0.43,-1.13,-0.44,-0.12,-0.30,
0.568,-2.97,-0.43,-1.13,-0.47,-0.28,-0.21,
0.569,-3.12,-0.04,-1.01,-0.47,-0.28,-0.21,
0.57,-3.12,-0.04,-1.01,-0.52,-0.47,-0.10,
0.573,-3.20,0.68,-0.47,-0.52,-0.47,-0.10,
0.574,-3.20,0.68,-0.47,-0.56,-0.69,0.02,
0.575,-3.20,0.68,-0.47,-0.62,-0.93,0.14,
0.579,-3.01,1.22,-0.22,-0.62,-0.93,0.14,
0.58,-3.01,1.22,-0.22,-0.67,-1.16,0.26,
0.58,-3.01,1.22,-0.22,-0.73,-1.36,0.36,
0.585,-2.10,1.20,-0.48,-0.73,-1.36,0.36,
0.585,-2.10,1.20,-0.48,-0.78,-1.55,0.43,
0.586,-2.10,1.20,-0.48,-0.83,-1.73,0.49,
0.589,-1.14,1.20,-0.39,-0.83,-1.73,0.49,
0.59,-1.14,1.20,-0.39,-0.88,-1.88,0.53,
0.591,-1.14,1.20,-0.39,-0.91,-2.01,0.56,
0.593,-0.53,0.99,-0.48,-0.91,-2.01,0.56,
0.594,-0.53,0.99,-0.48,-0.94,-2.12,0.58,
0.595,-0.53,0.99,-0.48,-0.96,-2.22,0.60,
0.607,-0.38,0.63,-0.43,-0.96,-2.22,0.60,
0.608,-0.38,0.63,-0.43,-0.97,-2.30,0.61,
0.608,-0.38,0.63,-0.43,-0.96,-2.35,0.62,
0.609,-0.32,0.26,-0.40,-0.96,-2.35,0.62,
0.609,-0.32,0.26,-0.40,-0.95,-2.36,0.62,
0.61,-0.32,0.26,-0.40,-0.91,-2.34,0.63,
0.61,0.19,0.14,-0.66,-0.91,-2.34,0.63,
0.611,0.19,0.14,-0.66,-0.86,-2.26,0.62,
0.611,0.19,0.14,-0.66,-0.80,-2.10,0.60,
0.614,1.21,0.21,-0.94,-0.80,-2.10,0.60,
0.616,1.21,0.21,-0.94,-0.74,-1.95,0.58,
0.617,1.21,0.21,-0.94,-0.68,-1.83,0.55,
0.62,1.21,0.21,-0.94,-0.63,-1.74,0.53,
0.621,1.57,0.18,-0.57,-0.63,-1.74,0.53,
0.622,1.57,0.18,-0.57,-0.60,-1.67,0.51,
0.623,1.80,0.13,-0.13,-0.60,-1.67,0.51,
0.624,1.80,0.13,-0.13,-0.57,-1.65,0.49,
0.626,1.80,0.13,-0.13,-0.55,-1.66,0.48,
0.628,2.01,0.03,0.13,-0.55,-1.66,0.48,
0.629,2.01,0.03,0.13,-0.53,-1.68,0.47,
0.631,2.01,0.03,0.13,-0.52,-1.71,0.46,
0.634,2.13,-0.08,-0.13,-0.52,-1.71,0.46,
0.634,2.13,-0.08,-0.13,-0.50,-1.74,0.45,
0.636,2.13,-0.08,-0.13,-0.49,-1.76,0.44,
0.639,2.10,-0.21,-0.81,-0.49,-1.76,0.44,
0.64,2.10,-0.21,-0.81,-0.49,-1.76,0.43,
0.641,2.10,-0.21,-0.81,-0.48,-1.76,0.42,
0.643,1.86,-0.24,-1.54,-0.48,-1.76,0.42,
0.644,1.86,-0.24,-1.54,-0.49,-1.75,0.42,
0.646,1.86,-0.24,-1.54,-0.50,-1.73,0.41,
0.649,1.86,-0.24,-1.54,-0.52,-1.70,0.42,
0.65,1.36,-0.19,-2.19,-0.52,-1.70,0.42,
0.651,1.36,-0.19,-2.19,-0.55,-1.67,0.43,
0.653,0.76,-0.11,-2.47,-0.55,-1.67,0.43,
0.654,0.76,-0.11,-2.47,-0.59,-1.65,0.45,
0.657,0.76,-0.11,-2.47,-0.63,-1.62,0.48,
0.659,0.04,-0.02,-2.62,-0.63,-1.62,0.48,
0.659,0.04,-0.02,-2.62,-0.68,-1.60,0.51,
0.662,0.04,-0.02,-2.62,-0.73,-1.57,0.56,
0.667,-0.77,-0.00,-2.79,-0.73,-1.57,0.56,
0.668,-0.77,-0.00,-2.79,-0.78,-1.53,0.61,
0.669,-0.77,-0.00,-2.79,-0.83,-1.50,0.67,
0.67,-1.56,-0.07,-2.81,-0.83,-1.50,0.67,
0.67,-1.56,-0.07,-2.81,-0.87,-1.45,0.74,
0.671,-1.56,-0.07,-2.81,-0.91,-1.41,0.81,
0.675,-2.33,-0.17,-2.80,-0.91,-1.41,0.81,
0.676,-2.33,-0.17,-2.80,-0.95,-1.36,0.90,
0.677,-2.33,-0.17,-2.80,-0.99,-1.29,0.99,
0.679,-3.20,-0.26,-3.62,-0.99,-1.29,0.99,
0.679,-3.20,-0.26,-3.62,-1.05,-1.18,1.11,
0.681,-3.20,-0.26,-3.62,-1.13,-1.01,1.25,
0.684,-3.83,-0.36,-4.74,-1.13,-1.01,1.25,
0.685,-3.83,-0.36,-4.74,-1.22,-0.83,1.38,
0.686,-3.83,-0.36,-4.74,-1.29,-0.68,1.53,
0.689,-4.17,-0.39,-4.05,-1.29,-0.68,1.53,
0.69,-4.17,-0.39,-4.05,-1.33,-0.57,1.67,
0.691,-4.17,-0.39,-4.05,-1.36,-0.49,1.81,
0.695,-4.24,-0.53,-3.09,-1.36,-0.49,1.81,
0.695,-4.24,-0.53,-3.09,-1.38,-0.45,1.94,
0.696,-4.24,-0.53,-3.09,-1.41,-0.44,2.07,
0.703,-3.58,-0.99,-2.21,-1.41,-0.44,2.07,
0.704,-3.58,-0.99,-2.21,-1.44,-0.47,2.19,
0.704,-3.58,-0.99,-2.21,-1.46,-0.53,2.29,
0.705,-2.27,-1.69,-1.42,-1.46,-0.53,2.29,
0.705,-2.27,-1.69,-1.42,-1.50,-0.61,2.36,
0.706,-2.27,-1.69,-1.42,-1.53,-0.70,2.40,
