ax,ay,az
-2.66,-0.03,-0.27
0.94,-0.85,-0.38
3.24,-0.97,-0.29
2.27,-0.62,0.33
1.72,-0.4,-0.2
0.79,-0.3,-0.68
0.22,0.24,-1.07
-0.16,0.75,-1.33
0.19,0.37,-0.97
0.36,-0.01,-0.91
0.49,0.26,-0.51
0.34,0.51,-0.37
0.55,0.73,-0.7
0.75,0.56,-0.86
0.26,0.74,-0.59
0.08,0.42,-0.46
-0.02,-0.13,-0.56
0.23,-0.32,-0.58
0.17,-1.7,-0.96
1.48,-1.67,-0.21
2.66,-2.15,-0.38
1.58,-4.38,0.12
0.03,-4.52,0.3
-2.17,-4.43,-0.72
-2.82,-5.63,-2.34
-2.05,-5.89,-3.9
-0.1,-4.49,-4.27
-0.16,-3.09,-3.56
-0.42,-2.64,-3.02
0.62,-2.37,-1.77
1.58,-1.93,-1.55
2.83,-1.14,-0.42
2.78,0.14,0.4
1.49,2.59,1.14
1.16,3.52,1.48
0.57,2.96,2.89
-0.4,1.65,4.96
-1.32,0.65,4.34
-1.22,0.19,2.98
-1.09,0.62,1.53
0.58,1.38,1.55
1.59,1.2,1.28
1.53,0.25,2.46
1.42,-0.59,3.1
1.02,-0.79,2.52
-0.26,0.05,1.86
-0.73,1.14,1.66
-0.5,1.54,1.66
-0.12,1.39,1.69
0.65,1.39,2.06
1.52,1.12,2.74
1.42,1.54,2.69
1.49,1.81,2.39
1.44,1.99,1.83
1.12,1.88,1.71
0.98,1.76,1.36
-1.41,2.16,-3.55
-5.54,-2.1,-14.65
0.26,-7.12,8.06
1.28,-0.07,-0.21
-3.38,1.27,0.09
-4.48,-2.1,-1.56
4.19,-3.59,-2.2
-0.0,-3.03,1.11
-2.02,-2.68,2.29
-0.29,-2.35,-0.89
2.0,-2.48,0.01
2.2,-1.31,1.74
1.04,-0.09,2.26
1.0,0.48,2.19
1.06,0.74,1.77
0.48,1.34,1.35
0.45,1.67,0.64
0.53,1.78,0.33
0.5,1.97,-0.11
-0.22,2.55,-0.56
-1.23,2.49,-0.68
-1.83,1.88,-0.41
-1.37,0.67,-1.12
-0.35,-0.86,-1.45
1.25,-1.1,-1.39
2.09,-0.29,-0.08
2.07,-0.21,0.18
1.69,-0.5,-0.76
0.79,-0.13,-1.55
-0.37,0.1,-1.28
-0.89,0.51,-0.47
-0.51,0.81,0.03
0.4,0.82,0.08
0.79,0.35,0.02
0.39,-0.05,-0.22
0.1,-0.14,-0.72
0.49,-0.91,-1.75
0.96,-0.38,-2.39
0.38,-0.14,-1.82
-0.55,-0.74,-2.05
-0.12,-0.78,-2.7
0.58,-0.74,-2.49
1.2,-0.95,-1.83
2.42,-2.71,-0.78
2.81,-5.0,-0.11
0.74,-3.77,-1.21
