ax,ay,az
0.77,3.14,0.55
1.16,2.44,0.79
1.32,1.55,0.9
1.07,1.12,0.05
0.51,1.31,-0.76
0.04,1.56,-1.46
-0.61,1.64,-1.94
-0.71,0.55,-1.31
-0.97,-0.1,-0.52
-1.49,0.09,0.04
-1.14,0.78,-1.18
-0.12,1.32,-2.16
0.31,0.72,-3.39
-0.3,-1.18,-4.5
-1.26,-5.09,-2.12
0.64,-6.73,1.67
1.89,-4.03,4.67
-3.85,-6.8,3.74
-4.52,-14.99,-1.41
0.53,-1.19,-2.32
0.47,4.72,2.47
3.61,3.3,4.28
7.54,-0.33,4.67
4.49,-2.39,4.26
-0.82,-0.83,2.25
-3.42,1.39,-0.22
-2.41,1.94,-3.36
0.84,0.96,-4.44
1.66,-0.55,-4.02
0.62,-1.15,-1.36
-0.31,-0.64,1.15
0.23,-0.12,0.71
1.32,0.35,-0.74
0.65,0.71,-1.63
-0.81,0.27,-1.54
-1.32,-0.07,-1.26
-0.17,-0.69,-1.48
0.7,-0.81,-2.2
0.58,-0.08,-2.29
0.86,0.61,-2.74
0.67,1.72,0.01
-0.51,1.94,-0.06
-0.53,1.7,-2.5
0.28,1.66,-2.01
0.15,2.29,-0.56
-0.01,3.05,-1.01
-0.91,3.95,0.44
-2.78,3.95,-0.24
-2.51,2.59,-1.85
0.14,1.25,-0.57
2.34,2.71,0.0
1.41,1.63,-1.48
0.81,-5.14,-1.01
0.33,-9.06,-0.5
-0.98,-6.38,-0.36
-0.03,-4.61,1.93
3.33,-9.03,3.0
3.78,-10.16,1.7
-0.07,-5.06,1.45
-2.21,-0.46,1.55
-2.56,0.67,0.63
-1.21,-0.46,0.73
-1.24,0.96,1.87
-1.08,2.37,2.58
-0.41,1.62,2.81
0.21,1.04,2.86
-0.0,1.27,2.51
-0.13,1.4,1.87
-0.31,1.3,1.04
-0.59,0.73,0.34
-0.63,0.47,0.41
0.06,1.21,0.81
0.65,2.11,0.92
0.95,2.37,1.66
1.02,2.75,1.8
0.86,2.98,1.5
0.13,3.18,1.47
-0.36,3.12,1.53
0.11,2.43,0.88
1.08,1.65,-0.0
2.26,0.4,-1.38
3.26,-0.41,-3.08
2.34,-0.88,-3.91
-0.29,-0.28,-3.01
-2.02,0.73,-2.1
-2.53,0.4,-1.59
-2.31,1.07,-1.16
-1.9,2.03,-0.36
-1.52,0.76,-1.07
-2.76,-2.84,-1.51
-5.92,-6.55,0.17
-1.34,-6.18,-0.57
8.19,-2.2,-1.45
5.07,-9.15,0.62
3.07,-12.97,0.99
-0.64,1.8,4.85
-2.53,5.16,6.28
-2.49,3.34,4.29
0.91,-0.52,1.61
1.58,-1.99,0.93
-0.68,-1.12,0.25
-1.0,0.77,-0.86
0.17,1.31,-1.53
1.46,0.67,-2.44
1.12,-0.11,-1.69
0.69,-0.87,-0.91
0.76,-0.63,0.12
1.18,0.32,0.21
0.66,0.39,-1.58
-0.6,0.47,-2.64
-0.77,0.67,-1.34
-0.24,0.37,-0.43
0.42,0.17,-0.53
1.07,0.03,-0.58
1.47,0.05,-1.47
0.99,1.14,-3.07
1.14,1.85,-2.87
-0.18,1.52,-1.93
-2.92,2.44,-2.29
-3.8,3.22,-2.8
-3.86,4.87,-0.12
-0.95,4.59,0.78
2.88,3.5,1.71
4.45,1.47,0.57
4.08,1.0,0.43
2.09,2.94,1.34
1.31,-0.37,0.46
1.17,-7.76,-3.02
-0.29,-9.57,-4.44
-1.27,-6.25,-1.77
0.87,-16.05,1.08
-1.3,-12.68,1.09
-0.91,-3.51,0.98
0.1,-0.39,0.24
0.2,2.41,0.89
0.15,2.19,1.93
-1.17,1.16,3.24
-1.67,1.88,3.19
-1.28,1.5,2.17
-0.43,1.66,2.17
0.3,1.96,2.46
0.63,2.0,2.73
0.68,1.98,2.07
0.11,1.28,1.35
-0.66,0.62,1.12
-0.26,0.63,0.58
0.42,1.08,0.47
0.83,1.44,1.41
1.19,1.52,1.87
1.15,1.11,1.83
0.52,0.42,1.19
-0.11,-0.11,-0.09
-0.47,0.06,-1.58
-0.75,0.64,-2.36
-0.82,1.34,-2.34
-0.92,1.47,-0.73
-0.97,0.57,0.43
-0.78,0.35,0.75
-0.13,1.12,-0.16
0.65,1.42,-1.04
1.06,1.5,-1.57
0.97,1.41,-1.52
0.37,1.43,-1.31
-0.1,1.47,-1.28
-0.75,1.36,-1.02
-1.6,0.35,-1.17
-2.13,-2.03,-1.76
-2.0,-3.51,-2.11
0.51,-2.08,1.1
-0.8,-12.18,-4.05
4.36,-21.3,-11.73
0.67,1.06,-0.41
-3.58,8.71,13.37
-4.87,7.79,10.51
0.75,-1.41,4.48
5.14,-6.52,1.11
3.29,-4.7,2.87
-1.85,0.04,-1.59
-2.05,1.6,-2.23
0.72,1.47,-1.96
0.81,1.15,-0.74
0.43,0.3,1.02
1.39,0.43,1.24
1.23,0.6,0.2
0.2,0.44,-1.41
0.34,0.53,-2.94
0.5,0.26,-2.86
0.59,0.77,-1.9
1.11,1.43,-0.52
1.01,1.53,0.21
0.98,1.07,0.37
1.73,0.23,-1.21
1.11,0.26,-2.26
-1.25,2.72,-1.2
-3.17,5.48,-0.16
-3.02,5.32,-0.68
-0.58,1.9,-0.83
2.65,0.11,-0.28
3.47,0.53,0.69
1.25,2.01,-0.98
0.2,3.25,-1.5
-0.13,3.5,-1.5
-0.65,-1.46,-2.04
0.44,-7.82,-0.9
1.17,-8.6,0.8
1.37,-5.78,0.54
1.34,-10.04,-0.34
-1.67,-10.31,-0.0
-3.39,-3.01,-0.09
-1.86,0.24,0.66
-0.71,0.85,0.88
-0.09,-1.49,1.95
0.6,-1.53,2.99
1.03,0.0,3.64
0.95,0.62,2.57
0.18,2.1,1.15
-0.49,3.49,0.96
-0.82,3.62,1.81
-0.5,3.22,2.22
0.22,1.53,2.08
-0.04,0.52,1.85
-1.01,1.22,1.52
-1.33,2.19,2.29
-0.33,2.75,2.78
1.52,2.15,2.03
2.67,0.81,0.6
1.98,-0.36,-1.14
0.07,-0.03,-0.1
-1.33,1.66,-0.02
-1.21,3.55,-1.32
-0.29,3.87,-1.97
0.66,2.75,-2.08
0.07,0.89,-1.67
-1.02,-0.27,-2.37
-2.54,0.11,-3.23
-2.57,-0.16,-3.87
-2.03,-1.21,-3.61
-0.63,-3.22,-1.83
0.28,-6.51,3.62
1.64,-4.13,4.15
-2.47,-11.51,0.76
5.18,-15.65,-8.9
4.78,1.14,0.42
2.38,5.49,7.0
1.17,5.5,8.01
0.43,1.08,3.52
1.58,-4.24,2.61
0.38,-3.8,1.33
-1.58,0.38,-2.31
-0.77,2.11,-2.63
0.52,2.13,-3.09
0.32,0.94,-1.98
-0.45,-0.04,0.22
0.3,0.32,0.21
2.11,0.36,-2.15
1.7,0.18,-2.02
0.3,0.51,-2.11
-0.32,0.62,-1.64
-0.07,0.06,-1.38
0.19,0.13,-0.91
0.37,0.74,0.72
1.1,1.19,-1.36
0.52,1.71,-1.08
-1.3,2.08,-0.79
-2.67,2.45,0.62
-2.69,2.72,-2.16
-0.09,2.52,-0.62
-0.19,2.83,-0.23
-0.85,3.45,0.41
-0.21,3.01,-0.67
0.8,1.1,0.0
1.53,1.15,-0.56
2.22,-0.47,0.11
2.24,-3.19,-0.99
2.64,-4.89,-2.0
1.32,-7.23,-4.44
-0.69,-14.65,-2.12
-3.27,-11.66,0.2
-1.96,-5.29,-0.14
-0.06,-1.6,-0.27
1.52,1.87,1.29
1.85,2.48,2.01
0.48,0.65,3.56
-0.83,0.04,4.03
-0.91,0.34,3.58
-0.52,1.21,3.79
0.54,2.45,3.25
1.38,3.0,2.4
1.21,2.69,2.09
0.56,2.21,1.92
-0.29,1.81,1.89
-0.98,1.94,1.44
-0.84,1.9,1.34
0.25,1.88,1.01
1.29,1.7,1.36
2.08,1.46,1.27
2.25,1.11,-0.33
1.52,0.43,-2.28
0.44,0.49,-3.52
-0.77,1.0,-4.54
-1.6,2.6,-4.04
-1.85,2.67,-3.69
-0.93,0.84,-1.82
-0.93,0.04,-1.09
-1.44,1.04,-1.57
-1.1,2.5,-1.42
-0.26,3.88,-1.93
-0.45,1.15,-0.12
-0.11,-5.92,3.89
3.01,-13.6,3.92
2.02,-22.57,-3.57
-2.17,-10.45,-8.11
-2.23,6.54,3.64
-2.46,9.16,11.17
1.9,6.52,10.59
6.28,-3.53,6.37
4.24,-8.33,4.17
-2.37,-1.79,0.04
-7.76,3.32,-2.16
-3.8,3.19,-2.88
2.05,1.81,-3.67
5.12,-0.32,-2.66
4.36,-2.21,1.26
1.96,-1.18,3.99
0.73,0.28,-0.6
0.55,0.75,-2.7
0.06,1.03,-2.02
-0.56,0.99,-1.26
-0.93,0.05,0.52
-1.1,0.31,2.62
0.13,0.5,1.69
1.21,0.17,-1.71
0.5,-0.19,-3.57
-0.2,-0.35,-3.94
-0.06,-1.02,-3.01
0.33,-1.19,-1.99
0.33,-1.02,-2.29
1.13,-0.67,-3.0
2.56,-1.18,-2.5
4.14,-3.57,-0.7
3.38,-5.5,0.65
-0.41,-3.71,-1.2
-3.24,-1.97,-2.94
-3.95,-1.06,-4.26
-3.58,0.22,-5.05
-2.96,0.77,-4.87
-0.96,0.13,-3.22
0.11,-0.62,-0.24
0.64,-1.84,2.31
0.81,-2.21,5.01
1.46,-3.18,8.89
1.83,-2.46,7.1
1.27,-2.1,3.39
1.47,-2.17,2.18
0.13,-0.66,1.33
-0.21,0.42,1.9
-0.19,1.1,3.01
-0.13,1.39,3.82
0.26,1.83,3.88
0.87,2.06,3.9
-0.03,2.42,3.9
-0.95,2.74,3.65
-1.19,2.82,3.32
-1.34,2.94,2.3
-0.8,2.73,0.92
0.13,1.4,0.88
0.62,-0.5,-1.99
0.09,-1.35,-5.31
-1.4,-1.97,-5.33
-3.19,-3.62,-5.13
-3.15,-6.39,-5.77
-1.18,-7.98,-0.99
0.68,-0.24,-0.55
3.87,6.32,4.91
2.28,6.17,8.89
-1.13,2.89,4.19
-0.32,-2.73,2.12
1.02,-4.73,3.28
-1.43,-0.8,1.43
-2.68,1.1,-0.78
-1.13,0.83,1.07
2.7,0.49,1.72
3.97,-0.57,0.67
