ax,ay,az
-3.2,2.63,0.4
-0.76,3.12,0.65
0.77,3.99,1.34
1.36,3.56,1.52
0.21,-0.41,-0.24
-1.71,-10.88,0.5
-2.46,-11.39,-0.95
-0.18,-2.48,-3.82
-3.88,-6.98,-4.38
-0.95,-16.4,-2.52
2.29,1.55,-1.05
3.26,3.48,5.42
4.28,2.61,7.83
2.68,1.2,5.6
1.98,-0.77,4.78
1.7,-1.57,3.96
-2.14,0.84,1.23
-3.26,2.16,-1.76
-0.92,1.6,-3.93
0.42,-0.62,-3.09
0.23,-2.03,-1.25
-0.34,-0.5,0.83
0.14,0.95,1.09
1.95,0.63,0.27
2.38,-0.66,-0.94
0.65,-1.32,-2.09
-1.26,-0.88,-1.71
-1.22,0.34,-0.68
0.09,0.97,-0.24
0.51,0.6,0.65
0.27,0.48,1.01
-0.07,0.97,0.85
-0.74,0.89,1.04
-0.83,0.39,-0.45
-0.16,0.2,-2.09
1.07,0.57,-3.69
2.04,0.25,-3.02
1.37,-0.3,-1.22
-0.36,1.52,-1.86
-3.12,3.1,-2.03
-3.05,3.59,-1.83
-0.99,3.44,-2.3
0.57,2.01,0.08
1.64,0.18,0.76
2.13,1.6,1.8
1.53,0.93,0.47
0.73,0.2,-2.15
0.19,1.73,-1.79
0.12,2.78,-1.49
0.17,3.07,-0.62
0.92,-1.85,-1.04
1.63,-8.72,-1.67
1.07,-8.13,0.55
-1.18,-2.43,2.18
-0.83,-6.33,-1.84
-1.26,-12.96,-1.44
-0.65,-7.0,0.69
0.12,-2.99,0.52
-0.34,0.39,2.46
0.28,1.63,2.67
0.97,-0.88,2.0
-0.81,-0.58,2.3
-1.66,0.24,2.85
-1.08,2.15,2.99
-0.33,3.15,2.32
0.39,2.14,1.92
0.89,1.09,2.13
0.62,0.63,2.04
-0.01,0.53,1.7
-0.23,0.76,1.83
0.22,1.17,1.99
1.1,1.42,1.63
1.54,1.3,1.2
1.22,1.54,0.69
0.52,1.6,0.49
0.3,1.21,0.28
0.52,0.86,-0.09
0.71,1.17,-0.19
0.84,1.53,-0.06
1.02,1.84,0.09
0.96,2.25,0.17
0.63,2.44,-0.31
0.1,1.44,-0.61
-0.56,-0.13,-0.78
-1.24,-0.72,-1.06
-1.45,0.18,-0.78
-1.31,1.34,-0.63
-1.1,2.46,-1.73
-1.07,3.17,-2.48
-1.8,2.96,-1.35
-1.73,2.58,-0.61
-1.52,-1.33,-1.7
-1.72,-9.12,0.01
-0.02,-7.34,-0.13
1.67,-0.31,1.23
-0.76,-0.96,1.55
-3.18,-16.63,1.83
7.99,-8.0,-1.97
2.4,3.34,2.77
1.96,4.89,5.07
2.06,2.58,3.73
0.4,-0.89,2.23
-1.14,-1.98,1.57
-3.15,-0.15,0.38
-2.64,1.56,-1.65
-0.3,1.49,-3.93
0.82,0.26,-4.52
0.35,-0.57,-1.58
-0.9,-0.21,2.44
0.25,0.4,2.35
2.32,0.49,0.19
2.69,0.18,-0.5
0.95,0.02,0.23
-0.57,0.22,-0.33
-0.13,-0.41,-1.55
0.66,0.31,-1.86
1.04,0.85,-1.3
1.02,0.01,-1.01
0.42,-0.29,-1.35
-0.11,1.85,-2.1
-0.23,4.19,-1.54
0.15,4.9,-0.19
0.36,2.68,-0.46
0.99,0.04,-0.87
0.63,0.76,-0.38
-0.36,1.5,-0.59
-1.76,2.63,-2.56
-1.6,2.88,-2.62
-0.23,2.05,-2.18
-0.75,2.15,-1.79
-1.07,2.08,-0.64
0.47,-1.91,0.01
2.07,-7.3,-1.09
2.04,-7.32,0.15
-0.67,-3.65,0.26
-2.05,-3.67,0.52
-0.81,-10.45,0.86
0.75,-10.18,-1.17
0.77,-4.88,0.89
0.31,0.11,2.63
1.35,2.62,2.07
2.18,0.41,1.26
0.71,-0.67,2.01
-1.19,0.57,2.81
-1.5,1.38,2.73
-0.74,2.11,2.82
0.38,2.73,2.73
1.17,2.84,2.03
1.45,2.01,1.87
0.48,0.8,1.69
-1.03,0.43,0.98
-1.35,0.44,1.25
-0.46,1.04,2.17
0.74,1.54,2.42
1.31,1.49,1.92
1.4,1.2,1.24
1.26,1.05,0.59
1.33,1.13,-0.11
0.99,1.45,-0.86
0.4,1.75,-1.71
0.27,1.43,-2.44
0.14,0.89,-2.71
-0.54,1.34,-2.45
-1.44,2.31,-2.56
-1.41,2.34,-2.14
-1.14,1.85,-1.9
-1.45,2.04,-2.28
-0.95,2.55,-2.28
0.28,0.86,-1.43
-0.17,-5.37,1.61
5.21,-6.38,1.86
5.09,-2.98,3.55
-1.76,-2.1,5.55
-13.0,-17.3,4.26
-1.07,-8.05,-4.72
6.06,2.12,-2.3
7.14,4.66,2.26
4.43,3.45,3.74
0.44,-0.36,3.31
-2.95,-0.73,2.02
-3.87,0.34,1.81
-3.27,1.37,-4.01
-1.22,1.23,-5.54
0.36,0.21,-4.13
1.99,-0.34,3.48
3.56,-0.52,5.18
2.42,-0.58,1.49
1.07,-0.24,0.03
-0.04,0.4,-1.27
-0.95,0.85,-1.17
-1.24,0.38,-1.3
-0.88,-0.34,-1.25
-0.09,-0.15,-0.3
1.15,-0.29,-0.02
2.0,-0.44,-1.09
2.19,-0.18,-1.77
1.29,0.36,-1.38
-0.1,0.51,-0.09
-0.82,0.08,-0.31
-0.36,-0.48,-1.35
0.24,-0.79,-1.49
0.26,-1.0,-1.45
0.72,-1.81,-1.3
2.23,-3.42,-1.13
2.69,-3.14,-1.28
1.65,-2.42,-1.55
-0.95,-1.31,-2.17
-2.04,-0.76,-3.11
-1.55,-0.48,-3.26
-1.09,0.29,-3.15
-0.95,1.33,-2.43
-0.89,1.87,-1.75
0.28,1.42,-1.18
0.83,-0.44,0.64
0.1,-2.07,2.19
-0.19,-3.42,3.88
-0.09,-4.1,6.29
0.65,-3.51,5.26
0.71,-2.49,2.63
0.49,-1.4,0.89
0.16,-0.74,0.7
0.21,-0.56,1.47
