ax,ay,az
2.8,4.92,4.62
6.68,5.24,8.44
7.39,1.49,5.74
3.96,-2.99,2.7
1.31,-3.72,3.1
-4.45,-0.11,0.48
-5.94,2.67,-2.32
-0.89,2.24,-4.07
2.15,0.63,-3.36
1.86,-1.53,0.06
-0.08,-2.23,2.64
-1.2,0.14,2.08
0.46,0.96,-0.51
1.52,0.6,-1.4
-0.18,0.64,-1.82
-1.76,0.69,-0.98
-1.19,-0.08,-2.1
0.25,-0.14,-1.51
1.67,0.25,-1.93
1.21,1.0,-1.41
0.15,1.48,-2.47
-0.31,1.85,-3.34
-1.07,1.6,-1.44
-1.65,1.52,-0.42
-1.57,1.69,-0.36
-1.0,1.47,-0.22
0.38,2.2,0.75
0.14,2.68,0.21
0.28,3.99,-0.98
0.68,3.43,-1.03
1.48,1.4,-0.14
1.05,1.74,1.03
0.51,1.71,-0.19
0.17,-2.7,-2.45
0.93,-8.78,-1.27
3.05,-9.04,-0.17
2.69,-7.77,0.15
1.73,-11.71,2.17
0.97,-8.66,1.66
-0.89,-1.08,0.41
-3.04,2.4,0.39
-2.28,2.07,0.23
-1.68,0.61,1.47
-2.05,0.19,2.92
-0.91,0.15,2.9
0.27,0.92,1.83
0.44,1.23,0.99
0.56,2.06,1.34
0.01,2.28,0.57
-0.48,1.5,0.36
-0.91,0.88,0.92
-0.39,0.97,1.3
0.5,1.4,1.65
1.18,1.76,2.31
1.14,2.05,2.34
0.85,2.11,1.86
1.36,2.14,0.89
1.94,2.03,-0.8
1.51,2.35,-1.99
0.22,2.67,-1.95
-0.98,2.61,-0.77
-1.35,2.15,0.45
-0.56,2.26,0.49
0.46,2.22,-0.27
0.89,1.28,-0.62
0.1,-0.55,-0.8
-1.55,-1.37,-2.63
-2.61,-0.28,-4.06
-2.66,-0.52,-4.03
-1.91,-3.07,-3.89
0.0,-3.18,-1.67
-0.13,-7.19,4.81
-0.57,-10.75,3.66
-3.06,-12.83,-2.69
6.31,-2.58,-3.56
4.19,4.65,7.13
3.22,4.58,9.24
3.46,0.97,5.45
3.23,-4.09,4.65
-0.29,-2.35,2.32
-5.99,2.25,-0.48
-5.44,3.54,-2.09
-1.24,2.15,-4.04
1.87,-0.25,-3.48
2.18,-1.81,-1.55
0.88,-1.05,0.74
0.76,-0.0,1.09
0.95,0.51,-0.92
0.23,0.08,-2.27
-0.68,-0.07,-2.23
0.15,-0.37,-1.81
0.98,-0.62,-0.31
1.52,-0.25,0.59
1.76,0.94,-0.44
1.34,1.69,-2.56
0.71,1.28,-3.9
0.2,0.79,-3.4
0.08,0.73,-2.05
-2.02,3.17,0.82
-3.56,5.78,-0.87
-3.05,6.9,-1.88
-1.5,2.96,-2.83
0.08,-0.45,3.23
1.07,1.57,3.73
2.43,2.16,0.19
2.7,1.11,-1.22
2.59,0.32,-1.39
2.09,-1.79,1.56
1.23,-5.7,-0.52
3.0,-13.47,-3.35
1.19,-14.75,-3.25
-3.76,-7.94,-2.77
-3.48,-2.71,-0.33
-1.12,0.01,0.85
0.48,1.55,2.4
0.77,1.64,4.26
0.26,0.27,3.7
0.62,-0.08,3.19
-0.44,0.26,1.71
-0.66,0.49,1.98
-0.22,1.49,2.17
0.21,2.08,1.42
0.17,1.99,1.38
0.43,1.06,1.59
0.39,0.74,1.51
0.24,1.25,1.46
0.4,1.73,1.91
1.13,1.74,1.94
1.69,1.17,1.47
1.56,0.82,1.01
0.96,1.22,0.65
0.15,1.89,0.19
-0.48,1.97,-0.62
-0.41,1.48,-1.64
-0.41,0.55,-2.44
-0.58,-0.41,-2.59
-0.74,-1.26,-2.97
-0.86,-1.26,-3.21
-0.97,-1.85,-4.52
-0.9,-0.84,-4.93
-0.63,3.24,-2.52
-1.02,6.89,0.04
-1.76,6.32,2.31
-1.09,5.17,2.22
1.23,1.79,0.34
2.66,-5.37,-1.42
5.84,-8.59,2.22
2.4,-12.27,6.52
-12.67,-14.21,-0.68
-13.62,-4.69,-2.72
-0.85,2.15,-3.55
6.06,2.75,4.3
14.12,0.07,9.01
12.19,-0.55,9.12
5.77,-1.63,5.63
-3.23,0.56,2.48
-8.61,2.19,-1.96
-7.63,2.27,-5.33
-2.29,0.21,-5.6
0.26,-0.82,-3.33
2.01,-1.35,1.28
2.23,-1.19,0.78
1.24,-0.58,-0.18
1.55,-0.42,-0.91
1.89,-0.12,-0.95
1.39,0.22,-1.83
0.15,-0.47,-2.18
-0.99,-0.43,0.83
-0.44,0.4,2.16
0.85,1.09,-0.02
0.67,1.45,-0.71
0.29,1.7,-0.61
0.63,1.14,-1.0
0.89,0.31,-1.08
1.01,-0.33,-0.71
0.54,-0.44,-0.87
-0.34,-0.89,-1.92
-0.32,-1.37,-2.72
0.66,-1.53,-2.98
2.34,-2.66,-2.13
3.31,-3.55,-1.39
2.85,-3.46,-1.34
-0.09,-2.9,-2.18
-2.92,-1.57,-4.41
-3.29,-0.76,-5.42
-3.08,0.12,-4.68
-2.22,0.64,-4.06
-0.39,-0.61,-1.72
1.08,-1.93,1.32
1.5,-2.6,3.81
1.6,-2.56,5.8
1.89,-2.92,7.56
0.81,-2.22,4.12
0.48,-1.76,2.78
0.23,-0.42,1.08
-0.19,-0.21,0.78
-0.09,-0.19,2.23
-0.1,0.13,2.91
-0.04,0.62,3.04
0.12,1.12,3.58
0.13,1.84,3.78
-0.34,2.32,3.37
-0.73,2.25,3.28
-1.48,2.68,3.39
-1.22,2.91,3.16
-0.86,3.06,2.09
-0.47,2.5,1.29
0.63,0.85,-0.52
0.86,-0.48,-2.36
0.41,-1.57,-4.88
-0.31,-1.5,-4.53
-0.6,-0.84,-3.52
-0.58,0.21,-3.64
0.1,-0.34,-3.99
-1.05,-5.76,-1.55
-1.28,-9.37,2.79
