ax,ay,az
0.36,-0.57,-0.56
0.67,-0.13,-0.04
1.14,0.12,-0.34
0.89,0.44,-0.99
0.09,1.06,-0.73
-0.4,0.93,-0.11
-0.43,0.1,-0.08
-0.53,0.1,-0.77
-0.16,0.27,-1.45
0.69,-0.52,-1.7
0.88,-0.74,-1.63
0.78,-0.46,-1.78
0.73,0.23,-1.83
1.22,-0.1,-1.44
1.91,-1.16,-1.13
0.92,-1.64,-1.34
-0.74,-0.98,-1.91
-0.57,-1.63,-1.95
1.67,-3.7,-1.54
2.1,-3.64,-0.91
-0.19,-2.02,-1.67
-0.44,-1.37,-3.93
-0.16,-1.77,-4.33
-0.29,-0.93,-3.8
-0.71,0.19,-3.23
-1.08,0.29,-1.32
-0.91,-0.92,0.6
-0.54,-2.78,1.83
0.15,-3.81,3.86
0.41,-2.78,5.07
0.12,-2.18,4.76
0.72,-2.14,5.77
1.0,-1.84,4.27
0.68,-1.37,1.22
0.68,-0.51,1.38
0.64,0.6,2.09
0.13,1.51,2.74
-0.08,2.12,3.65
-0.2,2.68,4.01
0.12,2.75,4.12
0.45,2.76,4.01
0.21,2.68,3.71
0.0,2.84,3.11
0.19,3.16,2.13
0.24,3.01,1.16
0.08,2.51,0.17
-0.08,0.89,-1.01
-0.29,-1.28,-2.05
-0.75,-2.24,-3.43
-1.56,-2.48,-5.57
-2.4,-2.28,-6.03
-2.12,-3.34,-4.89
-2.61,-2.58,-3.79
-0.91,0.83,-2.64
0.06,2.94,-1.29
-0.17,3.4,0.06
-1.66,-3.56,-0.58
-1.09,-10.18,-4.9
1.68,-5.36,0.2
1.0,3.94,3.64
0.25,6.85,9.2
-2.77,5.42,5.03
0.44,-0.56,3.35
2.53,-4.09,2.43
2.04,-3.07,4.39
-0.33,-0.74,4.98
0.7,0.69,3.54
2.98,0.82,0.48
4.35,0.42,1.24
2.25,-0.45,2.64
0.26,-1.04,1.33
-0.96,0.29,0.46
-1.12,1.38,0.36
-0.66,1.91,-1.0
0.29,1.41,-1.03
0.86,0.64,-0.0
1.49,0.03,0.97
1.97,-0.37,1.82
1.75,-0.69,0.56
0.56,-0.92,-2.5
-0.51,-0.72,-4.17
-1.47,0.13,-3.61
-1.59,0.31,-1.85
-0.31,-0.12,-0.83
1.42,-0.55,-0.88
2.19,-0.4,-1.44
1.64,-0.39,-1.68
1.16,-0.2,-1.47
1.18,-0.15,-0.87
1.34,-1.18,-0.85
0.22,-2.07,-1.55
-0.84,-2.31,-1.7
0.21,-3.44,-1.65
1.4,-3.51,-1.84
0.26,-2.27,-2.43
0.47,-2.32,-3.72
1.2,-2.12,-4.23
0.12,-0.99,-3.42
-1.74,0.52,-2.28
-2.63,1.47,-2.46
-2.59,0.47,-0.8
-1.22,-1.53,1.32
0.49,-3.08,2.97
1.2,-2.9,4.23
0.84,-2.28,4.5
0.68,-2.37,5.43
1.49,-2.71,4.35
0.56,-2.07,1.35
0.17,-1.19,1.25
0.18,-0.04,2.12
-0.0,0.83,2.95
0.05,1.17,3.17
-0.01,1.66,3.29
0.11,1.89,3.56
0.24,2.22,3.88
0.34,2.7,4.25
0.22,3.39,4.15
0.54,4.07,3.47
0.4,4.25,2.81
0.19,4.1,2.0
-0.03,3.22,0.64
0.06,0.87,-1.5
-0.51,-2.11,-4.66
-2.28,-4.5,-7.65
-2.76,-5.81,-8.82
-2.58,-5.27,-7.16
-2.61,-2.45,-4.79
-0.83,1.51,-1.42
-1.12,2.54,-0.23
-2.3,-2.84,2.03
-2.37,-7.27,-0.42
2.16,-1.23,-0.42
3.16,3.64,2.07
1.49,5.33,9.91
-1.25,2.64,4.9
1.7,-4.96,1.81
4.72,-4.64,2.63
1.85,0.85,4.31
-2.0,3.83,4.03
-0.38,2.21,2.34
2.54,0.01,-0.08
4.05,-0.73,1.59
2.57,-1.55,2.8
0.53,-0.37,0.64
-0.36,0.85,-0.84
0.05,0.6,-1.29
0.45,0.32,-0.76
0.1,0.08,-0.43
0.01,-0.18,-0.67
-0.32,-0.39,0.0
0.84,-0.02,-0.44
1.62,0.15,-1.02
1.62,0.69,-1.02
0.62,0.94,-0.08
-0.33,0.62,0.29
-0.41,0.06,-0.47
-0.12,-0.38,-1.73
0.11,-0.88,-2.67
-0.07,-1.08,-3.37
-0.48,-0.71,-3.06
-0.6,0.18,-1.86
1.46,-0.19,-1.34
4.17,-1.68,-1.03
3.37,-2.0,-0.85
-0.02,-1.35,-1.4
-0.81,-2.64,-2.06
0.42,-4.27,-2.67
0.53,-3.76,-2.11
-1.04,-0.94,-2.54
-0.07,-0.96,-3.33
0.11,-1.13,-4.25
-0.77,-0.26,-3.71
-1.9,0.85,-2.4
-2.39,0.62,0.1
-1.39,-1.97,1.1
0.13,-4.07,3.28
0.66,-3.57,5.25
0.95,-3.02,4.88
1.97,-2.71,5.95
1.81,-1.68,4.21
1.29,-1.47,1.92
0.95,-0.43,2.57
0.75,0.4,2.56
0.57,1.14,2.79
0.34,1.38,3.5
0.03,1.63,3.93
0.21,2.27,3.82
0.45,2.67,3.36
0.12,3.03,3.41
-0.25,3.76,3.38
0.06,4.02,2.54
0.46,4.1,1.66
0.2,3.75,0.97
-0.39,2.08,0.13
-1.55,-0.77,-1.94
-3.32,-3.77,-4.74
-3.37,-6.39,-6.29
-0.55,-6.47,-8.46
-2.23,-4.2,-6.06
-3.5,-1.85,-5.78
-1.61,1.34,-1.96
-1.47,3.2,0.84
-1.01,-1.51,1.86
0.56,-6.36,-2.99
2.17,-2.0,0.5
2.73,4.64,4.78
0.45,7.44,9.4
-2.57,4.46,4.83
-0.0,-4.68,2.39
3.76,-6.81,2.68
2.43,-0.03,5.11
-1.0,2.59,5.71
1.07,0.92,2.04
3.71,-0.19,-1.32
3.03,-0.3,-0.58
1.42,-0.76,3.17
0.94,-0.71,5.5
0.72,0.31,0.78
0.85,1.16,-1.25
0.18,1.24,-1.64
-0.94,0.3,-0.93
-1.8,0.02,-1.45
-2.3,0.54,-0.33
-0.38,0.64,1.06
3.33,-0.77,0.47
3.16,-1.22,-1.29
0.58,-0.01,-1.85
-0.71,0.78,-0.78
-0.77,0.66,-0.68
0.26,-0.46,-2.27
0.9,-0.99,-3.0
0.05,-0.93,-2.44
-0.26,-0.57,-1.75
1.14,-0.42,-1.65
3.45,-1.66,-1.51
2.69,-2.26,-1.12
-0.88,-0.91,-1.8
-2.51,-0.13,-3.26
0.14,-2.3,-3.54
2.7,-4.77,-2.46
1.89,-2.57,-1.73
1.04,-1.25,-2.41
1.06,-0.45,-4.64
0.65,-0.48,-4.42
-1.13,0.25,-3.36
-3.08,-0.02,-0.98
-2.92,-2.35,0.16
-0.96,-4.64,2.48
0.18,-4.28,5.34
0.47,-2.4,5.64
1.12,-2.41,7.58
1.11,-2.4,5.2
0.96,-1.83,2.43
1.2,-0.33,2.13
1.26,0.08,1.88
0.68,0.84,2.44
-0.08,1.4,3.0
-0.4,2.0,3.8
-0.02,2.48,4.49
0.71,3.01,4.44
0.92,3.3,4.43
0.34,3.75,3.95
0.23,3.88,2.83
-0.03,4.03,1.72
-0.58,3.95,0.44
0.2,1.66,-0.59
0.46,-1.71,-2.5
-0.7,-5.01,-5.8
-2.55,-6.59,-8.7
-1.7,-5.69,-7.36
-2.53,-3.25,-5.61
-0.6,0.63,-3.2
0.98,4.5,-0.85
-0.79,1.93,0.89
-0.79,-7.33,-0.08
-1.32,-8.17,1.77
-1.21,-0.22,2.53
-0.77,4.72,4.44
-0.69,6.54,6.95
0.67,4.41,5.65
0.54,-1.21,3.45
3.43,-3.34,3.37
3.97,-1.46,4.44
2.36,-0.2,2.41
3.04,-0.45,-0.3
2.63,-0.49,0.88
0.11,0.21,0.57
-1.1,0.24,-0.35
-0.94,-0.2,-0.26
-1.0,1.21,-0.68
-0.58,1.12,-0.41
-0.24,0.57,0.04
0.39,-0.21,-0.1
0.45,-0.49,-0.02
0.36,0.02,0.21
0.8,0.63,0.35
1.08,0.71,0.41
0.06,0.81,0.18
-0.68,0.86,-0.21
-0.4,0.33,-0.5
0.5,-0.56,-1.78
1.06,-0.96,-2.6
1.14,-1.05,-2.77
0.93,-0.94,-2.57
0.61,-0.78,-2.44
0.92,-0.53,-2.13
1.65,-0.52,-1.26
1.11,-1.05,-1.24
0.09,-0.88,-1.84
-0.56,-0.57,-2.32
0.9,-2.94,-2.16
2.63,-4.39,-2.29
1.99,-3.56,-2.13
0.13,-1.71,-2.82
-0.7,-0.85,-4.23
-1.56,-0.71,-4.98
-2.33,0.26,-3.74
-2.74,-0.46,-0.5
-2.16,-2.89,1.87
-0.66,-4.22,3.84
0.84,-3.41,6.84
0.75,-2.31,5.98
2.16,-2.53,7.28
1.45,-1.64,3.51
0.87,-1.34,1.46
1.24,-1.2,2.22
0.76,-0.45,2.49
-0.13,0.59,2.96
-0.64,1.59,3.18
-0.74,2.42,3.85
-0.12,2.88,4.09
0.62,3.23,4.01
0.59,3.6,4.26
0.1,4.18,3.77
0.09,4.32,2.73
-0.01,4.37,1.57
-0.32,3.84,0.63
0.05,1.85,-0.23
0.31,-1.47,-3.71
-0.86,-5.07,-6.8
-2.35,-6.81,-7.05
-1.75,-5.8,-7.84
-2.62,-3.56,-6.11
-2.2,0.24,-3.0
-0.4,3.63,-0.35
-1.02,2.81,0.26
-1.77,-3.55,1.32
-2.01,-8.0,-2.22
2.43,-3.55,-0.32
2.88,2.99,3.62
2.23,5.7,8.89
-1.06,4.06,5.97
-0.93,-2.06,3.34
1.84,-2.73,3.68
1.0,0.09,3.65
0.17,1.29,2.83
2.16,0.47,0.82
3.36,-0.09,0.5
1.98,-1.08,1.43
0.55,-0.75,0.39
0.56,-0.75,-0.14
-0.12,0.12,-0.96
-0.56,0.96,-0.9
-0.46,0.94,-0.36
0.2,0.24,0.09
0.42,-0.06,0.17
0.4,0.26,0.27
1.02,0.46,0.54
1.51,0.45,0.46
1.23,0.37,0.2
-0.0,0.49,-0.33
-0.99,0.64,-1.05
-1.06,0.4,-1.56
-0.41,-0.13,-2.35
0.0,-1.25,-2.35
0.13,-1.43,-2.4
1.11,-1.33,-2.26
2.45,-0.71,-1.58
3.47,-0.72,-1.18
2.87,-1.29,-1.15
0.85,-0.95,-1.5
-1.01,-0.52,-2.09
-0.66,-2.17,-2.28
0.27,-3.76,-2.01
0.17,-1.85,-2.71
0.46,-0.89,-2.6
1.52,-1.81,-3.23
0.73,-0.86,-3.81
-0.86,0.09,-3.24
-2.57,-0.01,-0.91
-2.1,-1.25,0.71
-0.08,-2.73,1.99
0.62,-3.25,3.18
1.07,-3.17,4.6
0.59,-2.5,3.8
1.05,-1.77,5.68
