ax,ay,az
-5.04,-0.8,-12.43
-4.86,-8.98,-4.2
-0.73,-3.86,-0.14
5.35,4.11,-1.54
-1.53,4.49,3.02
0.91,1.39,0.07
0.19,-3.77,0.66
-1.97,-5.66,1.95
-1.25,-4.76,-0.45
0.59,-3.6,-1.02
0.22,-2.76,0.77
-0.73,-2.14,1.96
-0.38,-0.94,1.27
0.35,0.14,0.93
0.97,0.66,1.39
1.55,0.74,1.07
1.77,0.34,0.82
2.3,-0.24,1.29
2.83,-0.36,1.24
2.19,0.53,1.04
0.3,1.3,0.45
-1.1,1.73,-0.8
-1.74,2.22,-1.21
-1.09,1.7,-0.91
-0.26,1.22,-0.57
0.36,0.08,0.03
0.63,-0.98,0.16
0.27,0.09,0.04
0.53,0.37,-0.64
0.68,0.18,-0.72
0.96,-0.46,-0.7
0.82,-0.26,-0.48
0.37,0.04,-0.12
-0.29,0.54,-0.19
-0.19,0.78,-0.37
0.55,0.72,-0.52
1.23,0.51,-0.2
0.97,0.38,-0.08
0.28,0.31,-0.52
-0.1,0.14,-0.69
-0.0,0.06,-0.77
0.13,0.17,-1.0
0.22,-0.03,-1.15
0.53,-0.43,-1.38
1.09,-0.6,-1.19
1.3,-0.86,-1.13
0.75,-1.65,-1.66
0.41,-2.11,-0.81
-0.22,-2.88,-0.7
-0.75,-4.05,0.07
-2.8,-4.16,0.71
-3.4,-5.47,1.05
-1.78,-5.06,0.1
-0.08,-4.24,-1.05
0.16,-2.41,-1.96
-0.38,-1.21,-2.35
0.27,-1.65,-2.64
0.66,-2.61,-2.91
1.15,-3.14,-3.71
1.07,-1.46,-3.64
0.13,1.5,-0.7
0.17,2.21,2.36
0.14,1.38,3.94
-0.15,0.08,5.97
-0.22,-0.7,5.02
-0.08,-0.63,3.03
1.2,0.55,0.75
3.04,1.23,-0.6
1.63,0.65,2.15
-0.35,0.16,4.73
-1.45,0.19,3.5
-1.21,0.27,2.28
-0.79,0.71,0.79
-0.08,0.97,0.69
0.85,0.87,1.38
