ax,ay,az
1.69,-2.99,2.99
4.2,-2.48,3.88
4.32,-1.03,3.8
4.85,-0.78,1.34
3.63,-0.48,1.39
1.31,0.2,0.94
-1.51,0.01,-0.36
-2.07,0.07,-1.39
-1.71,1.54,-0.8
-0.81,1.6,0.35
-0.13,1.15,0.65
1.01,-0.24,-0.89
0.96,-0.69,-1.32
0.75,-0.12,-0.39
1.35,0.38,0.13
1.58,0.5,-0.01
0.38,0.45,-0.81
-0.22,0.42,-1.34
0.24,-0.0,-1.66
1.0,-0.66,-1.79
0.7,-0.5,-2.06
0.11,-0.76,-2.47
0.14,-0.48,-2.34
0.7,-0.21,-1.77
2.04,-0.86,-1.35
2.69,-1.65,-1.12
0.59,-1.58,-1.52
-1.48,-0.67,-2.41
-1.0,-2.52,-2.62
0.84,-4.11,-2.47
1.49,-3.05,-2.52
1.14,-1.78,-2.83
0.37,-0.55,-3.75
-0.79,0.06,-4.01
-1.22,0.56,-3.23
-1.05,-0.07,-0.58
-0.51,-1.64,0.93
0.37,-3.41,2.72
0.23,-3.46,4.34
0.66,-2.83,4.2
1.3,-2.82,6.62
1.32,-2.02,5.93
0.61,-1.51,2.58
0.68,-0.93,1.37
0.53,0.37,1.75
-0.07,1.27,1.93
-0.18,1.24,2.6
-0.41,1.43,3.3
-0.15,1.37,3.51
-0.04,1.48,3.59
-0.15,2.01,3.82
-0.27,2.63,3.93
-0.45,3.3,3.43
-0.18,3.68,2.71
-0.31,3.73,2.01
-0.61,3.43,1.23
-0.75,1.98,0.61
-0.23,-0.57,-1.81
-0.07,-3.34,-5.85
-1.03,-6.4,-8.96
-0.55,-7.05,-10.06
-1.51,-3.89,-6.22
-0.31,1.98,-1.53
-0.96,3.42,0.51
-2.37,-3.21,2.0
-1.84,-7.8,-0.13
0.21,-3.82,2.91
0.67,2.71,2.14
0.77,7.46,7.37
-1.79,5.67,6.98
-2.37,-0.04,3.99
2.12,-3.31,4.47
4.31,-1.78,3.41
3.45,-0.33,2.78
4.03,-0.86,1.87
3.35,-0.41,0.94
0.53,0.16,-0.12
-2.18,-0.52,-1.41
-2.14,0.1,-1.75
-1.74,0.48,-1.83
-0.84,0.39,-0.2
0.33,-0.04,-0.28
1.53,-0.15,-0.12
1.47,0.26,-0.0
1.07,0.78,0.63
0.83,1.07,0.81
0.27,0.94,0.29
-0.21,1.03,-0.41
-0.06,0.45,-1.1
0.36,-0.1,-1.71
1.01,-0.42,-2.3
0.84,-0.76,-1.97
0.27,-1.45,-2.34
0.12,-1.08,-2.8
0.11,-0.03,-2.6
1.08,-0.69,-2.02
2.64,-1.49,-1.57
2.17,-1.12,-0.9
0.41,-0.68,-0.71
-0.28,-1.71,-1.61
0.39,-2.81,-2.57
0.46,-3.07,-2.31
0.03,-1.71,-2.73
0.44,-0.83,-3.47
0.27,-0.92,-4.05
-0.23,0.43,-4.58
-0.79,0.58,-2.48
-1.44,-0.59,-0.39
-0.83,-3.08,1.57
0.05,-4.81,3.6
1.09,-3.87,4.84
1.95,-3.26,6.32
1.69,-3.07,5.66
0.9,-1.91,3.09
0.33,-1.23,1.95
0.23,0.09,1.74
-0.07,1.34,2.31
-0.42,1.69,2.81
-0.63,1.62,3.66
-0.88,1.87,4.26
-0.27,2.03,4.74
0.46,2.03,4.77
0.7,2.63,4.55
0.38,3.38,3.95
0.39,3.8,3.03
0.2,3.87,2.3
-0.49,3.84,1.14
-0.1,2.12,-0.19
0.45,-0.75,-2.33
0.37,-4.17,-5.78
-1.28,-8.01,-9.76
-1.22,-7.74,-9.36
-2.71,-3.86,-6.11
-1.85,2.03,-1.07
-1.29,4.01,0.68
-0.81,-0.84,0.47
-1.04,-7.75,0.18
1.0,-7.92,1.04
-0.18,2.13,-0.66
0.63,8.61,2.42
1.54,7.99,8.11
-1.43,2.56,7.39
-2.01,-5.21,4.74
2.89,-4.0,2.73
4.83,-0.23,1.3
3.29,0.7,1.75
2.59,0.03,2.78
0.68,0.2,1.61
-1.42,-0.09,-0.13
-1.3,-0.53,-1.56
-0.98,-0.2,-1.39
-1.52,0.44,-0.8
-1.0,-0.08,-0.7
0.84,-0.52,-1.07
2.25,0.06,-0.51
2.3,0.52,0.67
1.4,0.89,1.74
0.85,1.14,1.08
0.59,0.97,-0.05
0.12,0.63,-0.79
-0.24,-0.07,-1.55
-0.3,-0.82,-2.23
0.24,-1.09,-3.34
0.53,-0.71,-3.73
0.64,-0.82,-3.33
0.77,-0.17,-2.32
1.86,-0.54,-1.15
3.32,-1.61,-0.41
3.39,-3.34,0.45
0.48,-3.43,-0.0
-2.0,-3.36,-1.55
-3.06,-1.99,-3.58
-2.41,-1.21,-4.71
-1.31,-0.05,-5.03
-0.12,0.32,-5.17
0.62,0.87,-3.93
0.3,0.51,-1.36
-0.65,-0.46,1.44
-1.84,-2.15,2.84
