ax,ay,az
0.34,-1.55,1.68
0.73,-1.68,1.99
0.69,-0.28,1.63
0.41,1.0,1.49
0.01,1.5,2.22
0.05,1.54,2.93
0.24,1.47,3.56
-0.02,1.84,3.71
-0.01,2.28,3.56
-0.38,2.72,3.2
-0.49,2.83,2.74
-0.01,2.74,2.25
0.18,2.68,1.8
-0.11,2.75,1.4
-0.59,2.6,1.31
-0.65,1.56,0.64
-0.21,-0.36,-2.13
-0.31,-2.65,-4.68
-0.85,-4.65,-6.14
-1.38,-3.55,-7.62
-1.4,-2.29,-5.89
-1.23,0.67,-2.99
0.37,2.7,-0.61
-0.91,1.06,1.26
-2.12,-6.52,0.96
-1.51,-7.75,-3.54
-0.28,-2.87,0.59
-0.36,2.51,2.4
0.92,5.79,6.09
0.15,4.9,6.58
-2.02,-0.01,3.87
-0.15,-2.61,3.35
1.14,-0.65,4.0
0.84,0.06,3.6
2.96,-0.68,1.76
5.69,-0.82,1.28
3.39,-0.62,1.35
0.66,-1.14,-0.01
-0.32,-0.72,-1.3
-1.09,0.69,-2.57
-1.73,1.27,-1.41
-1.38,1.14,-0.57
-0.14,0.24,-0.63
1.29,-0.22,-0.27
1.95,-0.36,0.37
1.9,0.28,1.39
1.12,0.93,1.1
0.31,1.2,0.5
-0.54,1.11,-0.29
-0.6,0.34,-0.9
-0.17,-0.34,-1.42
0.03,-0.37,-1.72
0.31,-0.38,-1.68
0.74,-0.89,-2.13
1.19,-1.07,-2.23
1.02,-0.35,-1.59
0.77,-0.15,-1.13
1.67,-1.19,-1.27
1.36,-1.42,-0.98
-0.12,-1.04,-1.04
0.2,-2.91,-1.69
1.59,-4.03,-2.69
0.94,-2.43,-2.75
0.11,-1.59,-2.34
0.75,-2.12,-3.58
0.67,-0.98,-4.33
-1.11,0.82,-4.26
-1.88,1.13,-3.56
-0.84,-0.12,-0.7
0.57,-1.88,2.05
1.48,-3.71,4.51
0.82,-3.41,5.28
0.03,-2.37,4.46
-0.49,-2.56,4.61
-0.09,-2.38,5.25
-0.36,-2.18,2.53
0.31,-1.39,1.26
0.86,0.0,1.6
0.24,0.98,2.19
0.15,1.2,3.17
0.28,1.39,3.88
-0.06,1.66,4.09
-0.33,2.3,3.89
-0.38,2.96,3.51
-0.33,3.44,3.46
0.14,3.5,3.12
0.61,3.16,2.74
0.33,3.18,2.21
-0.66,2.9,1.61
-0.15,1.6,0.44
0.55,0.15,-2.43
0.39,-1.51,-5.07
-1.08,-4.47,-6.98
-1.46,-6.81,-9.12
-1.58,-5.55,-6.08
-2.33,-1.49,-3.31
-1.18,3.49,-0.92
-1.82,3.1,0.62
-2.01,-4.06,2.29
-1.7,-6.87,-0.4
-0.22,-2.93,1.24
0.96,0.91,1.18
2.24,3.94,4.61
3.17,4.37,6.69
-0.41,0.97,5.37
-0.69,-1.56,2.19
0.05,0.53,2.06
-0.05,1.45,2.44
1.1,0.36,2.42
3.73,-1.38,0.96
4.97,-1.61,1.26
2.39,-0.68,1.33
0.22,-0.99,-0.0
-0.93,-0.15,-0.78
-1.22,0.61,-2.16
-0.92,0.71,-1.47
-0.39,0.24,-0.8
-0.05,0.16,0.16
0.24,0.36,0.42
0.61,0.41,0.83
1.05,0.4,1.09
1.25,0.35,0.31
0.46,0.42,-0.25
-0.36,0.64,-0.41
-0.28,0.6,-0.74
0.46,0.09,-1.19
0.86,-0.69,-1.59
0.78,-0.85,-1.72
0.47,-0.87,-1.35
0.33,-0.95,-1.61
0.11,-0.85,-1.82
-0.34,0.36,-2.09
0.33,0.58,-1.24
1.4,-0.31,-0.28
1.01,-1.04,0.2
-0.87,-0.72,-0.74
-1.23,-0.28,-2.13
1.19,-3.47,-1.96
2.52,-4.49,-2.01
1.69,-2.45,-1.72
0.97,-1.62,-2.47
1.58,-2.22,-4.0
0.33,-0.85,-4.47
-1.68,0.58,-3.69
-2.86,1.51,-2.42
-2.09,0.73,0.03
-0.41,-1.32,2.14
0.88,-3.31,3.74
1.3,-3.48,5.03
0.96,-2.65,4.54
1.67,-2.84,6.97
1.04,-2.24,3.55
0.27,-2.31,0.46
0.62,-1.28,1.13
0.25,0.36,1.25
-0.18,1.11,2.13
0.14,1.19,3.14
0.12,1.58,3.64
0.35,1.99,3.86
0.39,2.19,3.68
0.15,2.36,3.34
-0.24,2.47,3.24
-0.28,2.88,2.59
0.07,3.08,1.98
-0.02,2.83,1.39
0.04,2.23,1.14
0.06,1.15,0.49
-0.03,-0.09,-0.75
0.05,-1.45,-3.38
-0.55,-2.51,-5.56
-1.2,-3.95,-8.05
-1.74,-4.51,-6.98
-2.42,-3.83,-4.02
-0.46,0.79,-2.35
0.62,5.27,-0.79
-0.35,4.56,0.89
-2.39,-2.75,1.87
-2.17,-8.17,-0.06
-1.99,-3.14,-1.14
-1.0,-1.37,0.97
-0.58,1.71,2.21
2.48,4.11,4.88
0.76,4.0,5.89
-1.56,0.89,4.73
-0.8,-0.89,2.83
0.79,-1.38,2.23
2.04,-1.2,2.34
