ax,ay,az
0.29,-2.45,-4.08
0.75,-0.99,-3.31
1.23,-0.54,-1.37
1.8,-0.14,2.3
1.46,1.47,4.59
0.48,2.15,5.9
-1.07,2.14,5.3
-1.72,1.48,4.35
-1.5,1.66,2.7
-0.7,1.7,1.46
0.53,1.32,0.65
1.76,0.69,1.28
1.94,0.18,2.71
1.54,-0.62,3.01
0.35,-0.43,2.65
-0.96,0.39,2.0
-1.71,0.83,1.7
-1.52,1.16,1.29
-0.74,0.92,1.72
0.16,0.39,2.04
1.14,-0.02,2.28
1.49,-0.03,2.36
1.27,0.84,2.18
1.05,1.44,2.06
0.87,1.58,1.7
0.54,1.72,1.83
0.76,1.65,2.1
1.03,1.56,2.42
1.27,1.52,1.65
-3.32,2.15,-10.56
-4.89,-4.14,-6.3
0.07,-4.94,3.61
1.44,0.39,1.36
-6.6,3.44,4.72
-3.81,-0.07,-5.62
4.65,-4.81,-0.34
-0.89,-4.36,2.76
-1.49,-4.64,-0.22
0.77,-4.17,-1.42
1.59,-2.64,0.2
1.5,-0.21,1.96
1.2,0.87,1.65
1.82,1.02,2.47
1.6,1.33,1.61
0.99,0.84,0.78
0.72,-0.09,0.82
0.87,-0.28,1.0
1.63,0.78,0.61
1.36,1.85,0.11
0.54,1.89,-0.75
-0.1,2.01,-1.0
-0.13,1.98,-0.98
-0.24,1.02,-0.58
0.33,-0.35,-0.84
-0.07,-1.03,-1.87
-0.61,-1.44,-2.49
-0.72,-0.09,-2.32
-0.38,0.88,-0.66
0.18,0.82,0.64
0.83,0.6,0.93
1.62,-0.0,0.25
1.62,-0.26,-0.36
0.67,0.4,-0.83
0.1,0.6,-0.83
-0.09,0.72,-0.05
0.1,0.5,-0.32
0.47,0.03,-1.03
0.67,-0.26,-1.16
0.89,-0.43,-0.8
0.78,-0.43,-1.18
0.32,-1.38,-1.08
-0.05,-1.07,-0.74
1.79,-2.4,-0.06
2.05,-4.96,0.9
-0.58,-5.08,0.6
-3.95,-3.97,-1.11
-4.0,-4.41,-3.14
-2.36,-4.42,-3.94
-0.76,-3.53,-2.6
0.09,-2.91,-1.53
0.78,-3.51,-1.08
1.13,-3.89,-1.76
1.92,-3.16,-1.92
1.7,-0.86,-2.07
0.57,1.89,-0.16
0.31,1.85,1.28
-0.2,1.28,3.98
-1.21,1.42,7.25
-0.71,1.57,6.94
-0.05,2.56,4.56
0.89,2.4,2.5
1.48,1.62,0.44
0.98,0.56,-0.2
-0.02,-0.1,1.8
-0.68,0.5,3.51
0.19,0.61,3.26
0.63,0.56,1.98
-0.24,0.6,1.33
-0.62,0.58,1.12
-0.41,0.63,1.34
0.34,0.65,1.47
1.15,0.66,1.82
1.28,0.94,1.87
0.97,1.53,1.86
1.07,1.72,1.8
1.02,1.74,1.74
0.75,1.65,1.27
0.26,1.65,0.65
-0.57,1.5,-1.65
-2.33,-0.27,-10.12
-0.84,-4.86,-0.87
-0.63,-1.8,3.89
1.34,-0.01,-0.9
-5.54,0.22,2.45
1.36,-1.66,-3.75
0.12,-2.42,-0.39
-1.77,-2.52,1.84
-1.31,-2.09,0.35
0.31,-2.31,-0.95
1.86,-2.1,1.84
1.35,-1.54,2.01
1.73,-1.01,1.24
2.08,-0.15,1.47
1.45,0.49,1.52
0.96,0.34,1.08
0.4,0.31,0.68
0.54,0.68,0.66
0.47,1.69,0.29
0.53,1.8,-0.36
-0.19,1.79,-1.04
-1.21,1.46,-0.49
-1.04,0.9,-0.16
-0.06,0.42,-0.75
1.02,-0.3,-0.92
1.13,-0.39,-0.91
0.51,-0.21,-0.86
-0.92,0.37,-1.17
-1.3,0.53,-0.98
-0.65,0.31,-0.12
0.55,0.14,0.26
1.2,-0.03,0.6
1.3,0.04,0.61
0.96,0.19,0.18
0.66,0.54,-0.77
0.54,0.65,-1.45
0.53,0.62,-0.95
-0.17,0.77,-0.35
-0.42,0.42,-0.66
0.01,-0.13,-0.94
0.73,-0.41,-1.19
1.02,-1.09,-1.53
0.8,-2.18,-1.68
2.0,-2.55,-1.0
0.77,-3.12,-1.15
0.04,-4.94,-0.7
-1.81,-5.53,-0.07
-3.17,-6.06,-0.24
-2.27,-4.49,-1.35
-0.29,-2.6,-1.82
0.65,-1.17,-0.86
1.24,-0.47,0.13
1.13,-0.74,0.03
0.42,-1.3,-0.71
-0.32,-1.69,-0.71
-0.51,-1.11,-0.46
-0.07,0.26,-0.56
-0.16,2.45,-0.77
-0.18,3.55,0.06
0.44,2.8,1.24
0.89,1.46,2.25
0.92,0.3,3.13
0.6,-0.22,4.16
0.26,-0.28,3.22
0.38,0.08,1.22
0.25,0.43,0.04
-0.38,0.69,-0.04
0.05,0.21,0.46
0.66,0.01,1.22
0.56,0.03,1.83
0.02,0.22,2.05
-0.42,0.64,1.89
-0.3,1.13,1.62
0.32,1.13,1.28
0.88,0.58,1.44
1.74,0.54,0.76
1.69,0.87,0.73
1.35,1.56,1.88
0.78,1.93,2.37
-0.31,2.14,2.98
-0.48,2.5,2.57
0.34,2.56,1.68
-0.51,2.66,-0.36
-3.31,0.63,-13.9
-7.97,-5.26,9.52
0.01,-2.17,0.26
5.93,-1.64,-3.95
-1.6,-1.98,5.16
0.71,-2.4,-1.18
-0.88,-3.42,-0.04
-0.94,-3.95,0.06
0.22,-3.85,-0.67
1.47,-3.01,-0.54
1.41,-1.69,1.34
1.07,-0.7,1.06
1.4,0.05,1.85
1.21,1.39,2.28
0.69,2.15,0.86
0.25,1.23,0.73
0.58,-0.3,1.67
1.93,-0.45,0.9
3.15,0.59,-0.01
1.38,2.01,-0.2
-1.97,2.64,0.07
-3.28,2.15,0.04
-2.29,1.74,-1.14
-0.93,0.29,-2.45
-0.92,-0.28,-1.9
-0.79,-0.05,-2.04
-0.3,0.51,-1.13
0.67,0.72,0.02
1.47,-0.2,-0.19
1.87,-1.11,-0.95
2.11,-1.18,-1.98
1.59,-0.48,-0.96
0.18,0.04,-0.15
-0.92,0.21,-0.31
-0.69,0.13,-1.11
-0.08,-0.21,-1.0
0.18,0.41,-0.65
0.16,0.12,-0.7
0.32,-0.05,-0.48
0.55,-0.07,-0.76
0.38,-0.0,-0.78
-0.4,-1.23,-1.12
0.39,-1.39,-0.4
1.98,-2.54,-0.58
1.49,-5.46,0.35
-0.59,-5.98,0.53
-2.35,-4.83,-1.15
-1.9,-4.35,-2.68
-0.65,-3.84,-4.02
0.08,-2.64,-3.37
-0.41,-1.78,-2.06
-1.24,-1.64,-1.63
0.56,-2.62,-0.15
1.68,-3.17,0.02
2.0,-3.02,-1.12
0.51,-0.65,-0.78
-0.56,2.75,0.55
-0.01,3.13,1.13
0.93,1.2,3.52
1.03,-0.75,5.23
1.1,-0.93,4.48
1.08,0.52,3.4
0.75,1.94,1.68
0.94,1.51,1.67
0.07,1.18,2.04
-0.6,1.14,2.47
-0.46,1.15,2.36
-0.02,1.01,2.29
0.58,1.19,2.48
1.65,1.01,2.64
1.9,1.21,2.82
1.92,1.42,2.56
1.68,1.5,2.43
1.33,1.36,1.86
0.56,1.55,1.08
0.59,1.42,1.21
1.5,1.56,1.31
1.28,1.77,1.43
0.64,1.88,1.26
-0.26,1.63,0.79
-3.33,1.13,-7.87
-3.22,-4.96,-6.82
-0.25,-5.19,2.82
3.18,-1.63,-0.77
-4.04,2.02,2.51
-0.41,1.74,-0.48
-0.71,-2.3,0.02
-1.32,-4.88,-0.46
-1.2,-3.77,1.03
-0.29,-1.96,-1.18
1.56,-1.21,-0.19
1.88,-0.85,1.36
1.89,-0.99,0.56
2.49,-1.41,1.15
2.04,-1.19,1.39
1.04,-0.96,1.6
0.22,-0.46,2.43
-0.8,1.31,1.58
-1.74,2.68,0.68
-2.48,3.14,0.72
-2.28,2.48,-1.07
-1.56,1.78,-1.56
-0.26,0.77,-0.81
1.26,-0.19,0.59
2.39,-0.14,0.82
1.84,0.59,0.09
0.45,0.86,-0.75
0.32,0.56,-1.8
0.81,-0.48,-2.06
0.85,-0.87,-1.66
0.39,-0.31,-0.38
-0.71,0.64,1.25
-0.62,1.28,1.34
0.58,0.98,0.5
0.88,0.28,-0.28
0.01,0.43,-1.33
-0.03,0.24,-1.62
0.6,-0.19,-1.6
0.8,-0.34,-1.39
0.96,-0.34,-2.22
1.2,-0.74,-3.2
1.1,-1.06,-3.6
1.03,-1.32,-3.29
1.56,-2.27,-2.42
2.3,-3.92,-0.37
1.43,-4.94,0.78
-1.67,-2.54,-0.69
-3.3,-1.74,-2.92
-2.14,-1.45,-4.45
-0.19,-1.63,-4.21
0.38,-0.75,-3.03
-0.62,0.6,-1.99
-2.17,1.35,-1.84
