ax,ay,az
0.44,1.47,3.52
0.13,1.94,3.97
-0.06,2.25,4.41
0.39,2.48,4.94
0.19,3.05,4.98
0.41,3.38,4.53
0.44,3.91,3.92
0.24,4.29,3.06
-0.57,3.94,1.18
0.03,2.48,-0.16
0.59,-0.28,-1.22
-0.65,-3.21,-4.86
-2.71,-4.61,-6.26
-2.87,-5.71,-7.86
-2.23,-5.13,-6.53
-2.05,-2.05,-3.72
-0.37,2.29,-0.83
-0.55,5.04,0.24
-2.35,1.03,0.66
-1.95,-7.63,-1.33
-0.44,-5.29,2.05
-1.53,-1.17,3.81
-0.99,1.83,4.66
2.81,4.31,5.66
2.94,2.59,5.62
1.97,-0.79,5.54
3.74,-2.18,6.16
3.93,-1.52,3.4
1.75,-0.22,0.89
0.52,0.03,0.73
0.04,0.05,-0.49
-0.9,0.07,-2.85
-1.45,0.42,-2.3
-0.99,0.94,1.05
-0.46,0.42,1.61
0.9,-0.35,-0.48
2.41,-0.64,-1.71
2.08,-0.13,-1.7
1.43,0.73,-0.59
0.15,1.37,1.31
-0.37,1.21,0.86
0.26,0.53,-0.29
0.48,0.38,-1.17
-0.1,0.24,-1.71
-0.39,-0.09,-1.96
0.42,-0.53,-2.21
1.03,-0.92,-2.68
0.79,-0.52,-2.72
1.17,-0.64,-2.09
2.68,-1.47,-1.25
1.61,-1.81,-1.03
-0.77,-1.47,-2.12
-1.45,-0.5,-3.31
0.49,-2.57,-2.78
2.6,-5.41,-2.04
2.5,-3.03,-2.61
1.08,-0.49,-3.42
0.18,-0.05,-4.81
-0.4,-0.05,-5.08
-1.43,-0.49,-2.31
-2.81,-2.54,0.72
-1.27,-4.87,2.13
0.9,-5.22,3.23
1.78,-3.76,6.8
1.47,-2.75,8.73
1.88,-1.72,5.5
1.63,-1.15,2.21
1.25,-0.7,1.56
1.45,-0.12,2.45
0.17,1.53,2.8
-0.74,2.03,3.45
-1.18,2.28,3.69
-0.73,2.31,4.05
0.08,2.04,4.58
0.44,2.45,4.86
0.28,3.32,4.63
0.14,3.99,4.06
-0.32,4.45,2.72
-1.1,4.46,0.99
-0.6,2.92,0.03
0.28,-0.17,-1.75
-0.13,-4.25,-5.73
-1.91,-7.37,-6.96
-1.87,-7.06,-7.97
-2.22,-5.05,-6.87
-1.56,0.06,-4.24
0.1,5.3,-0.56
-0.4,6.09,1.16
-3.12,-3.56,1.91
-2.45,-11.58,-2.44
1.05,-5.99,1.27
1.0,2.37,4.15
0.9,6.82,6.78
-0.22,6.34,6.02
-0.91,1.03,3.94
2.52,-3.61,3.86
4.48,-3.53,3.74
3.16,-0.87,1.72
2.23,0.5,0.2
1.42,0.47,0.53
-0.22,0.86,0.08
-1.0,0.19,-0.98
-0.62,-0.11,-0.17
0.13,0.8,0.43
0.46,1.32,1.23
0.57,0.99,1.44
0.69,0.54,0.67
0.33,0.17,-0.68
-0.25,-0.04,-0.89
0.03,0.47,0.18
0.81,0.35,-0.07
0.47,0.17,-1.24
-0.12,0.01,-1.77
-0.17,-0.73,-1.78
0.03,-0.76,-2.47
0.34,-0.83,-2.76
0.61,-1.35,-2.34
1.03,-1.17,-1.85
1.75,-0.88,-1.63
2.79,-1.6,-1.81
2.1,-1.86,-2.07
0.03,-1.25,-2.26
0.63,-3.25,-2.52
1.54,-4.3,-3.21
0.46,-2.62,-3.37
-0.57,-0.77,-4.15
-0.31,-0.64,-4.8
-0.61,-0.27,-5.27
-1.81,-0.79,-2.1
-2.42,-2.76,1.19
-0.91,-4.93,3.2
-0.06,-4.43,4.72
0.64,-2.38,6.03
1.33,-2.06,7.5
1.38,-1.84,4.43
1.18,-1.29,2.63
1.12,-0.25,2.08
1.28,0.7,2.53
0.95,1.35,3.12
0.32,1.8,3.73
-0.18,2.02,3.96
0.15,2.19,4.59
0.68,2.33,4.5
0.88,2.42,4.46
0.75,3.17,4.24
0.68,3.93,3.6
-0.03,4.4,2.39
-0.9,4.69,0.83
-0.09,3.05,-0.06
0.2,-1.03,-3.24
-1.88,-5.46,-7.07
-5.07,-9.65,-8.76
-3.14,-9.4,-7.11
-1.94,-2.95,-5.62
0.59,5.77,-1.33
1.02,9.71,0.93
-1.62,2.17,1.94
-2.09,-12.11,0.49
-0.38,-14.6,-0.98
-0.62,-1.89,3.74
-1.18,6.78,5.28
-1.12,9.96,6.42
-1.99,6.17,5.5
-0.3,-1.52,4.64
5.21,-7.1,5.5
7.3,-4.31,3.51
3.03,0.59,0.55
1.11,1.39,0.31
0.69,1.25,-0.17
-0.19,0.16,-1.45
-0.93,-0.09,-1.08
-0.68,0.3,-0.22
-0.54,1.09,0.29
0.11,1.29,0.7
1.19,0.68,0.74
1.69,0.21,0.5
0.72,0.53,-0.74
0.12,0.71,0.13
0.02,0.54,0.21
0.1,0.1,-0.7
0.2,-0.26,-2.17
0.38,-0.69,-3.12
0.49,-0.86,-3.72
0.32,-1.09,-3.67
0.07,-0.65,-2.33
0.75,0.04,-1.4
2.84,-0.42,-0.96
3.78,-1.86,-0.7
1.18,-2.03,-1.15
-1.56,-0.9,-2.32
-1.25,-1.85,-2.83
1.29,-4.9,-2.86
2.07,-3.52,-3.04
1.31,-1.53,-2.71
0.79,-1.1,-4.02
0.48,-1.66,-4.88
-1.54,-0.04,-4.3
-3.15,0.07,-1.45
-2.93,-1.96,0.56
-0.72,-4.24,2.95
0.53,-3.74,4.82
1.38,-2.49,7.1
1.44,-2.39,6.08
1.87,-2.59,4.02
1.14,-1.86,1.85
0.84,-0.62,1.91
0.61,0.62,2.58
0.45,1.23,3.13
0.13,1.78,3.72
-0.31,2.27,3.97
0.31,2.53,4.4
0.6,2.87,5.19
0.04,3.5,5.05
0.27,4.23,4.17
0.63,4.59,3.46
0.98,4.47,2.34
0.18,3.89,0.26
0.31,1.95,-1.4
-0.22,-1.15,-3.13
-1.6,-4.37,-5.74
-3.47,-7.53,-9.54
-2.67,-8.66,-8.83
-3.13,-4.74,-5.4
-2.08,1.69,-0.86
-2.16,5.04,-0.45
-3.01,-2.94,-0.62
-1.13,-13.11,-0.6
1.91,-4.59,4.31
1.07,5.16,4.41
3.3,10.62,9.96
-0.04,7.73,8.01
-0.72,-1.53,5.0
4.73,-9.98,5.84
3.99,-3.63,2.38
0.9,1.8,0.89
0.24,2.68,0.66
0.88,0.65,0.72
1.43,-1.06,-1.07
0.53,-0.63,-1.16
-0.13,0.17,0.23
-0.55,1.39,0.24
-0.55,1.46,-0.11
-0.2,0.51,-0.06
0.19,0.0,-0.09
0.45,0.3,0.35
0.98,0.66,1.61
1.34,0.7,0.69
1.44,-0.01,-0.68
1.1,-0.15,-1.85
0.78,-0.25,-2.48
0.52,-0.29,-2.94
0.46,-0.96,-3.11
0.34,-1.37,-3.09
0.17,-0.61,-2.48
0.07,0.03,-1.41
1.53,-0.78,-1.41
3.32,-1.78,-1.16
2.72,-1.88,-1.1
1.05,-1.58,-1.88
1.26,-4.48,-2.36
0.38,-3.5,-3.7
-0.9,-1.5,-3.28
-0.75,-1.35,-4.07
0.34,-0.76,-5.24
0.06,-0.73,-4.3
-0.98,-0.98,-0.51
-1.0,-1.95,2.05
-0.66,-3.83,4.18
-0.9,-4.01,6.03
-0.94,-2.97,6.01
-0.7,-2.46,4.61
-0.24,-2.02,3.95
0.86,-2.38,4.37
1.37,-1.07,2.18
1.1,0.29,2.45
0.14,1.45,3.02
-0.39,2.35,3.42
-0.32,2.51,4.26
-0.35,2.46,4.8
0.03,2.61,4.75
0.34,2.89,4.32
0.82,3.25,4.18
1.01,3.39,3.49
0.57,3.33,2.16
-0.13,3.37,0.71
0.15,2.55,-0.49
0.43,0.56,-2.55
-0.29,-1.8,-4.68
-1.97,-4.39,-6.46
-2.86,-6.88,-7.98
-2.91,-6.77,-5.95
-2.28,-2.15,-3.92
-0.25,3.6,-1.75
0.35,6.64,0.95
-0.83,4.19,1.56
-2.3,-8.76,0.13
-0.72,-9.24,-3.0
0.86,-4.4,1.5
-0.27,3.21,4.51
-0.99,6.18,7.4
-0.75,4.49,6.2
0.18,-0.46,4.17
3.07,-3.13,4.42
3.9,-1.71,3.94
3.33,-0.24,2.26
3.48,0.05,0.33
2.95,0.06,1.15
0.93,-0.0,0.58
0.13,-0.56,-0.91
-0.31,-0.46,-1.8
-1.3,0.8,-1.59
-1.59,1.41,0.02
-0.19,0.59,-0.15
1.08,-0.35,-0.99
1.31,-0.53,-1.16
1.19,-0.19,-0.19
1.35,0.08,0.5
0.79,0.44,0.51
-0.25,0.8,-0.43
-0.67,0.55,-1.14
0.17,-0.07,-1.54
0.96,-0.39,-1.97
0.82,-0.67,-2.19
-0.28,-0.78,-2.31
-1.14,-0.17,-2.39
-0.05,0.59,-1.85
2.46,-0.81,-0.68
3.12,-1.98,-0.71
1.18,-1.25,-1.24
-0.4,-0.72,-2.19
-0.07,-2.43,-2.88
0.54,-3.11,-2.69
-0.2,-2.05,-2.3
0.21,-1.26,-2.93
1.46,-1.7,-3.81
0.85,-1.02,-4.06
-0.7,-0.1,-4.0
-2.36,-0.6,-1.08
-2.25,-2.44,0.75
-0.91,-3.99,2.13
0.09,-3.24,4.24
0.65,-2.1,4.17
1.8,-2.68,6.4
1.73,-1.97,4.83
0.88,-0.69,2.75
1.28,-0.76,2.02
1.54,0.18,2.37
0.49,1.18,2.27
-0.05,1.26,2.98
-0.41,1.55,3.61
-0.61,2.16,3.92
0.31,2.22,4.39
0.92,2.45,4.05
0.94,3.07,3.88
0.77,3.71,3.41
0.8,3.82,2.62
0.48,3.65,1.85
-0.1,2.87,0.85
-0.71,0.64,-0.75
-1.15,-2.5,-3.5
-1.88,-5.27,-6.35
-2.42,-6.65,-9.23
-2.12,-6.11,-8.19
-2.84,-4.35,-5.19
-0.24,2.67,-1.66
0.49,6.37,0.18
-1.33,3.04,1.51
-2.56,-6.99,-0.12
-1.6,-10.96,-4.1
0.75,-3.53,1.31
0.44,3.97,3.11
0.55,7.96,8.65
-1.01,6.25,6.49
-0.78,-0.09,4.84
2.24,-4.77,3.79
3.91,-3.0,3.61
1.87,0.42,3.1
2.2,1.06,0.94
3.26,0.03,0.89
2.0,-0.25,0.7
0.91,-0.64,-0.43
0.31,-0.62,0.04
-0.54,1.13,-0.89
-0.87,1.8,-0.11
-0.46,1.11,0.32
0.04,-0.26,-0.63
0.01,-0.72,-1.55
0.5,-0.66,-1.18
1.62,-0.09,-0.62
1.89,-0.0,-0.08
0.92,-0.0,-0.21
-0.33,0.29,-0.94
-0.7,-0.12,-1.65
-0.19,-0.38,-2.57
0.34,-0.17,-3.03
0.11,-0.5,-2.27
-0.39,-0.31,-1.33
1.52,-1.22,-0.8
3.18,-2.3,-1.16
1.01,-1.57,-1.1
-0.71,-1.18,-1.09
0.81,-3.69,-2.08
1.68,-3.63,-2.79
0.56,-1.7,-2.69
0.06,-1.66,-3.03
-0.78,-0.38,-4.05
-2.6,1.14,-4.14
-2.66,1.72,-3.57
-1.37,0.53,-1.88
0.04,-1.92,0.79
