ax,ay,az
1.86,-4.99,-0.84
1.36,-9.26,0.95
-0.3,-7.42,-0.11
0.06,-5.41,1.44
-0.83,-10.98,1.26
-1.03,-6.87,-0.62
-0.25,-1.87,0.55
-0.46,0.1,-0.19
-0.58,0.97,1.08
-0.43,1.99,1.91
0.21,1.96,2.01
0.47,1.83,1.52
0.09,1.0,1.33
-0.13,0.24,0.44
-0.13,0.43,0.11
0.03,0.19,-0.02
-0.14,-0.7,-0.16
-0.49,-1.52,0.26
-0.38,-1.14,0.75
-0.25,-0.03,1.2
0.13,0.63,1.68
0.15,1.36,1.58
0.36,1.68,1.35
0.22,1.92,1.26
-0.06,1.83,1.35
-0.25,1.67,1.61
-0.33,1.67,2.31
-0.04,1.85,2.56
0.42,2.15,2.01
0.4,2.51,1.23
0.19,2.6,1.15
0.3,1.97,0.59
0.35,0.54,-0.2
0.08,0.03,-0.25
-0.0,0.62,-0.33
0.19,1.13,-1.6
0.35,0.87,-2.19
-0.0,0.54,-2.9
-0.26,-0.04,-3.21
-0.7,0.17,-2.76
-0.86,1.64,-2.74
-0.28,2.81,-2.53
0.03,2.95,-1.64
-0.1,1.37,-0.51
0.12,-2.27,-0.14
0.11,-7.07,0.37
2.14,-8.4,0.47
1.86,-4.64,1.12
-6.01,-8.69,1.05
-5.72,-10.51,-4.68
0.37,1.26,0.72
3.03,4.58,9.17
5.68,3.16,8.73
5.23,-1.66,4.8
1.31,-3.06,3.41
-3.18,-0.22,-0.26
-4.84,1.39,-2.73
-2.7,2.06,-3.92
0.83,0.43,-3.61
2.13,-0.47,-2.31
1.8,-0.44,0.86
1.38,0.06,3.01
2.55,0.07,0.61
2.41,0.03,-0.42
0.66,-0.03,-0.18
-1.41,-0.18,-0.46
-2.31,0.08,-0.51
-1.18,0.22,-0.11
0.14,0.03,0.72
0.47,0.71,0.18
0.16,0.45,0.3
-0.07,0.14,-0.67
0.21,0.1,-0.73
0.38,-0.26,-1.23
0.34,-0.42,-1.52
0.69,0.08,-2.19
0.63,0.48,-2.97
-0.38,1.09,-3.59
-0.31,1.11,-2.95
0.52,1.73,-1.93
0.66,2.03,-1.96
-0.25,2.72,-0.48
-1.29,3.38,1.71
-1.55,3.57,1.18
-1.36,2.29,-1.82
-0.63,0.9,-0.93
0.44,1.91,0.97
0.3,1.98,0.39
0.39,0.94,-0.69
1.66,0.58,0.04
-0.43,-2.57,-0.96
-1.39,-6.2,-1.98
-0.31,-5.66,-0.66
0.25,-5.27,-1.0
0.87,-12.97,-0.33
-0.17,-14.9,-1.31
1.64,-5.52,0.67
1.28,2.14,1.75
0.58,3.02,1.3
0.0,1.89,1.54
-0.37,0.58,2.94
-0.77,0.79,3.61
-1.15,2.38,3.26
-0.8,3.13,2.81
-0.04,3.34,2.62
0.28,2.63,2.04
0.24,1.01,1.34
0.16,-0.79,0.66
-0.24,-1.07,0.12
-0.47,-0.25,0.38
-0.05,0.62,1.03
0.4,1.11,1.94
0.89,1.06,2.31
1.06,0.88,1.7
0.9,0.81,0.71
0.42,0.84,0.12
-0.22,1.03,-0.22
-0.55,1.21,-0.24
-0.65,1.21,-0.18
-0.49,1.35,-0.1
-0.23,1.38,0.19
-0.05,1.38,-0.12
0.08,1.06,-0.21
-0.18,0.82,-0.26
-0.63,1.1,0.05
-0.73,2.16,-0.79
-0.01,1.78,-1.14
0.24,0.82,-0.58
0.01,0.45,-0.0
-0.43,1.3,-0.25
-0.24,1.97,-1.34
0.31,1.8,-2.05
0.26,-0.74,-2.25
-0.39,-5.69,-0.52
-1.0,-8.62,0.88
-3.39,-10.18,0.39
-7.09,-17.5,0.74
-1.81,0.27,-8.2
1.72,4.04,-0.47
5.06,3.04,6.68
5.66,2.42,7.31
4.69,-0.22,4.51
2.15,-0.7,3.09
-2.02,0.44,1.02
-4.48,1.64,-2.41
-1.29,1.17,-3.82
2.45,-0.37,-2.94
2.39,-1.66,-0.85
-0.37,-1.26,1.11
-1.07,0.5,3.04
0.71,0.47,0.6
1.63,-0.38,-1.66
0.8,-0.27,-2.44
-0.19,-0.26,-2.19
-0.85,-0.17,-1.03
-0.6,0.18,0.27
0.63,0.4,-0.11
1.06,0.06,-1.1
0.94,0.49,-1.31
1.14,0.32,-2.5
0.81,-0.08,-2.36
0.22,0.33,-1.65
-0.27,0.9,-1.92
0.32,1.91,-0.01
-0.31,1.65,1.26
-2.16,1.33,0.99
-2.08,1.57,-0.36
-0.23,2.58,-0.07
1.2,3.62,0.83
0.8,2.79,-0.47
0.29,-0.13,-0.89
1.4,0.44,-1.6
0.28,2.8,0.95
-0.93,3.56,-0.61
1.25,2.64,-1.53
2.24,1.12,0.23
1.93,-3.68,-0.18
2.52,-7.0,-0.26
0.58,-7.2,-1.74
-0.15,-4.69,-1.1
0.27,-6.24,-0.19
-1.47,-9.81,-0.26
-3.37,-6.45,-1.15
-2.35,-2.16,-0.29
-1.3,0.45,1.66
-0.02,2.0,2.94
0.94,1.24,3.19
0.66,0.21,3.07
0.28,0.23,2.84
-0.29,0.69,2.34
-0.24,1.14,2.08
0.09,1.68,1.75
0.51,1.58,1.43
0.24,0.98,1.31
0.07,0.86,1.48
-0.2,1.33,1.45
-0.54,1.57,1.67
-0.3,1.69,1.88
0.15,1.83,2.32
0.37,1.91,1.96
0.4,1.81,0.62
0.61,1.23,-0.07
0.82,0.42,-0.25
0.77,-0.14,-0.45
0.55,0.01,-0.53
0.55,-0.21,-0.24
0.34,0.21,-0.72
-0.03,0.9,-0.94
-0.28,2.51,-1.47
-0.39,3.29,-1.49
-0.48,1.81,-1.01
-0.54,-0.37,-1.38
-0.17,-0.74,-1.86
0.38,0.75,-1.15
0.24,2.03,0.0
-0.23,2.67,0.69
-0.5,0.73,0.3
-0.55,-4.23,0.25
-0.44,-6.71,1.41
-1.01,-3.97,1.1
-1.47,-6.32,0.03
-0.98,-14.18,-0.54
0.84,-1.01,-4.04
0.69,1.42,-4.0
1.09,2.78,-0.63
1.29,2.29,3.38
-0.38,1.67,3.99
-0.51,1.55,3.18
-0.9,1.57,2.32
-0.88,0.84,0.28
0.28,-0.77,-1.98
1.12,-1.64,-2.29
0.3,-1.13,-1.24
-0.28,-0.14,0.24
1.16,0.15,1.72
3.19,0.19,2.02
2.4,0.37,2.0
0.35,0.31,1.3
-0.65,0.29,0.16
-0.85,0.4,-0.5
-0.42,0.54,-0.08
0.25,0.67,-0.38
0.71,0.47,-0.84
0.53,-0.12,-2.12
0.65,-0.16,-2.64
0.44,-0.1,-2.04
-0.32,0.65,-1.85
-0.49,1.86,-1.57
0.42,2.35,-1.66
0.55,1.3,-2.06
0.14,0.46,-1.68
-1.27,2.61,-0.1
-2.95,4.2,0.12
-2.6,2.79,-0.41
0.22,-0.38,-1.55
2.02,-0.48,-0.55
1.32,1.41,-0.11
-0.32,2.11,-0.0
0.73,1.48,-2.05
1.73,1.69,-1.09
0.3,0.87,-0.32
-1.09,-1.93,-1.85
-0.66,-5.78,-2.34
-0.21,-6.5,-0.71
0.72,-11.06,1.54
0.13,-9.6,2.04
-1.6,-1.89,2.31
0.05,0.3,-0.2
1.41,0.2,-0.69
1.43,-0.3,1.57
1.08,-0.86,3.25
0.02,-0.68,2.74
-0.75,-0.41,1.59
-1.11,-0.1,0.45
-0.72,0.72,0.45
0.16,0.44,1.4
1.0,-0.29,1.92
1.46,-0.92,1.7
1.21,-0.44,0.87
0.57,0.58,0.9
-0.16,1.54,1.23
-0.22,1.79,1.82
-0.1,1.85,2.37
-0.05,1.67,2.46
-0.02,1.45,1.99
0.05,1.56,1.17
0.02,1.4,0.9
-0.22,1.23,0.76
-0.14,0.97,0.42
0.35,0.49,0.21
0.74,0.04,-0.07
0.49,0.01,-0.42
-0.37,0.76,-0.48
-1.04,1.15,-0.52
-1.22,1.76,-0.52
-1.22,2.47,-1.88
-1.11,2.82,-2.12
-0.35,2.87,-2.07
0.45,1.83,-1.86
0.25,0.74,-1.81
0.43,0.21,-2.1
0.42,0.52,-2.86
-0.71,1.28,-2.83
-2.04,0.46,-2.23
-2.44,-2.75,-0.31
1.95,-3.94,1.38
3.86,-4.48,1.18
0.21,-8.31,1.65
-6.29,-16.6,1.99
-2.45,-2.27,-3.91
0.64,2.9,-1.47
4.93,4.6,2.87
4.76,3.4,8.24
1.01,-0.6,6.58
-0.25,-2.58,4.41
-2.5,-0.15,2.69
-2.66,2.11,-2.25
-0.05,1.71,-4.08
2.08,0.23,-1.56
2.1,-0.65,1.04
1.59,-0.8,3.64
1.76,-0.31,2.71
0.55,0.27,-0.07
-0.48,0.38,-1.49
-0.49,0.16,-1.83
-0.52,0.09,-1.39
-0.41,-0.13,-0.11
-0.12,0.29,1.76
1.21,0.28,1.54
1.41,0.33,-0.52
0.61,0.78,-1.47
-0.41,0.89,-1.07
-1.08,1.04,0.07
-0.46,0.66,0.01
0.3,0.01,-1.12
0.68,-0.41,-2.0
0.42,-1.3,-2.3
1.11,-0.86,-2.04
0.75,-0.5,-1.02
0.1,-0.8,-1.82
1.34,-1.39,-2.91
3.29,-2.71,-2.47
3.85,-3.5,-1.19
